,Question,Mark Scheme
200,"Gaseous sodium ions can be formed from sodium atoms. 
Na(s) → Na+(g) 
Which quantities are required to calculate the enthalpy change of formation of Na+(g)?

first ionisation energy of sodium
enthalpy change of atomisation of sodium
enthalpy change of formation of sodium


1, 2 and 3 are correct
1 and 2 only are correct
2 and 3 only are correct
1 only is correct",B
201,"Buckminsterfullerene is a fullerene allotrope of carbon.
Which statements about buckminsterfullerene are correct?

Buckminsterfullerene is a giant covalent molecule.
Buckminsterfullerene has delocalised electrons.
Buckminsterfullerene has strong intramolecular bonds.


1, 2 and 3 are correct
1 and 2 only are correct
2 and 3 only are correct
1 only is correct",C
202,"Which contain one mole of the underlined substance under room conditions?
1. a balloon containing 24.0 dm3 of helium2. a block of calcium carbonate weighing 100.1 g3. 4000 cm3of a 0.250 mol dm–3 solution of sulfuric acid 

1, 2 and 3 are correct    
1 and 2 only are correct  
2 and 3 only are correct    
1 only is correct",A
203,"Compound X has the structure shown. 

Which type of carbonyl group is present and how many chiral centres are there in one molecule of X? 



 
carbonylgroup 
chiralcentres 


A
aldehyde
0


B
aldehyde
1


C
ketone
0


D
ketone
1",D
204,"The ester ethyl methanoate is prepared in a school laboratory by reacting a carboxylic acid with an alcohol.
During the reaction, only 50.0% of the alcohol is converted into the ester.
Which mass of alcohol is needed to prepare 10.0 g of the ester?

3.11 g
8.65 g
12.4 g
32.2 g",C
205,"2-methylbut-2-ene reacts with HBr(g) to form two isomeric products. During the reaction two positively charged intermediates can be made.
Which diagram shows the more stable of the two positively charged intermediates?",A
206,"1,2-dibromopropane can be made from 1-bromopropane in two steps.
Which row is correct?



 
step 1 
step 2


A
addition 
substitution


B
elimination
addition 


C
hydrolysis
elimination


D
substitution
hydrolysis",B
207,"Which reagent reacts with both of the –OH groups in lactic acid, CH3CH(OH)CO2H?

acidified potassium dichromate(VI)
ethanol
sodium
sodium hydroxide",C
208,"The diagram shows the infrared spectrum of an organic compound. 

What could be the identity of this compound?

 propan-1-ol
 propanal
 propanoic acid
 propanone",C
209,"Which statement about compound T and compound U is correct? 


T and U are stereoisomers.
T can be distinguished from U by the use of alkaline aqueous iodine.
T can be reduced by LiAlH4 but not by NaBH4.
U can be formed by the oxidation of 3-methylbutan-1-ol.",B
210,"Butanoic acid can be produced from 1-bromopropane in two steps using reagents V and W as shown.

What could be reagents V and W? 



 
V
W


A
KCN in ethanol 
HCl(aq) 


B
KCN in ethanol 
NaOH(aq)


C
NH3 in ethanol 
HCl(aq) 


D
NaOH(aq) 
H+ /Cr2O72–(aq)",A
211,"There are many non-cyclic alcohols that cannot be oxidised by warm acidified MnO4– ions. Alcohol X is the member of this set of alcohols with the lowest molecular mass.
How many moles of oxygen are required for the complete combustion of 1.0 mol of alcohol X?

 3.5 mol
 4.5 mol
 6.0 mol
 6.5 mol",C
212,"Ester P has the following structural formula. 

Which compounds are produced when P is hydrolysed using dilute hydrochloric acid?

CH3COCl and (CH3)2CHCH2CH2OH
CH3CH2OH and (CH3)2CHCH2CO2H
CH3CO2H and (CH3)2CHCH2CO2H
CH3CO2H and (CH3)2CHCH2CH2OH",D
213,"Structural and stereoisomerism should be considered when answering this question.
When trans-pent-2-ene reacts with HBr, how many different products can form?

1
2
3
4",C
214,"Element X is in Period 3. It reacts rapidly with water to form an alkaline solution.
Which statement about the chloride of element X is correct?

 It conducts electricity when molten.
 It has a melting point of less than 100 °C.
 It has covalent bonding.
 It reacts rapidly with cold water.",A
215,"Which property shows an increase from calcium to barium going down Group 2?

 the ease of decomposition of the carbonates
 the solubility of the hydroxides
 the solubility of the sulfates
 the volume of hydrogen given off when 1 g of the metal reacts with water",B
216,"The addition of aqueous silver nitrate to aqueous barium chloride produces a white precipitate which dissolves in an excess of dilute aqueous ammonia to form a colourless solution.
The addition of an excess of dilute nitric acid to the colourless solution produces a white precipitate, Z.What is Z?

AgCl
BaCl2
Ba(NO3)2
NH4NO3",A
217,"Nitrogen oxides are removed from the exhaust gases of internal combustion engines by the action of a catalyst in a catalytic converter.
Which row is correct? 



 
change in oxidationnumber of nitrogen 
type of catalyst 


A
decrease 
heterogeneous 


B
decrease 
homogeneous 


C
increase 
heterogeneous 


D
increase 
homogeneous",A
218,"Which element, when burned in oxygen, can form an oxide that is a reducing agent?

Na
Mg
Al
S",D
219,"The statements apply to the elements in Group 2.
Which statement is correct?

 As atomic number increases, ionic radius increases.
 As atomic number increases, reducing ability decreases.
 As atomic number increases, first ionisation energy increases.
 As atomic radius increases, first ionisation energy increases.",A
220,"Which property explains the trend in volatility of the elements going down Group 17?

 decreasing covalent bond strength
 decreasing van der Waals' forces
 increasing covalent bond strength
 increasing van der Waals' forces",D
221,"Compound T is a white crystalline solid.
When a sample of compound T is mixed with aqueous sodium hydroxide and heated, a gas is produced which turns damp red litmus paper blue.
Further testing of a solution of compound T with aqueous barium chloride produces a dense white precipitate which does not dissolve when dilute hydrochloric acid is added to the mixture.
What is the identity of compound T?

 ammonium carbonate
 ammonium sulfate
 sodium carbonate
 sodium sulfate",B
222,"Two reactions are shown.
reaction 1   X2(g) + Y2(g)  ⇌  2XY(g)reaction 2   XY(g)  ⇌  ½X2(g) + ½Y2(g)
The equilibrium constant, Kp, for reaction 1 is 0.0052.
What is Kp for reaction 2?

2.6 × 10–3 
13.9 
192.3 
384.6",B
223,"When solid KClO3 is heated in the absence of air, a mixture of two chlorine compounds in the mole ratio of 3 : 1 is formed. Chlorine is the only element whose oxidation number changes in this reaction.
What could be the oxidation numbers of chlorine in the two compounds that are formed?

+3 and –1
+6 and +4
+7 and –1
+7 and +1",C
224,"At 200 °C aluminium chloride is a gas with Mr = 267.
What is the number of covalent bonds, dative covalent bonds and Ione pairs of electrons in one molecule of aluminium chloride at 200 °C? 



 
covalentbonds 
dativecovalent bonds
Ione pairs 


A
6
2
0


B
6
2
16


C
6
2
18


D
3
0
19",B
225,"What is the electronic configuration of an isolated Ni2+ ion?

1s22s22p63s23p63d64s2
1s22s22p63s23p63d74s1
1s22s22p63s23p63d104s2
1s22s22p63s23p63d8",D
226,"The element sulfur produces a mass spectrum with the following peaks. 



m/e value of peak 
relative abundance 


32
95.02 


33
0.76 


34
4.20 


36
0.02 



Which relative atomic mass of sulfur can be calculated from these data, given to four significant figures?

32.07
32.08
32.09 
32.10",C
227,"Which solution has the lowest pH value?

0.01 mol dm–3 butanoic acid
0.01 mol dm–3 ethanoic acid
 0.01 mol dm–3 hydrochloric acid
0.01 mol dm–3 sulfuric acid",D
228,"Nitrogen reacts with oxygen to form nitrogen monoxide, NO, and nitrogen dioxide, NO2. Nitrogendioxide reacts with water and with hydroxide ions.
N2(g) + O2(g) → 2NO(g)2NO(g) + O2(g) → 2NO2(g)2NO2(g) + H2O(l) → HNO2(aq) + H+(aq) + NO3–(aq)2NO2(g) + 2OH–(aq) → NO2–(aq) + NO3–(aq) + H2O(l)
What can be deduced using only the information from these equations?

HNO2 is a strong acid.
HNO3 is a weak acid. 
NO2 is a neutral gas.
NO is a reducing agent.",D
229,"The enthalpy changes of two reactions are shown.
K2CO3(s) + 2HCl(aq) → 2KCl(aq) + H2O(l) + CO2(g)     ∆H = –34.0 kJ mol–1KHCO3(s) + HCl(aq) → KCl(aq) + H2O(l) + CO2(g)        ∆H = +32.8 kJ mol–1
What is the enthalpy change for the reaction shown?
2KHCO3(s)  →  K2CO3(s) + H2O(l) + CO2(g)

 –31.6 kJ mol–1
 1.2 kJ mol–1
 66.8 kJ mol–1
 99.6 kJ mol–1",D
230,"Solid carbon dioxide, CO2, is similar to solid iodine, I2, in its structure.
Which statement about solid CO2 and solid SiO2 is correct?

Both solid CO2 and solid SiO2 exist in a lattice structure.
 Both solid CO2 and solid SiO2 have a simple molecular structure.
Both solid CO2 and solid SiO2 have atoms joined by single covalent bonds.
Both solid CO2 and solid SiO2 change spontaneously to gas at s.t.p..",A
231,"Which molecule contains six bonding electrons?

NCl3 
H2S
C2H4 
SF6",A
232,"Which particle has equal numbers of protons and neutrons and an electronic structure of 1s2 2s2 2p6 3s2 3p6? 

3918Ar
4020Ca2+
168O2−
3216S",B
233,"A reaction mechanism is shown. 

Which statements about this reaction are correct? 

Heterolytic bond fission occurs. 
It is a substitution reaction. 
OH– behaves as an electrophile. 


1, 2 and 3 are correct    
1 and 2 only are correct  
2 and 3 only are correct    
1 only is correct",B
234,"Which alcohols cannot be dehydrated to form alkenes?
1. CH3OH2. (CH3)3COH3. CH3CH(OH)CH3 

1, 2 and 3 are correct    
1 and 2 only are correct  
2 and 3 only are correct    
1 only is correct",D
235,"Propanal reacts with hydrogen cyanide. 
Which absorptions are present in the infra-red spectrum of the product? 

a weak absorption in the range 2200–2250 cm–1 
a strong absorption in the range 3200–3600 cm–1 
a strong absorption in the range 1040–1300 cm–1


1, 2 and 3 are correct
1 and 2 only are correct
2 and 3 only are correct
1 only is correct",A
236,"Compound X has the structure shown. 

Which statements about compound X are correct?
1. X will decolourise cold, acidified KMnO4(aq).2. X gives an orange precipitate with 2,4-DNPH reagent.3. X does not react with Tollens' reagent. 

1, 2 and 3 are correct    
1 and 2 only are correct  
2 and 3 only are correct    
1 only is correct",C
237,"The bond ......P...... of the HBr molecule is ......Q...... than that of the HI molecule. 
Which pairs of words correctly complete the above sentence? 



 
P
Q


1
energy
greater


2
length
less


3
polarity
greater




1, 2 and 3 are correct    
1 and 2 only are correct  
2 and 3 only are correct    
1 only is correct",A
238,"In the atmosphere, which transformations can involve sulfur dioxide as either a reagent or a catalyst? 

NO2 to NO 
NO to NO2 
CO to CO2 


1, 2 and 3 are correct    
1 and 2 only are correct  
2 and 3 only are correct    
1 only is correct",D
239,"Sodium and fluorine are both reactive elements. Two atoms are described. 



 
F
Na


atomic number
9
11


nucleon number 
19
23



Which statements about these two atoms, and the ions they can form, are correct?
1. One Na atom has two more protons than one F– ion.2. One Na atom has two more neutrons than one F atom.3. One Na+ ion has the same number of electrons as one F– ion. 

1, 2 and 3 are correct    
1 and 2 only are correct  
2 and 3 only are correct    
1 only is correct",A
240,"Which factors can lead to an increase in the rate of a reaction? 

a lower activation energy 
an increase in temperature 
an increase in the concentration of a reactant 


1, 2 and 3 are correct    
1 and 2 only are correct  
2 and 3 only are correct    
1 only is correct",A
241,"Which reactions would have the reaction profile shown? 


NaOH  +  HCl  →  NaCl  +  H2O
CaCO3  →  CaO  +  CO2 
2MgO  →  2Mg  +  O2 


1, 2 and 3 are correct    
1 and 2 only are correct  
2 and 3 only are correct    
1 only is correct",C
242,"Scientists are trying to synthesise a new element with proton number 119. The element is predicted to be a Group 1 element in Period 8 of the Periodic Table. 
Which predictions are likely to be correct about this element?
1. The outermost occupied orbital of one atom of this element will be an s orbital.2. The atomic radius will be the largest of the seven elements in Group 1.3. It will have a greater first ionisation energy than element 118. 

1, 2 and 3 are correct    
1 and 2 only are correct  
2 and 3 only are correct    
1 only is correct",B
243,"The diagram shows the structure of buta-1,3-diene. 

The addition reaction between buta-1,3-diene and two molecules of hydrogen bromide can produce three structurally isomeric products. 
How many of these products have at least one chiral centre? 

0
1
2
3",C
244,"PVC is used as a packaging material. 
What holds the different polymer strands together in a piece of solid PVC? 

covalent bonds 
hydrogen bonds 
ionic bonds 
van der Waals' forces",D
245,"Ethene reacts with aqueous bromine to give two products, CH2BrCH2Br and CH2BrCH2OH. 
Which statement about these products is correct? 

Both products are obtained in this reaction by nucleophilic substitution.
Both products are obtained in this reaction by nucleophilic addition. 
Both products can be hydrolysed to form the same organic compound. 
Both products can form hydrogen bonds with water.",C
246,"How many isomeric esters have the molecular formula C4H8O2? 

2
3
4
5",C
247,"The structure of damascenone is shown. 
damascenone
Including damascenone, how many stereoisomers exist with this structural formula?

1
2
4
8",B
248,"Which substance forms propanoic acid as one of the products when it reacts with hot concentrated acidified potassium manganate(VII)? 

but-1-ene 
but-2-ene
2-methylpropene 
2-methylbut-1-ene",A
249,"Which reagent could be used to distinguish between propane-1,2-diol and ethane-1,2-diol? 

alkaline aqueous iodine 
aqueous acidified dichromate(VI) 
ethanol and a few drops of concentrated sulfuric acid 
sodium metal",A
250,"Ester X is shown. 
ester X CH3CO2(CH2)7CH3 
Ester X is hydrolysed using aqueous sodium hydroxide.  What is the molecular formula of one of the products? 

C2H4O2
C2H3O2Na
C8H16O
C8H17O2Na",B
251,"'Which row correctly shows the type of mechanism of each of the two reactions? 



 
C2H5Br  +  KCN 
CH3COCH3  +  HCN 


A
electrophilic substitution 
electrophilic addition 


B
electrophilic substitution 
nucleophilic addition 


C
nucleophilic substitution 
electrophilic addition 


D
nucleophilic substitution 
nucleophilic addition",D
252,"The table shows the molecular formulae of three molecules P, Q and R. None of the molecules are cyclic. 



molecule
molecular formula 


P
CH4O 


Q
CH2O2 


R
CH2O 



Which molecules show a strong absorption between 1610 cm–1 and 1750 cm–1 in their infra-red spectra?

Q only
R only
Q and R only
P, Q and R",C
253,"Compound X is shown. 

X is treated separately with NaOH(aq) and LiAlH4 to give Y and Z. 

What are Y and Z? 



 
Y
Z


A




B




C

 


D",A
254,"Most modern cars are fitted with catalytic converters in the exhaust system. 
Which three gases are removed by a catalytic converter? 

carbon monoxide, hydrocarbons, nitrogen oxides
carbon monoxide, carbon dioxide, nitrogen oxides 
carbon monoxide, nitrogen oxides, sulfur dioxide 
hydrocarbons, nitrogen oxides, sulfur dioxide",A
255,"A test-tube of HBr(g) and a separate test-tube of HI(g) are heated to the same temperature. 
Which combination of observations is possible? 



 
test-tube of HBr(g
test-tube of HI(g)


A
a brown vapour appears 
no change 


B
a purple vapour appears 
no change 


C
no change 
a brown vapour appears 


D
no change 
a purple vapour appears",D
256,"Which property shows an increase from magnesium to barium? 

the first ionisation energy of the elements 
the oxidising power of the metals 
the solubility of the hydroxides  
the solubility of the sulfates",C
257,"One molecule of an oxide of element Z reacts with six molecules of water to produce an acidic compound. 
What is element Z? 

aluminium
phosphorus
silicon
sulfur",B
258,"Ammonium carbonate is a crystalline solid. On gentle warming a reaction occurs, forming ammonia as one product. 
How are the carbonate ions behaving during this reaction? 

Brønsted-Lowry acid 
Brønsted-Lowry base 
oxidising agent 
reducing agent",B
259,"Which statement explains why iodine is less volatile than chlorine?

Chlorine is more electronegative than iodine and so has more repulsion between its molecules.
The greater number of electrons in iodine leads to larger temporary dipole-induced dipole forces. 
The I–I bond energy is smaller than the Cl –Cl bond energy. 
The iodine molecules have stronger permanent dipole-permanent dipole forces.",B
260,"Magnesium nitrate, Mg(NO3)2, decomposes when heated to give a white solid and a mixture of gases. One of the gases released is an oxide of nitrogen, X. 
7.4 g of anhydrous magnesium nitrate is heated until no further reaction takes place. 
What mass of X is produced? 

1.5 g 
2.3 g 
3.0 g
4.6 g",D
261,"The fifth to eighth ionisation energies of four elements in Period 3 of the Periodic Table are shown. 
Which row refers to chlorine? 



 
ionisation energies /kJ mol-1


fifth
sixth
seventh
eighth


A
6280
21 200 
25 900 
30 500 


B
6990
8 490 
27 100 
31 700 


C
6540
9 330 
11 000 
33 600 


D
7240
8 790 
12 000 
13 800",C
262,"PCl5 decomposes as shown. 
PCl5(g)  ⇌  PCl3(g)  + Cl2(g) 
1.0 mol of PCl5(g), 1.0 mol of PCl3(g) and 1.0 mol of Cl2(g) are placed in a container of volume 1 dm3 at 250 °C and allowed to reach equilibrium. 
At this temperature, the equilibrium mixture contains 1.8 moles of PCl3. 
What is the value of Kc at 250 °C? 

1
1.8
9
16.2",D
263,"In which reaction does an element undergo the largest change in oxidation number?

Cl2 + 2OH–  →  OCl– + Cl– + H2O 
3Cl2 + 6OH–  →  ClO3– + 5Cl– + 3H2O 
Cr2O72– + 6Fe2+  +  14H+  →  2Cr3+ + 6Fe3+ + 7H2O 
3MnO42– + 4H+  →  MnO2 + 2MnO4– + 2H2O",B
264,"The complete combustion of 2 moles of an alkane produces 400 dm3 of carbon dioxide measured at 301 K and 1 × 105 Pa. Carbon dioxide can be assumed to behave as an ideal gas under these conditions. 
What is the formula of the alkane? 

 C8H18 
 C16H34 
 C20H42 
 C40H82",A
265,"In which change are only temporary dipole-induced dipole forces overcome? 

C2H5OH(l) → C2H5OH(g) 
H2O(s) → H2O(l) 
O2(s) → O2(l) 
C4H10(l) → C4H10(s)",C
266,"When aqueous bromine is shaken with cyclohexane and allowed to stand, two layers form. The top cyclohexane layer is coloured and the bottom aqueous layer is almost colourless. 
What is the most likely explanation for this observation? 

Bromine is reduced to bromide ions in the bottom layer.
Bromine molecules are non-polar. 
Bromine reacts with water but cannot react with cyclohexane. 
The product of the reaction between bromine and cyclohexane is coloured.",B
267,"In this question you should assume air contains 21% oxygen. 
What is the minimum volume of air required to ensure complete combustion of 10 cm3 of butane gas, under room conditions? 

14 cm3 
27 cm3 
65 cm3 
310 cm3",D
268,"In this question you should use changes in oxidation numbers to balance a chemical equation. 
The following reaction occurs when MnO2 is warmed with dilute H2SO4.  a MnO2  +  b H+  →  c Mn2+  +  d MnO4–  +  e H2O 
What is the ratio of c : d in the correctly balanced equation? 

1 : 1
1 : 2 
2 : 3 
3 : 2",D
269,"Solid sulfur consists of S8 molecules. 
Which equation represents the standard enthalpy of atomisation of sulfur?

⅛S8(s)  →  S(g) 
⅛S8(g)  →  S(g) 
S8(s)  →  8S(g) 
S8(g)  →  8S(g)",A
270,"The catalysed formation of ammonia by the Haber process can be represented by the equation shown. 
N2(g) + 3H2(g)  ⇌  2NH3(g)        ∆H = –92 kJ mol–1  Which change in conditions will increase both the rate of formation and the equilibrium yield of ammonia? 

decrease in the temperature 
increase in the temperature 
increase in the pressure 
increase in the surface area of the catalyst",C
271,"A copper ore contains 3.00% of copper carbonate, CuCO3, by mass. 
Which mass of copper would be obtained from 1 tonne of the ore? 

1.91 kg 
3.71 kg 
15.4 kg 
58.4 kg",C
272,"In which carbon allotrope are all electrons localised? 

buckminsterfullerene 
diamond
graphite 
graphene",B
273,"A mixture of the three isomers of C2H2Cl2 is polymerised. 
Which sequences will be seen within the polymer chains? 


1, 2 and 3 are correct    
1 and 2 only are correct  
2 and 3 only are correct    
1 only is correct",A
274,"Chlorofluoroalkanes that diffuse into the stratosphere are broken down by ultraviolet radiation. 
Radicals are generated that cause depletion of ozone. 
What are these radicals?
1. chlorine radicals2. fluorine radicals3. alkyl radicals 

1, 2 and 3 are correct    
1 and 2 only are correct  
2 and 3 only are correct    
1 only is correct",D
275,"When the apparatus is set up as shown, an orange precipitate forms in test-tube Z. 

What could compound Q be?
1. CH3CH2CH2OH2. CH3CH(OH)CH3 3. (CH3)3COH 

1, 2 and 3 are correct    
1 and 2 only are correct  
2 and 3 only are correct    
1 only is correct",B
276,"In which of the reactions is the organic compound oxidised by the given reagent? 

CH3CHO + HCN reagent 
CH3CH2CH2CHO + Tollens' reagent 
CH3CH2CHO + Fehling's reagent 


1, 2 and 3 are correct    
1 and 2 only are correct  
2 and 3 only are correct    
1 only is correct",C
277,"Chlorine reacts with sodium hydroxide in two different ways depending upon the temperature. 
reaction 1    Cl2  + 2OH–  →  Cl– + ClO– + H2O reaction 2    3Cl2 + 6OH–  →  5Cl – + ClO3– + 3H2O 
Which statements about these reactions are correct?

Reaction 2 requires a higher temperature than reaction 1.
The products of reaction 1 show chlorine in two different oxidation states.
The products of reaction 2 show oxygen in two different oxidation states. 


1, 2 and 3 are correct    
1 and 2 only are correct  
2 and 3 only are correct    
1 only is correct",B
278,"The catalytic converters fitted to cars remove pollutants from the exhaust gases. Some of the reactions that occur involve oxygen, which comes from the air.
Which pollutants in the exhaust gases will react with oxygen on the surface of the catalytic converter?

NO2 
unburnt fuel 
CO 


1, 2 and 3 are correct    
1 and 2 only are correct  
2 and 3 only are correct    
1 only is correct",C
279,"Carbon monoxide burns readily in oxygen to form carbon dioxide. What does this information suggest?

The +4 oxidation state of carbon is more stable than the +2 state. 
The standard enthalpy change of formation of carbon dioxide is more negative than the standard enthalpy change of formation of carbon monoxide.
The value of the equilibrium constant for the reaction, 2CO(g) + O2(g)  ⇌  2CO2(g), is likely to be high. 


1, 2 and 3 are correct    
1 and 2 only are correct  
2 and 3 only are correct    
1 only is correct",A
280,"Carbon exists in several different forms. Two of these forms are buckminsterfullerene and graphene. Buckminsterfullerene is a fullerene allotrope of carbon. Which statements about buckminsterfullerene and graphene are correct? 

Both have delocalised electrons. 
Buckminsterfullerene has a giant molecular structure. 
The carbon atoms in graphene form a tetrahedral lattice. 


1, 2 and 3 are correct    
1 and 2 only are correct  
2 and 3 only are correct    
1 only is correct",D
281,"Which molecules have no overall dipole moment?
1. boron trifluoride2. methane3. phosphorus pentafluoride 

1, 2 and 3 are correct    
1 and 2 only are correct  
2 and 3 only are correct    
1 only is correct",A
282,"The definitions of many chemical terms can be illustrated by chemical equations. 
Which terms can be illustrated by an equation that includes the formation of a positive ion? 

first ionisation energy 
heterolytic fission of a covalent bond 
enthalpy change of atomisation 


1, 2 and 3 are correct
1 and 2 only are correct
2 and 3 only are correct
1 only is correct",B
283,"Which reaction produces an organic anion with a good yield? 

heating ethanenitrile under reflux with dilute sodium hydroxide 
heating ethanenitrile under reflux with dilute sulfuric acid 
heating ethane with sodium metal 
heating ethanol under reflux with dilute sodium hydroxide",A
284,"Compound X has the infra-red spectrum shown. 

What could be the identity of compound X?

ethanoic acid 
ethanol 
ethylethanoate 
propanone",A
285,"The structure of compound Q is shown. 

How many chiral centres are present in a molecule of Q? 

4
5
6
7",D
286,What is the major product Z of the following reaction?,B
287,When compound X is heated under reflux with aqueous sodium hydroxide solution two products are formed: sodium ethanoate and hexan-1-ol.  What is compound X?,D
288,"An alcohol has the molecular formula C5H12O. It has several isomers. 
Which isomer forms a yellow precipitate with alkaline aqueous iodine?

2,2-dimethylpropan-1-ol 
2-methylbutan-2-ol 
3-methylbutan-2-ol 
pentan-3-ol",C
289,"Poly(propene) is an addition polymer. 
What are the C–C–C bond angles along its polymer chain? 

They are all 109°. 
Half of them are 109° and half are 120°. 
Half of them are 90° and half are 180°. 
They are all 120°.",A
290,"2-bromo-2-methylpentane is a tertiary halogenoalkane. 
Which organic products are formed when 2-bromo-2-methylpentane reacts with a hot concentrated ethanolic solution of sodium hydroxide?

2-methylpent-1-ene only
2-methylpent-1-ene and 2-methylpent-2-ene
2-methylpent-2-ene only 
2-methylpent-2-ene and 4-methylpent-2-ene",B
291,"But-1-ene and but-2-ene are treated separately with cold, dilute acidified manganate(VII) ions. 
Four students, W, X, Y and Z, make statements about these alkenes and the diols formed from them. 
W One diol contains two primary alcohol groups. X One diol contains a primary and a secondary alcohol group. Y One diol contains two secondary alcohol groups. Z Both alkenes exhibit cis-trans isomerism. 
Which two students are correct? 

W and Y
W and Z
X and Y
X and Z",C
292,"Which statement is correct?

2,2-dimethylpropanoic acid is an isomer of propyl methanoate. 
2-methylbutan-2-ol is an isomer of hexan-3-ol. 
3-methylbutan-2-one is an isomer of pentanal.
3,3-dimethylbutan-2-one is an isomer of pentan-3-one.",C
293,"The skeletal formula of compound X is shown. 

Which row is correct? 



 
molecular formula of X 
observation on addition of X to Fehling's reagent 


A
C7H14O
no change 


B
C7H14O
red precipitate forms 


C
C7H16O
no change 


D
C7H16O
red precipitate forms",A
294,"What is the order of increasing melting point of the three chlorides shown? 
CCl4          MgCl2          PCl5 



 
Lowest melting point    →   highest melting point 


A
 CCl4
PCl5 
MgCl2 


B
 MgCl2     
CCl4
PCl5


C
 MgCl2     
PCl5 
CCl4


D
PCl5 
CCl4
MgCl2",A
295,"Astatine, At, is below iodine in Group 17 of the Periodic Table. 
Which statement is most likely to be correct?

 AgAt(s) reacts with an excess of dilute aqueous ammonia to form a solution of a soluble complex. 
 Astatine and KCl (aq) react to form KAt(aq) and chlorine. 
 KAt(aq) and dilute sulfuric acid react to form HAt(g). 
 NaAt(s) and concentrated sulfuric acid react to form astatine.",D
296,"0.25 g of anhydrous magnesium nitrate is heated strongly until it completely decomposes. 
What is the total volume of gas produced, measured under room conditions?

40 cm3 
81 cm3 
101 cm3 
202 cm3",C
297,"Sodium, aluminium and silicon are three elements in Period 3. Each element forms an oxide. 
Which row has three correct properties of these oxides? 



 
sodium oxide 
aluminium oxide 
silicon dioxide 


A
basic
basic
amphoteric


B
giant ionic 
giant ionic 
simple molecular 


C
high melting point 
low melting point 
high melting point 


D
reacts with water 
no reaction with water 
no reaction with water",D
298,"Element Z has a giant structure. 
The chloride of Z reacts with water to give a solution with a pH less than 5. 
Which pair shows two elements which could be Z?

aluminium, magnesium 
aluminium, silicon 
phosphorus, magnesium 
phosphorus, silicon",B
299,"An excess of MgO is shaken with water. The resulting mixture is filtered into test-tube P. 
An excess of BaO is shaken with water. The resulting mixture is filtered into test-tube Q. 
Which oxide reacts more readily with water and which filtrate has the lower pH? 



 
oxide reacts more readily with water 
test-tube with filtrate of lower pH 


A
BaO
P


B
BaO
Q


C
MgO
P


D
MgO
Q",A
300,"6.90 g of an ammonium salt is heated with an excess of aqueous sodium hydroxide. The volume of ammonia produced, measured under room conditions, is 2.51 dm3. 
Which ammonium salt is used?

ammonium carbonate (Mr = 96.0) 
ammonium chloride (Mr = 53.5) 
ammonium nitrate (Mr = 80.0) 
ammonium sulfate (Mr = 132.1)",D
301,"A white powder is a mixture of sodium chloride and sodium iodide. It is dissolved in water in a test-tube. An excess of aqueous silver nitrate is added to the test-tube. A precipitate, X, is observed. 
An excess of concentrated ammonia is then added to the test-tube containing X. After the  test-tube has been shaken, a precipitate, Y, is observed. 
Which statement about X or Y is correct? 

X is a pure white colour. 
X is pure silver iodide. 
Y is pure silver chloride. 
Y is yellow.",D
302,"A sample of solid ammonium chloride decomposes on heating.  
solid ammonium chloride  →  ammonia gas  +  hydrogen chloride gas
A total of 2.4 × 1021 molecules of gas is formed. 
How many hydrogen atoms are present in the gaseous products? 

1.2 × 1021
2.4 × 1021
4.8 × 1021
9.6 × 1021",C
303,"In which pair does each species have the same number of unpaired electrons?

Al and Cu2+ 
Ca and Cr3+
Ca and Ni2+ 
Fe3+ and O2–",A
304,"A sample of argon gas has a mass of 0.20 g, at a pressure of 100 000 Pa and a temperature of 12 °C. 
Which volume does the gas occupy?

1.2 × 10–4 cm3 
5.0 cm3 
59 cm3 
119 cm3",D
305,"In this question you should use changes in oxidation numbers to balance a chemical equation. Acidified potassium dichromate(VI) solution can oxidise a solution of V2+ ions. The equation for this reaction is shown. 
a Cr2O72– + bV2+ + cH+  →  dCr3+ + eVO3– + f H2O
What is the ratio a : b in the correctly balanced equation? 

1 : 1 
1 : 2 
2 : 1 
4 : 1",B
306,"What are the units of Kp for the reaction shown? 
H2O(g) + C(s)   ⇌  H2(g) + CO(g)

Pa–1 
Pa 
Pa2 
no units",B
307,"The diagram shows the Boltzmann energy distribution curves for molecules of a sample of a gas at two different temperatures. 
Which letter on the axes represents the most probable energy for molecules of the same sample of gas at the lower temperature?",C
308,"Two reactions are shown. 
H2(g)  →  2H(g)CO(g)  +  ½O2(g)  →  CO2(g) 
If molar amounts are used, how can the two energy changes associated with these reactions be described?

enthalpy of atomisation and enthalpy of combustion 
enthalpy of atomisation and enthalpy of formation 
bond energy and enthalpy of combustion 
bond energy and enthalpy of formation",C
309,"10 cm3 of ethane is burned in 45 cm3 of oxygen at a pressure of 101 kPa and a temperature of 200 °C. Complete combustion takes place. 
What is the total volume of gas present when the reaction is complete, measured under the same conditions?

30 cm3 
50 cm3 
55 cm3 
60 cm3",D
310,"When considering one molecule of ethene, which row describes both the hybridisation of the atomic orbitals in the carbon atoms and the overall bonding? 



 
hybridisation
bonding


A
SP2
4 σ bonds 1 π bond 


B
SP2
5 σ bonds 1 π bond 


C
SP3
4 σ bonds 1 π bond 


D
SP3
5 σ bonds 1 π bond",B
311,"Cobalt can form the positive ion Co(NH3)4Cl2+. 
What is the oxidation number of cobalt in this ion? 

+1 
+2 
+3 
+6",C
