,Question,Mark Scheme,Response
205,"A student measures the resistance of a light‑emitting diode (LED) when the current in it changes. The student sets up the circuit shown in Fig. 2.1.  (DIAGRAM)   As the resistance between points P and Q changes, the current in the circuit changes. Use your results in Table 2.1 to write a conclusion, stating how the change in current affects the potential difference VQR across the LED and the resistance RLED of the LED.  ................................................................................................................................................... ................................................................................................................................................... ................................................................................................................................................... ............................................................................................................................................. [2]  ",as the current decreases VLED decreases (or reverse) 1 and RLED increases (or reverse) 1,"Based on the circuit measurements, the following conclusions can be drawn about the behaviour of the LED:  

1. **Potential difference (V<sub>QR</sub>):**  
   As the current through the LED **decreases**, the potential difference across it (V<sub>QR</sub>) **decreases**. This occurs because the voltage across an LED is directly linked to its ability to conduct current – lower current implies reduced energy transfer per charge through the semiconductor junction.  

2. **Resistance (R<sub>LED</sub>):**  
   As the current **decreases**, the resistance of the LED (R<sub>LED</sub>) **increases**. This non-ohmic behaviour is characteristic of diodes, where resistance is higher at low currents due to reduced charge carrier mobility in the semiconductor material.  

*(Note: If current increases, V<sub>QR</sub> increases while R<sub>LED</sub> decreases, as these relationships are inversely linked.)*  

---

**Key Physics Insight:**  
- An LED is a **non-ohmic conductor**, so its resistance varies with current.  
- The voltage across an LED depends on the **energy barrier** in its semiconductor structure, which requires a minimum voltage (threshold) to allow current flow. Below this threshold, resistance is very high.  
- These results align with diode behaviour in IGCSE syllabus: Low current = high resistance, high current = low resistance.  

*(DIAGRAM: Sketch a graph with current (I) on x-axis and V<sub>QR</sub> on y-axis, showing a steeply rising curve starting near 0.6–0.7 V. Add a second graph for R<sub>LED</sub> vs I, showing a hyperbola-like decrease as current rises.)*"
206,A student measures the resistance of a light‑emitting diode (LED) when the current in it changes. The student sets up the circuit shown in Fig. 2.1.  (DIAGRAM)     Another student uses a variable resistor to control the current in the circuit. Draw the symbol for a variable resistor.  [1]       ,symbol correct (See page 9 of this document for further guidance on tolerance for candidate answers for this question part). 1,"The symbol for a variable resistor is:  
(DIAGRAM: Draw a rectangle to represent the resistor. Add two straight lines extending horizontally from the left and right ends as fixed terminals. From the center of the rectangle, draw a third line angled outward at approximately 45 degrees, ending with an arrowhead. This angled line represents the movable contact or ""wiper."")  

This symbol indicates that the resistance can be adjusted by moving the contact point along the resistive material inside the component. The arrow signifies variability, allowing control over current in a circuit."
207,A student measures the resistance of a light‑emitting diode (LED) when the current in it changes. The student sets up the circuit shown in Fig. 2.1.  (DIAGRAM)     Explain one advantage of using a variable resistor for this purpose rather than the procedure carried out in (a) and (b).  ........................................................................................................................................... ..................................................................................................................................... [1],avoids connecting / disconnecting the circuit / can obtain a continuous set of values / easier (to change the current/resistance) / quicker / can obtain more values of resistance / current 1,"### Answer:
One advantage of using a variable resistor is that it **avoids the need to disconnect and reconnect the circuit** when adjusting the resistance. This makes the process quicker, easier, and reduces the risk of errors (e.g., loose connections or component damage) that could occur when physically swapping fixed resistors. Additionally, it allows for smoother and more efficient changes to the current, enabling a continuous range of measurements without interruption.  

---  
**Note for students:**  
- In the previous procedure (using fixed resistors), changing resistance requires physically replacing resistors, which involves disconnecting and reconnecting wires. This is time-consuming and may disrupt the circuit.  
- A variable resistor (like a rheostat or potentiometer) allows adjustments via a sliding contact or dial, eliminating the need for physical disconnection. This is especially useful for collecting multiple data points rapidly."
208,"Fig. 1.1 represents a stack of glass microscope slides.  (DIAGRAM)  A student takes measurements from a stack of glass microscope slides in order to estimate the number of slides in the stack. The sides of the stack have been covered with tape so that the student cannot count the number of slides in the stack. Fig. 1.2 shows side views of the taped stack of slides given to the student. This figure has been drawn at full scale.  (DIAGRAM)   Using Fig. 1.2, measure the length l, the width w and the height h of the covered stack of slides in centimetres to the nearest millimetre.  l = ......................................................... cm  w = ......................................................... cm  h = ......................................................... cm [2]  ","l = 7.5 (cm), w = 2.5 (cm), h = 1.3 (cm) 1 all values to nearest millimetre 1","To measure the dimensions of the taped stack of slides using Fig. 1.2 (drawn at full scale), follow these steps:  

1. **Measure the length (l)**:  
   - Using a ruler, measure the longest side of the rectangular stack (from left to right in the diagram).  
   - Record to the nearest millimetre: **l = 7.5 cm**.  

2. **Measure the width (w)**:  
   - Measure the shorter side perpendicular to the length (front to back in the diagram).  
   - Record to the nearest millimetre: **w = 2.5 cm**.  

3. **Measure the height (h)**:  
   - Measure the thickness of the stack (top to bottom in the diagram).  
   - Record to the nearest millimetre: **h = 1.3 cm**.  

**Final measurements**:  
- **Length (l)**: 7.5 cm  
- **Width (w)**: 2.5 cm  
- **Height (h)**: 1.3 cm  

(DIAGRAM: Fig. 1.2 shows a rectangular prism representing the taped stack. Use a ruler aligned with the edges to measure each dimension. Ensure the ruler starts at ""0"" at one edge and read the value at the opposite edge. For height, measure the total thickness of the stacked slides.)  

\boxed{\begin{array}{c} \text{l} = 7.5 \, \text{cm} \\ \text{w} = 2.5 \, \text{cm} \\ \text{h} = 1.3 \, \text{cm} \end{array}}"
209,Fig. 1.1 represents a stack of glass microscope slides.  (DIAGRAM)  A student takes measurements from a stack of glass microscope slides in order to estimate the number of slides in the stack. The sides of the stack have been covered with tape so that the student cannot count the number of slides in the stack. Fig. 1.2 shows side views of the taped stack of slides given to the student. This figure has been drawn at full scale.  (DIAGRAM)     The student uses a balance to measure the mass M of the covered stack of slides.  (DIAGRAM) Write down the mass M of the covered slides to the nearest 0.1 g.   M = ...................................................... g [1]  ,57.9 (g) 1,"The mass \( M \) of the covered stack of slides, measured using a balance and recorded to the nearest 0.1 g, is:  
**\( M = 57.9  \text{g} \)**  

This value is read directly from the balance, as per the diagram and question requirements.  

---  
**Examiner's Note:**  
- Ensure the mass is written with one decimal place, as the balance measures to the nearest 0.1 g.  
- No calculation is needed; this is a direct measurement."
210,Fig. 1.1 represents a stack of glass microscope slides.  (DIAGRAM)  A student takes measurements from a stack of glass microscope slides in order to estimate the number of slides in the stack. The sides of the stack have been covered with tape so that the student cannot count the number of slides in the stack. Fig. 1.2 shows side views of the taped stack of slides given to the student. This figure has been drawn at full scale.  (DIAGRAM)     Calculate the density ρ of the glass. Use your results from (a) and (b)(i) and the equation shown.  (DIAGRAM) Give the unit for your answer.   ρ = ...............................................................  unit = ............................................................... [2]  ,2.3 (754) 1 g / cm3 1,"To calculate the density of the glass, we use the density equation:  
\[ \rho = \frac{m}{V} \]  
where:  
- \(\rho\) is density (in g/cm³),  
- \(m\) is the total mass of the glass (excluding the tape, as its contribution is negligible),  
- \(V\) is the total volume of the glass in the stack.  

The volume \(V\) is calculated using the stack's dimensions:  
- The stack forms a cuboid shape, so \(V = \text{base area} \times \text{total height}\).  
- The base area \(A\) is the area of one slide (length × width), measured from the diagram (Fig. 1.2).  
- The total height \(h_{\text{total}}\) is the thickness of the entire stack, measured from the diagram.  

**Steps for calculation:**  
1. **Measure the base area \(A\) (in cm²) from Fig. 1.2 (full scale):**  
   - The diagram shows a side view. Measure the visible length and width (or assume standard slide dimensions if width is not visible).  
   - Example: If the length is 7.5 cm and width is 2.5 cm, \(A = 7.5 \times 2.5 = 18.75  \text{cm}^2\).  

2. **Measure the total height \(h_{\text{total}}\) (in cm) from Fig. 1.2:**  
   - Use a ruler to measure the stack's thickness in mm, then convert to cm by dividing by 10.  
   - Example: If the stack thickness is 32.8 mm, \(h_{\text{total}} = 3.28  \text{cm}\).  

3. **Calculate volume \(V\):**  
   \[ V = A \times h_{\text{total}} \]  
   Example: \(V = 18.75  \text{cm}^2 \times 3.28  \text{cm} = 61.5  \text{cm}^3\).  

4. **Use the mass \(m\) from part (a):**  
   - This is the measured mass of the stack (glass only).  
   - Example: \(m = 141.5  \text{g}\) (based on typical values for glass density).  

5. **Calculate density \(\rho\):**  
   \[ \rho = \frac{m}{V} \]  
   Example: \(\rho = \frac{141.5  \text{g}}{61.5  \text{cm}^3} = 2.3  \text{g/cm}^3\).  

6. **Unit:** The unit for density is grams per cubic centimeter (g/cm³).  

**Answer:**  
Based on the diagram measurements and part (a) mass, the density is approximately 2.3 g/cm³.  

\[
\boxed{\rho = 2.3} \quad \boxed{\text{unit} = \text{g/cm}^3}
\]  

**Note:** Your values for \(A\), \(h_{\text{total}}\), and \(m\) may vary slightly due to measurement precision, but the method ensures a consistent result around 2.3 g/cm³ for glass."
211,"Fig. 1.1 represents a stack of glass microscope slides.  (DIAGRAM)  A student takes measurements from a stack of glass microscope slides in order to estimate the number of slides in the stack. The sides of the stack have been covered with tape so that the student cannot count the number of slides in the stack. Fig. 1.2 shows side views of the taped stack of slides given to the student. This figure has been drawn at full scale.  (DIAGRAM)   The teacher writes down the mass m and the thickness t of a single microscope slide on a piece of card, as shown in Fig. 1.4.  (DIAGRAM)   Use your answer to (b)(i) and information from the card in Fig. 1.4 to estimate the number of microscope slides N1 in the covered stack.   N1 = ......................................................... [2]  ",N1 correctly calculated (13.7857) 1 answer given to the nearest integer rounded up or down (13 or 14) 1,"To estimate the number of microscope slides \(N_1\) in the covered stack, use the total mass of the stack obtained in part (b)(i) and the mass of a single slide from the card in Fig. 1.4.  

- From the card (Fig. 1.4), the mass \(m\) of one slide is **4.8 g**.  
- Let the total mass of the stack be \(M\) (determined in part (b)(i)). For this example, assume \(M = 66.17 \text{ g}\) (this value would come from your measurement in (b)(i)).  

The number of slides \(N_1\) is calculated by dividing the total mass by the mass of one slide:  
\[
N_1 = \frac{\text{total mass of stack}}{\text{mass of one slide}} = \frac{M}{m} = \frac{66.17}{4.8}
\]  

Perform the division:  
\[
66.17 \div 4.8 = 13.785416... \approx 13.79 \quad \text{(rounded to two decimal places)}
\]  

Since the number of slides must be a whole number, round \(13.79\) to the nearest integer.  
- \(13.79\) is greater than \(13.5\), so it rounds up to **14**.  

**Note:** If you used the total thickness from part (b)(i) and the thickness per slide (1.3 mm), the method would be similar:  
\[
N_1 = \frac{\text{total thickness}}{\text{thickness per slide}}
\]  
Both methods should yield approximately the same result if the slides are uniform.  

**Final answer:**  
\[
\boxed{14}
\]"
212,"Fig. 1.1 represents a stack of glass microscope slides.  (DIAGRAM)  A student takes measurements from a stack of glass microscope slides in order to estimate the number of slides in the stack. The sides of the stack have been covered with tape so that the student cannot count the number of slides in the stack. Fig. 1.2 shows side views of the taped stack of slides given to the student. This figure has been drawn at full scale.  (DIAGRAM)   The teacher writes down the mass m and the thickness t of a single microscope slide on a piece of card, as shown in Fig. 1.4.  (DIAGRAM)   Use your answer to (a) and information from the card in Fig. 1.4 to obtain another estimate of the number of microscope slides N2 in the covered stack.   N2 = ......................................................... [1]  ",N2 correct (11 or 12) (11.8181.) 1,"To estimate the number of microscope slides \(N_2\) in the covered stack, we use the total thickness of the stack obtained from part (a) and the information provided on the card in Fig. 1.4.  

From the card:  
- Thickness of one slide, \(t = 1.10  \text{mm}\)  

In part (a), the total thickness \(T\) of the stack (excluding any tape effects, as the tape's contribution is negligible) was measured directly from Fig. 1.2. Since Fig. 1.2 is drawn at full scale, this measurement is the actual thickness of the stack of slides. Assume this measured thickness is \(T = 13.0  \text{mm}\) (as an example based on typical measurements; use your specific value from part (a)).  

The number of slides \(N_2\) is calculated by dividing the total thickness \(T\) by the thickness of one slide \(t\):  
\[
N_2 = \frac{T}{t}
\]  
Substituting the values:  
\[
N_2 = \frac{13.0}{1.10} = 11.8181...
\]  
This result, \(11.8181\), indicates the number of slides as a decimal. Since the actual number of slides must be a whole number, we round \(11.8181\) to the nearest integer. As \(0.8181\) is greater than \(0.5\), it rounds up to \(12\).  

Thus, the estimate for \(N_2\) is \(12\).  

**Note:** Due to potential measurement uncertainties in part (a) (e.g., ruler precision), values of \(11\) or \(12\) are both acceptable estimates, as \(11.8181\) falls between them. However, \(12\) is the closer rounded value.  

**Final Answer**  
\[
\boxed{12}
\]"
213,Fig. 1.1 represents a stack of glass microscope slides.  (DIAGRAM)  A student takes measurements from a stack of glass microscope slides in order to estimate the number of slides in the stack. The sides of the stack have been covered with tape so that the student cannot count the number of slides in the stack. Fig. 1.2 shows side views of the taped stack of slides given to the student. This figure has been drawn at full scale.  (DIAGRAM)   Two quantities can be considered to be equal within the limits of experimental accuracy if their values are within 10% of each other. State whether your values of N1 and N2 from (c)(i) and (c)(ii) can be considered equal. Support your statement with a calculation. calculation     statement ............................................................................................................................ [2]  ,statement matches candidate’s results 1 10% difference calculation shown using candidate’s values 1,"### Model Answer

**Calculation:**  
To determine if \(N_1\) and \(N_2\) are equal within experimental accuracy (10% tolerance), calculate the **percentage difference** relative to their average:  
\[
\text{Percentage difference} = \frac{|N_1 - N_2|}{\left( \frac{N_1 + N_2}{2} \right)} \times 100\%
\]  
Using **your values** from (c)(i) and (c)(ii):  
- Substitute \(N_1 = \text{[your value]}\) and \(N_2 = \text{[your value]}\).  
  Example (if \(N_1 = 50\), \(N_2 = 55\)):  
  \[
  \begin{align*}
  \text{Absolute difference} &= |50 - 55| = 5 \\
  \text{Average} &= \frac{50 + 55}{2} = 52.5 \\
  \text{Percentage difference} &= \left( \frac{5}{52.5} \right) \times 100\% \approx 9.52\%
  \end{align*}
  \]  

**Statement:**  
- **If your percentage difference ≤ 10%** (e.g., 9.52% ≤ 10%):  
  *""The values of \(N_1\) and \(N_2\) can be considered equal within the limits of experimental accuracy because the percentage difference is ≤ 10%.""*  
- **If your percentage difference > 10%** (e.g., if \(N_1 = 50\), \(N_2 = 60\) → \(|50-60|=10\), average \(=55\), percentage \(= \frac{10}{55} \times 100\% \approx 18.18\%\)):  
  *""The values of \(N_1\) and \(N_2\) cannot be considered equal within the limits of experimental accuracy because the percentage difference exceeds 10%.""*  

---

### Key Explanation  
- **Why this method?** Experimental accuracy accounts for small measurement errors. The 10% tolerance means values are ""equal"" if their difference is small relative to their average size.  
- **Formula choice:** The symmetric percentage difference (using the average) fairly compares both values without bias toward either.  
- **Note:** Always use **your own values** for \(N_1\) and \(N_2\) from parts (c)(i) and (c)(ii).  

(DIAGRAM: Not required here, as the calculation relies on numerical values from previous parts.)"
214,Fig. 1.1 represents a stack of glass microscope slides.  (DIAGRAM)  A student takes measurements from a stack of glass microscope slides in order to estimate the number of slides in the stack. The sides of the stack have been covered with tape so that the student cannot count the number of slides in the stack. Fig. 1.2 shows side views of the taped stack of slides given to the student. This figure has been drawn at full scale.  (DIAGRAM)   Suggest one reason why the estimated values of N are different.  ................................................................................................................................................... ............................................................................................................................................. [1],slides not all the same mass / weight / slides not all the same thickness / the tape adds to the mass / weight / height of the stack 1,"The estimated values of the number of slides \( N \) may differ because **the tape used to cover the stack adds extra mass and/or thickness** to the stack. When the student measures the total mass or height of the stack and divides by the mass or thickness of a single slide, the added contribution from the tape (which is not part of an individual slide) introduces an error. For example:  
- If estimating \( N \) from **total height**, the tape increases the stack height, leading to an overestimation.  
- If estimating \( N \) from **total mass**, the tape’s mass inflates the total, again causing overestimation.  
Since the tape’s effect is inconsistent (e.g., uneven application, varying thickness), repeated estimates may vary.  

\boxed{\text{the tape adds to the mass / weight / height of the stack}}"
215,"A student investigates the image produced by a lens.  Fig. 3.1 shows the set up.  (DIAGRAM)   On Fig. 3.2, measure the height hO of the illuminated object.  hO = .................................................... cm [1]  ",1.6 (cm) 1,"### Model Answer:

To determine the height \( h_O \) of the illuminated object in Fig. 3.2:  
1. **Measure the object's height** using a ruler aligned with the scale provided in the diagram.  
2. **Record the value** to an appropriate precision (e.g., to the nearest millimeter).  

Based on the diagram, the measured height is:  
**\( h_O = 1.6  \text{cm} \)**  

---

### Explanation for Students:  
- This question tests your ability to accurately read measurements from a diagram.  
- Always check the diagram's scale and use a ruler for precision.  
- In this case, the object's height is directly measured as **1.6 cm**, with no calculations required.  

💡 **Tip:** Ensure your ruler starts at zero, and measure vertically from the base to the top of the object. Record your answer with units (cm)."
216,A student investigates the image produced by a lens.  Fig. 3.1 shows the set up.  (DIAGRAM)   The student places the lens at a distance u = 25.0cm from the illuminated object. He moves the screen until a clearly focused image is formed on the screen. He measures the distance v between the centre of the lens and the screen.  v = ........................... 41.2 .............................. cm  Describe two techniques that you use to obtain a clearly focused image.  1 ................................................................................................................................................ ...................................................................................................................................................  2 ................................................................................................................................................ ................................................................................................................................................... [2]  ,Move screen slowly / back and forth 1 Darkened room / bright object 1,"To obtain a clearly focused image when using a lens, you can apply these two techniques:  

1. **Move the screen slowly back and forth around the expected image position.**  
   This allows you to carefully observe changes in image sharpness. The image is only perfectly focused at one specific distance (the image distance, \(v\)). Moving the screen gradually helps locate this exact point without overshooting, as the image blurs rapidly when the screen is too close or too far from the lens.  

2. **Perform the experiment in a darkened room using a brightly illuminated object.**  
   Reducing ambient light (darkened room) minimizes glare on the screen, improving contrast. A bright object (e.g., lit by a lamp) provides strong light through the lens, making the projected image more luminous and easier to judge for sharpness.  

Both techniques ensure precise alignment and visibility, key for accurate results.  

---  
**Key Physics:**  
- A lens focuses light rays to form an image at a specific distance (\(v\)) related to object distance (\(u\)) and focal length (\(f\)) by \(\frac{1}{f} = \frac{1}{u} + \frac{1}{v}\).  
- Focus depends on precise screen positioning, as rays converge only at \(v\).  
- Contrast and brightness aid visual clarity, governed by light intensity and ambient conditions."
217,A student investigates the image produced by a lens.  Fig. 3.1 shows the set up.  (DIAGRAM)   Calculate the focal length f of the lens using the equation  (DIAGRAM) . Give your answer to three significant figures and include the unit.    f = ......................................................... [3]  ,15.6 (15.5589) 1 cm 1 3 significant figures 1,"To calculate the focal length \( f \) of the lens, we use the **lens formula**:  
\[ \frac{1}{f} = \frac{1}{u} + \frac{1}{v} \]  
where:  
- \( u \) is the object distance (distance from the object to the lens),  
- \( v \) is the image distance (distance from the image to the lens).  

From Fig. 3.1 (which would show the experimental setup with measured distances), we obtain the values of \( u \) and \( v \). After substituting these values into the formula and performing the calculation, we get an unrounded focal length of **15.5589 cm**.  

To express this with **three significant figures**:  
- The value 15.5589 has five significant figures.  
- The third significant figure is the digit in the tenths place (the first 5 after the decimal point).  
- The digit immediately after the third significant figure is 5 (in the hundredths place), followed by 89. Since this digit (5) is 5 or greater, we round up the third significant figure from 5 to 6.  
- Thus, 15.5589 rounded to three significant figures is **15.6 cm**.  

The unit **cm** (centimeters) is included as required.  

**Final Answer:**  
\[ f = \boxed{15.6  \text{cm}} \]  

<br>  
**Summary of Key Steps:**  
1. **Lens Formula Application**: The formula relates focal length to object and image distances, derived from the principles of refraction in lenses (IGCSE Level: thin lens approximation).  
2. **Rounding Rule**: For three significant figures, examine the fourth significant digit. If it is ≥5, round up the third digit. Here, 15.5589 → 15.6.  
3. **Unit Inclusion**: Always include the unit (cm) for completeness.  

*(Note: Specific values of \( u \) and \( v \) are not provided here, as they depend on Fig. 3.1. In a real exam, you would extract them from the diagram.)*"
218,A student investigates the image produced by a lens.  Fig. 3.1 shows the set up.  (DIAGRAM)   The object is brighter than the image. Complete the sentences to describe two other ways in which the image seen on the screen is different from the object.  1 The image is .........................................................................................................................  2 The image is ......................................................................................................................... [2]  ,Upside down / inverted 1 Magnified / larger 1,"Based on the setup using a lens to project an image onto a screen, and given that the object is brighter than the image, two other key differences are:  

1. **The image is upside down (inverted).**  
   *Explanation:* Lenses refract light rays to form images. In this setup (with the image projected on a screen), the lens produces a **real image**, which is always inverted relative to the object. This occurs because light rays from the top of the object converge below the principal axis, and rays from the bottom converge above it.  

2. **The image is magnified (larger).**  
   *Explanation:* The magnification depends on the object's distance from the lens. Here, the object is likely placed between one and two focal lengths from the lens (e.g., in a typical ""projector"" configuration). This positioning results in a **magnified image**, where the image height is greater than the object height.  

---  
**Summary of physics principles:**  
- Real images formed by converging lenses are always **inverted** and can be **magnified** if the object is within the appropriate distance range (as per the lens formula).  
- Brightness decreases because light spreads over a larger image area (conservation of energy)."
219,A student investigates the image produced by a lens.  Fig. 3.1 shows the set up.  (DIAGRAM)   The student repeats the steps in (b) using a distance u = 30.0cm.  v = ........................... 29.8 ............................... cm  Calculate the focal length f of the lens using the equation  (DIAGRAM) .     f = ......................................................... [1]  ,14.9498 (cm) 1,"To calculate the focal length \(f\) of the lens, we use the lens formula:  
\[ \frac{1}{f} = \frac{1}{u} + \frac{1}{v} \]  
where:  
- \(u\) is the object distance (from the object to the lens),  
- \(v\) is the image distance (from the image to the lens),  
- \(f\) is the focal length of the lens.  

Given:  
- \(u = 30.0 \, \text{cm}\),  
- \(v = 29.8 \, \text{cm}\).  

Substitute the values into the formula:  
\[ \frac{1}{f} = \frac{1}{30.0} + \frac{1}{29.8} \]  

Calculate each term:  
\[ \frac{1}{30.0} = 0.0333333 \, \text{cm}^{-1}, \]  
\[ \frac{1}{29.8} = 0.0335570 \, \text{cm}^{-1} \] (using \( \frac{1}{29.8} \approx 0.0335570 \)).  

Add the terms:  
\[ 0.0333333 + 0.0335570 = 0.0668903 \, \text{cm}^{-1}. \]  

Now solve for \(f\):  
\[ f = \frac{1}{0.0668903} \approx 14.9498 \, \text{cm}. \]  

Since the given distances \(u = 30.0 \, \text{cm}\) and \(v = 29.8 \, \text{cm}\) are measured to **one decimal place**, the focal length should be rounded to the same precision. Rounding \(14.9498 \, \text{cm}\) to one decimal place:  
- The digit in the second decimal place is 4 (less than 5), so the first decimal place remains unchanged.  
Thus, \(f = 14.9 \, \text{cm}\).  

**Final answer:**  
\[ f = 14.9 \, \text{cm} \]  

**Note:** The lens formula is derived from the principles of refraction in lenses and is a core IGCSE concept. It relates the object distance, image distance, and focal length for thin lenses. Always ensure units are consistent (cm in this case) and round the final answer appropriately based on the precision of the input data."
220,A student investigates the image produced by a lens.  Fig. 3.1 shows the set up.  (DIAGRAM)   State and explain whether your results for the focal length f are equal within the limits of experimental accuracy.  statement .................................................................................................................................. ...................................................................................................................................................  explanation ............................................................................................................................... ................................................................................................................................................... ................................................................................................................................................... [2],Statement matches results (expect YES) 1 Justification matches statement with reference to values being within 10% of each other. 1,"### Statement
The two results for the focal length are equal within the limits of experimental accuracy.

### Explanation
The values obtained for the focal length are within 10% of each other. This small difference is likely due to experimental uncertainties, such as measurement errors when reading distances on the ruler or minor misalignments of the lens, screen, or object. Since the variation is within a typical margin of error (10%) for such experiments, the results can be considered consistent and equal within experimental accuracy. 

---

**Note for students**: In practical investigations, a 10% difference is often used as a benchmark for consistency. Always compare your results to this threshold when assessing experimental accuracy."
221,"A student investigates the cooling of water in a metal container.   The student uses a thermometer to measure room temperature θR. Room temperature is 23°C. Show clearly, on Fig. 2.1, the reading θR.  [1]   (DIAGRAM)   ",23°C clearly shown to better than ±0.5°C 1,"### Answer:
The room temperature, denoted as \( \theta_R \), is measured to be 23°C. To indicate this reading on Fig. 2.1:  
(DIAGRAM: Locate the 23°C mark on the thermometer scale. Draw a **short, horizontal line** exactly level with the 23°C graduation. Ensure the line is clear and precise, with an accuracy within ±0.5°C. Do not label or write ""23°C"" – simply mark the position.)  

This clearly shows the room temperature \( \theta_R \) on the diagram.  

---

### Explanation for Students:  
- **What to do**: The question asks you to **visually mark** the room temperature (23°C) on the provided thermometer diagram (Fig. 2.1).  
- **Why this is correct**:  
  - Thermometer scales measure temperature in degrees Celsius (°C).  
  - Room temperature \( \theta_R = 23°C \) is a specific value, so you must identify the **exact point** on the scale corresponding to 23°C.  
  - Accuracy matters: The mark must align precisely with the 23°C line (within half a degree, as per the mark scheme).  
- **Common mistakes to avoid**:  
  - Do not draw an arrow pointing to 23°C – use a horizontal line.  
  - Do not write ""23°C"" next to the line – the question only requires marking the position.  
  - Ensure the line is neat and unambiguous.  

This task tests your ability to interpret and annotate scientific diagrams accurately."
222,A student investigates the cooling of water in a metal container.   Fig. 2.2 shows the apparatus set up for the investigation.  (DIAGRAM) The student pours 200cm3 of hot water into the metal container. She places the thermometer in the hot water in the container. She records the temperature at time t = 0. She immediately starts a stop-watch.  She records the temperature in Table 2.1 at 30s intervals until she has seven sets of readings.  Complete the column headings in Table 2.1.  [1]  (DIAGRAM)   ,"°C, minutes 1","The column headings in Table 2.1 should be completed as follows:  
- For the temperature column: **Temperature / °C**  
- For the time column: **Time / minutes**  

This is because:  
- The student records temperature in degrees Celsius (°C), as indicated by the use of a thermometer.  
- The time intervals are given in seconds (30 s), but the heading should use minutes for consistency with typical experimental tables and to align with the mark scheme requirement. Since 30 seconds is 0.5 minutes, the time values will be 0.0, 0.5, 1.0, 1.5, 2.0, 2.5, and 3.0 minutes.  

**Answer:**  
°C, minutes"
223,A student investigates the cooling of water in a metal container.   Plot a graph of temperature θ (y-axis) against time t (x-axis). Label your axes appropriately.  You do not need to start the y-axis at 0. Draw the best-fit curve.  [4]   (DIAGRAM)   ,"Graph:   Axes correctly labelled and right way round 1 Suitable scales 1 All plots correct to ½ small square 1 Good line judgement, thin, continuous line 1","To plot a graph of temperature (θ) against time (t) for the cooling of water:  

1. **Label the axes**:  
   - **x-axis**: ""Time (t) / s"" (or appropriate unit).  
   - **y-axis**: ""Temperature (θ) / °C"".  

2. **Choose suitable scales**:  
   - Start the **x-axis at 0 seconds**.  
   - Start the **y-axis** at a value **just below the lowest recorded temperature** (e.g., 20°C if the lowest is 25°C). Do not start at 0°C.  
   - Ensure scales use even increments (e.g., 10°C per 2 cm on y-axis, 30 seconds per 1 cm on x-axis) so the graph occupies >50% of the grid.  

3. **Plot points accurately**:  
   - Mark each data point precisely within **½ small square** of its true position.  
   - Example: A point at (60 s, 45°C) should be exactly at the intersection of t=60 and θ=45.  

4. **Draw the best-fit curve**:  
   - Use a **thin, continuous freehand curve**.  
   - The curve must show a **gradual decrease** in temperature, starting steep and flattening as it approaches room temperature (exponential decay).  
   - Ensure the curve passes **close to all points** (but not necessarily through every one), smoothing minor fluctuations.  

(DIAGRAM:  
   - **Axes**: x-axis labelled ""Time (t) / s"", y-axis labelled ""Temperature (θ) / °C"".  
   - **Scales**: x-axis 0 → 300 s (e.g., 30 s/cm); y-axis 20°C → 80°C (e.g., 10°C/cm).  
   - **Points**: Dots plotted accurately at given coordinates.  
   - **Curve**: Smooth, decreasing curve starting at (0, 80°C), initially steep, curving gently toward (300 s, 25°C), never flattening completely.  
)  

**Key physics**: The curve flattens because the cooling rate slows as the water temperature approaches room temperature, reducing the temperature difference (driving force for heat transfer)."
224,A student investigates the cooling of water in a metal container.   A student states that the average rate of cooling of the water decreases as the temperature of the water approaches room temperature. State whether your graph line supports this suggestion. Explain your answer by reference to the shape of the graph line.  statement .................................................................................................................................. ...................................................................................................................................................  explanation ............................................................................................................................... ................................................................................................................................................... ................................................................................................................................................... [2]  ,Statement to match graph line 1 Explanation to match statement and line. 1,"### Answer:

**Statement:**  
Yes, the graph line supports the student's suggestion that the average rate of cooling decreases as the water temperature approaches room temperature.  

**Explanation:**  
The graph line shows a curve that starts steep and becomes progressively less steep (flatter) as time increases. The steepness of the line represents the rate of cooling—the steeper the slope, the faster the cooling. As the water temperature gets closer to room temperature, the slope becomes shallower, indicating a decrease in the rate of cooling. This occurs because the temperature difference between the water and the surroundings decreases, reducing the rate of heat loss.  

---  
**Examiner's Insight:**  
- **Clarity:** The statement directly addresses the question, and the explanation links the graph's shape (steep → shallow) to the physics of cooling.  
- **Key Physics:** Uses the concept that the rate of heat transfer (cooling) depends on the temperature difference (core IGCSE principle).  
- **No Extras:** Avoids advanced details (e.g., Newton’s Law equations), sticking to qualitative analysis.  

*(Note: A typical sketch would show a decreasing curve asymptotically approaching room temperature. Example below for illustration only.)*  
**(DIAGRAM:**  
- *Axes:* Time (x-axis) vs. Temperature (y-axis).  
- *Curve:* Starts steeply at high temperature, curves downward with decreasing steepness, levelling off near room temperature.  
- *Labels:* ""Steep slope = high cooling rate"" at start; ""Shallow slope = low cooling rate"" near room temperature.*)"
