,Question,Answer
22,"1 Planning (15 marks)  
**Defining the problem (3 marks)**  
P V is the independent variable, or vary \(V\) and \(f\) is the dependent variable, or measure \(f\).  
Or \(f\) is the independent variable, or vary \(f\) and \(V\) is the dependent variable, or measure \(V\). [1]  
P Change \(f\) (allow \(V\)) until the mass leaves/gap between plate. [1]  
P Keep the position of the mass constant. (Do not allow keep mass constant.) [1]  

**Methods of data collection (5 marks)**  
M Labelled diagram showing signal generator/a.c. supply connected to vibrator with two wires with mass on plate. At least two labels needed. [1]  
M Voltmeter/c.r.o. connected in parallel with vibrator in a workable circuit. [1]  
M Measure \(f\) or \(T\) from signal generator/c.r.o. (Allow detailed use of motion sensor/stroboscope.) [1]  
M Detail regarding mass leaving the plate: listen to noise, look for gap. [1]  
M Repeat each experiment for the same value of \(V\) (allow \(f\) if consistent with above) and average. [1]  

**Method of analysis (2 marks)**  
Plot a graph of:  
\(f^2\) against \(1/V\) or \(1/f^2\) against \(V\) or \(\lg f\) against \(\lg V\). [1]  
\(k = \pi^2 \times \text{gradient}\) or \(k = \pi^2 \times 10^c\) or \(k = \pi^2 \times \text{gradient}^2\). [1]  

**Safety considerations (1 mark)**  
S Precaution linked to mass leaving vibrating plate, e.g. use safety screen/goggles/sand tray. [1]  

**Additional detail (4 marks)**  
D Relevant points might include [4]:  
1 Wait for vibrator to oscillate evenly.  
2 Method to determine period of oscillation from c.r.o., i.e. one time period × time-base.  
3 Method to determine \(f\) from c.r.o. having determined \(T\), i.e. \(f = 1/T\).  
4 Method to determine \(V\) from c.r.o., i.e. amplitude (height) × y-gain.  
5 Relationship is valid if the graph is a straight line passing through the origin.  
6 Determine \(f\) (allow \(V\) if consistent with above) by increasing and decreasing \(V\) or \(f\).  
7 Clean surfaces of metal plate/small mass.  
8 Spirit level to keep plate horizontal/eye level to look for gap.","A student is investigating simple harmonic motion using an electric vibrator. A plate is attached to the top of the electric vibrator. A small mass is placed on the metal plate as shown in Fig. 1.1.

\begin{figure}[h]
\centering
\caption{}
\label{fig:1.1}
\end{figure}

metal plate  
small mass  
vibrator  

An alternating potential difference (p.d.) is applied to the vibrator. For a given peak p.d. \(V\), there is a maximum frequency \(f\) at which the small mass remains in contact with the plate. The contact between the small mass and plate is lost when the frequency is greater than \(f\).  

It is suggested that the relationship between \(f\) and \(V\) is  
\[
k = \pi^2 f^2 V
\]  
where \(k\) is a constant.  

Design a laboratory experiment to test the relationship between \(f\) and \(V\). Explain how your results could be used to determine a value for \(k\). You should draw a diagram showing the arrangement of your equipment. In your account you should pay particular attention to  
(a) the procedure to be followed,  
(b) the measurements to be taken,  
(c) the control of variables,  
(d) the analysis of the data,  
(e) the safety precautions to be taken."
23,"1 Planning (15 marks)  
**Defining the problem (3 marks)**  
P V is the independent variable, or vary \(V\) and \(f\) is the dependent variable, or measure \(f\).  
Or \(f\) is the independent variable, or vary \(f\) and \(V\) is the dependent variable, or measure \(V\). [1]  
P Change \(f\) (allow \(V\)) until the mass leaves/gap between plate. [1]  
P Keep the position of the mass constant. [1]  

**Methods of data collection (5 marks)**  
M Labelled diagram showing signal generator/a.c. supply connected to vibrator with two wires with mass on plate. [1]  
M Voltmeter/c.r.o. connected in parallel with vibrator in a workable circuit. [1]  
M Measure \(f\) or \(T\) from signal generator/c.r.o. [1]  
M Detail regarding mass leaving the plate: listen to noise, look for gap. [1]  
M Repeat each experiment for the same value of \(V\) (allow \(f\)) and average. [1]  

**Method of analysis (2 marks)**  
A Plot a graph of \(f^2\) against \(1/V\) or \(1/f^2\) against \(V\). [1]  
A \(k = \pi^2 \times \text{gradient}\) or \(k = \pi^2 / \text{gradient}\). [1]  

**Safety considerations (1 mark)**  
S Precaution linked to mass leaving vibrating plate, e.g. use safety screen/goggles. [1]  

**Additional detail (4 marks)**  
D Relevant points include:  
1 Wait for vibrator to oscillate evenly.  
2 Determine period \(T\) from c.r.o. (time period × time-base).  
3 \(f = 1/T\).  
4 Determine \(V\) from c.r.o. (amplitude × y-gain).  
5 Relationship valid if graph is straight line through origin.  
6 Determine \(f\) by increasing/decreasing \(V\).  
7 Clean surfaces of plate/mass.  
8 Spirit level to keep plate horizontal. [4]","1 A student is investigating simple harmonic motion using an electric vibrator. A plate is attached to the top of the electric vibrator. A small mass is placed on the metal plate as shown in Fig. 1.1.

\begin{center}
metal plate \\
small mass \\
vibrator \\
Fig. 1.1
\end{center}

An alternating potential difference (p.d.) is applied to the vibrator. For a given peak p.d. \(V\), there is a maximum frequency \(f\) at which the small mass remains in contact with the plate. The contact between the small mass and plate is lost when the frequency is greater than \(f\).

It is suggested that the relationship between \(f\) and \(V\) is  
\(k = \pi^2 f^2 V\)  
where \(k\) is a constant.

Design a laboratory experiment to test the relationship between \(f\) and \(V\). Explain how your results could be used to determine a value for \(k\). You should draw a diagram showing the arrangement of your equipment. In your account you should pay particular attention to  
(a) the procedure to be followed,  
(b) the measurements to be taken,  
(c) the control of variables,  
(d) the analysis of the data,  
(e) the safety precautions to be taken."
24,"**Mark scheme**  
**Defining the problem**  
- \( \lambda \) is the independent variable, or vary \( \lambda \). [1]  
- \( V \) is the dependent variable, or measure \( V \). [1]  

**Methods of data collection**  
- Circuit diagram showing d.c. power supply in series with diode (correct symbol needed) and method to measure potential difference across diode. Circuit must be correct. [1]  
- Instrument to change p.d. across LED e.g. variable power supply/potential divider/variable resistor. [1]  
- Record wavelength of light of LED from data sheet or use Young’s slits/diffraction grating. [1]  
- (Slowly) increase potential difference across LED until LED (just) emits light (or reverse procedure). [1]  

**Method of analysis**  
- Plot a graph of \( \log V \) against \( \log \lambda \) (allow natural logs). Allow \( \log \lambda \) against \( \log V \). [1]  
- \( n = \) gradient. [1]  
- \( k = 10^{\text{y-intercept}} \). [1]  

**Additional detail**  
Relevant points include:  
1. Use of a protective resistor (can be shown on the diagram).  
2. Polarity of LED correct in circuit diagram.  
3. Instrument to determine when LED just lights e.g. light meter/detector, LDR.  
4. Method to use light detector/LDR to determine point at which LED emits light.  
5. Expression that gives \( \lambda \) (symbols need to be defined) from experimental determination of wavelength of light, e.g. Young’s slits/diffraction grating.  
6. Perform experiment in a dark room/LED in tube.  
7. Relationship is valid if graph is a straight line.  
8. \( \log V = n \log \lambda + \log k \).  
9. Repeat \( V \) and average for the same \( \lambda \) or LED.  

*Do not allow vague computer methods.*","1 A student is investigating the characteristics of different light-emitting diodes (LEDs). Fig. 1.1 shows examples of LEDs and the circuit symbol for an LED.  

blue  
red  
circuit symbol:  

Fig 1.1  

Each LED needs a minimum potential difference \( V \) across it to emit light. The student is investigating the relationship between \( V \) and the wavelength \( \lambda \) of the light emitted by the LED for several different LEDs.  

It is suggested that the relationship is  
\[ V = k\lambda^n \]  
where \( k \) and \( n \) are constants.  

Design a laboratory experiment to test the relationship between \( V \) and \( \lambda \). Explain how your results could be used to determine values for \( k \) and \( n \). You should draw a diagram showing the arrangement of your equipment. In your account you should pay particular attention to  
- the procedure to be followed,  
- the measurements to be taken,  
- the control of variables,  
- the analysis of the data,  
- any safety precautions to be taken.  

[15]"
25,"Defining the problem (2 marks)  
- P \(\lambda\) is the independent variable, or vary \(\lambda\). [1]  
- P \(V\) is the dependent variable, or measure \(V\). [1]  

Methods of data collection (4 marks)  
- M Circuit diagram showing d.c. power supply in series with diode (correct symbol needed) and method to measure potential difference across diode. Circuit must be correct. [1]  
- M Instrument to change p.d. across LED e.g. variable power supply/potential divider/variable resistor. [1]  
- M Record wavelength of light of LED from data sheet or use Young’s slits/diffraction grating. [1]  
- M (Slowly) increase potential difference across LED until LED (just) emits light (or reverse procedure). [1]  

Method of analysis (3 marks)  
- A Plot a graph of \(\lg V\) against \(\lg \lambda\) (allow natural logs). Allow \(\lg \lambda\) against \(\lg V\). [1]  
- A \(n = \text{gradient}\). [1]  
- A \(k = 10^{\text{y-intercept}}\). [1]  

Additional detail (6 marks)  
1 Use of a protective resistor (can be shown on the diagram).  
2 Polarity of LED correct in circuit diagram.  
3 Instrument to determine when LED just lights e.g. light meter/detector, LDR.  
4 Method to use light detector/LDR to determine point at which LED emits light.  
5 Expression that gives \(\lambda\) (symbols need to defined) from experimental determination of wavelength of light, e.g. Young’s slits/diffraction grating.  
6 Perform experiment in a dark room/LED in tube.  
7 Relationship is valid if graph is a straight line.  
8 \(\lg V = n \lg \lambda + \lg k\).  
9 Repeat \(V\) and average for the same \(\lambda\) or LED.  
Do not allow vague computer methods.","1 A student is investigating the characteristics of different light-emitting diodes (LEDs). Fig. 1.1 shows examples of LEDs and the circuit symbol for an LED.  

blue red  
circuit symbol:  

Fig 1.1  

Each LED needs a minimum potential difference \( V \) across it to emit light. The student is investigating the relationship between \( V \) and the wavelength \( \lambda \) of the light emitted by the LED for several different LEDs.  

It is suggested that the relationship is  
\[ V = k \lambda^n \]  
where \( k \) and \( n \) are constants.  

Design a laboratory experiment to test the relationship between \( V \) and \( \lambda \). Explain how your results could be used to determine values for \( k \) and \( n \). You should draw a diagram showing the arrangement of your equipment. In your account you should pay particular attention to  
- the procedure to be followed,  
- the measurements to be taken,  
- the control of variables,  
- the analysis of the data,  
- any safety precautions to be taken.  

[15]"
26,"1. \(\sin \theta\) is the independent variable and \(v\) is the dependent variable or vary \(\sin \theta\) and measure \(v\)  
2. keep \(s\) (PQ) constant  
3. labelled diagram showing inclined plane with labelled support and \(P\) and \(Q\) marked  
4. method to measure angle e.g. use a protractor to measure \(\theta\) or use a ruler to measure marked distances from which \(\sin \theta\) or \(\theta\) may be determined  
5. method of timing for an appropriate distance to determine \(v\) (at \(Q\)) e.g. use a stopwatch/timer or correctly positioned light gate(s) connected to a timer/data-logger or correctly positioned motion sensor connected to data-logger  
6. measurement of an appropriate distance to determine \(v\) (at \(Q\)) e.g. rule to measure an appropriate length or length of a card to interrupt light beam or distance from motion sensor to \(Q\)  
7. plot a graph of \(v^2\) against \(\sin \theta\)  
8. relationship valid if a straight line produced (not passing through the origin)  
9. \(g = -\text{gradient} \times \frac{B + m}{2ms}\) or \(g = \text{y-intercept} \times \frac{B + m}{2Bs}\)  
D1. use cushion/foam/sandbox for falling body \(B\)  
D2. \(\sin \theta\) determined using trigonometry relationship using marked lengths  
D3. appropriate equation to determine \(v\) (at \(Q\)) e.g. \(v = \frac{2s}{t}\)  
D4. repeat experiment for each \(\theta\) and average \(v\) or \(t\)  
D5. use of balance to measure mass of wooden block \(m\) and falling body \(B\) and rule to measure \(s\)  
D6. \(\text{y-intercept} = \frac{2Bsg}{B + m}\)  
D7. clean surfaces of blocks/inclined plane/ensure surface of the plane is smooth  
D8. keep \(B\) and \(m\) constant or keep mass of block and mass of falling body constant  
D9. method to ensure that wooden block starts at the same position \(P\), e.g. put a mark on the block or align front or back of block  
D10. method to prevent plane slipping so that angle being measured remains the same, e.g. a mass as a stop","1 A student is investigating the motion of a wooden block on an inclined plane, as shown in Fig. 1.1.  
A falling body causes the wooden block to accelerate.  

\begin{figure}[h]  
\centering  
\caption{Fig. 1.1}  
\end{figure}  

The wooden block is initially at rest at point \(P\) and has velocity \(v\) at point \(Q\).  
It is suggested that the relationship between \(v\) and the angle \(\theta\) of the plane to the horizontal is  
\[
\frac{(B + m)v^2}{2s} = Bg - mg \sin \theta
\]  
where \(B\) is the mass of the falling body, \(m\) is the mass of the wooden block, \(s\) is the distance between \(P\) and \(Q\), and \(g\) is the acceleration of free fall.  

Design a laboratory experiment to test the relationship between \(v\) and \(\theta\). Explain how your results could be used to determine a value for \(g\). You should draw a diagram showing the arrangement of your equipment. In your account you should pay particular attention to  
- the procedure to be followed,  
- the measurements to be taken,  
- the control of variables,  
- the analysis of the data,  
- any safety precautions to be taken.  

[15]"
27,"1. Defining the problem  
\(\sin \theta\) is the independent variable and \(v\) is the dependent variable or vary \(\sin \theta\) and measure \(v\)  
keep \(s\) (PQ) constant  

2. Methods of data collection  
Labelled diagram showing inclined plane with labelled support and \(P\) and \(Q\) marked  
Method to measure angle e.g. use a protractor to measure \(\theta\) or use a ruler to measure marked distances from which \(\sin \theta\) or \(\theta\) may be determined  
Method of timing for an appropriate distance to determine \(v\) (at \(Q\)) e.g. use a stopwatch/timer or correctly positioned light gate(s) connected to a timer/data-logger or correctly positioned motion sensor connected to data-logger  
Measurement of an appropriate distance to determine \(v\) (at \(Q\)) e.g. rule to measure an appropriate length or length of a card to interrupt light beam or distance from motion sensor to \(Q\)  

3. Method of analysis  
Plot a graph of \(v^2\) against \(\sin \theta\)  
Relationship valid if a straight line produced (not passing through the origin)  
\(g = -\text{gradient} \times \frac{B + m}{2ms}\)  
or  
\(g = \text{y-intercept} \times \frac{B + m}{2Bs}\)  

4. Additional detail including safety considerations  
Use cushion/foam/sandbox for falling body \(B\)  
\(\sin \theta\) determined using trigonometry relationship using marked lengths  
Appropriate equation to determine \(v\) (at \(Q\)) e.g. \(v = \frac{2s}{t}\)  
Repeat experiment for each \(\theta\) and average \(v\) or \(t\)  
Use of balance to measure mass of wooden block \(m\) and falling body \(B\) and rule to measure \(s\)  
\(\text{y-intercept} = \frac{2Bsg}{B + m}\)  
Clean surfaces of blocks/inclined plane/ensure surface of the plane is smooth  
Keep \(B\) and \(m\) constant or keep mass of block and mass of falling body constant  
Method to ensure that wooden block starts at the same position \(P\), e.g. put a mark on the block or align front or back of block  
Method to prevent plane slipping so that angle being measured remains the same, e.g. a mass as a stop","1 A student is investigating the motion of a wooden block on an inclined plane, as shown in Fig. 1.1.  
A falling body causes the wooden block to accelerate.  

\begin{figure}[h]  
\centering  
\caption{Fig. 1.1}  
\end{figure}  

The wooden block is initially at rest at point \(P\) and has velocity \(v\) at point \(Q\).  
It is suggested that the relationship between \(v\) and the angle \(\theta\) of the plane to the horizontal is  
\[
\frac{(B + m)v^2}{2s} = Bg - mg \sin \theta
\]  
where \(B\) is the mass of the falling body, \(m\) is the mass of the wooden block, \(s\) is the distance between \(P\) and \(Q\), and \(g\) is the acceleration of free fall.  

Design a laboratory experiment to test the relationship between \(v\) and \(\theta\). Explain how your results could be used to determine a value for \(g\). You should draw a diagram showing the arrangement of your equipment. In your account you should pay particular attention to  
- the procedure to be followed,  
- the measurements to be taken,  
- the control of variables,  
- the analysis of the data,  
- any safety precautions to be taken."
28,"1. **Defining the problem**  
   - \(V\) is the independent variable and \(F\) is the dependent variable or vary \(V\) and measure \(F\).  
   - Keep \(r\) constant.  

2. **Methods of data collection**  
   - Labelled diagram showing:  
     - Sphere T suspended (clamp/ceiling).  
     - Sphere S on top-pan balance vertically below T.  
     - Voltmeter/power supply and ruler.  
   - \(F =\) difference in balance readings when spheres are charged vs. uncharged.  
   - Voltmeter connected to power supply or read \(V\) from EHT supply.  
   - Measure \(r\) with a ruler.  

3. **Method of analysis**  
   - Plot graph of \(F\) against \(V\) (allow log-log).  
   - Straight line through origin validates \(F \propto V\).  
   - \(\alpha = \text{gradient} \times r^2\).  

4. **Additional detail (safety & procedures)**  
   - **D1:** Safety: Insulating gloves/shrouded leads to prevent electric shock.  
   - **D2:** Insulator between sphere and balance/stand.  
   - **D3:** Discharge spheres by earthing.  
   - **D4:** Measure \(r\) via sphere radii + gap or fiducial marks.  
   - **D5:** Use calipers/micrometer for sphere diameter.  
   - **D6:** \(F = \Delta mg\) from balance readings.  
   - **D7:** Repeat readings for each \(V\).  
   - **D8:** Read balance quickly to minimise discharge.  
   - **D9:** Recharge S periodically to maintain charge.  
   - **D10:** Avoid drafts to stabilise spheres.","1 A student is investigating the force between two charged metal spheres S and T, as shown in Fig. 1.1.

\begin{figure}[h]
\centering
\caption{Fig. 1.1}
\end{figure}

Each sphere may be charged by connecting the positive lead from a power supply to the sphere and then removing the lead. The electromotive force (e.m.f.) of the power supply used to charge sphere T is \(V\).

The force \(F\) between the two charged spheres may be determined by attaching sphere S to a top pan balance.

For a constant charge on sphere S, it is suggested that the relationship between \(F\) and \(V\) is  
\[
F = \frac{\alpha V}{r^2}
\]  
where \(r\) is the distance between the centres of the spheres and \(\alpha\) is a constant.

Design a laboratory experiment to test the relationship between \(F\) and \(V\).  
Explain how your results could be used to determine a value for \(\alpha\).  

You should draw a diagram showing the arrangement of your equipment. In your account you should pay particular attention to  
- the procedure to be followed,  
- the measurements to be taken,  
- the control of variables,  
- the analysis of the data,  
- any safety precautions to be taken."
29,"1. Defining the problem  
V is the independent variable and \(F\) is the dependent variable or vary \(V\) and measure \(F\).  
keep \(r\) constant  

2. Methods of data collection  
labelled diagram of workable experiment including:  
• T suspended (clamp or ceiling)  
• S on top-pan balance vertically below T  
• T and S labelled and at least one other label.  
\(F\) = difference/change in balance readings when sphere(s) (S) is uncharged and charged.  
voltmeter across a power supply (with flying lead) or read \(V\) from high voltage power supply/EHT power supply  
measure \(r\) with a rule  

3. Method of analysis  
plot a graph of \(F\) against \(V\)  
relationship valid if a straight line passing through the origin is produced  
\(\alpha = \text{gradient} \times r^2\)  

4. Additional detail including safety considerations  
D1: Safety precaution linked to avoiding shock/high voltages  
D2: Use of insulator between sphere S and balance  
D3: Discharge sphere(s) by earthing  
D4: Determine radius of each sphere and add distance between spheres  
D5: Use calipers/micrometer to measure diameter of spheres  
D6: Use \(\Delta mg\) to determine \(F\)  
D7: Repeat experiment for each \(V\) and average \(F\)  
D8: Take reading quickly to avoid discharge  
D9: Method to ensure charge on S is constant  
D10: Avoid draughts to prevent T moving","1 A student is investigating the force between two charged metal spheres S and T, as shown in Fig. 1.1.

\vspace{0.5cm}

\begin{center}
\textbf{Diagram}
\end{center}

\vspace{0.5cm}

Each sphere may be charged by connecting the positive lead from a power supply to the sphere and then removing the lead. The electromotive force (e.m.f.) of the power supply used to charge sphere T is \( V \).

The force \( F \) between the two charged spheres may be determined by attaching sphere S to a top pan balance.

For a constant charge on sphere S, it is suggested that the relationship between \( F \) and \( V \) is  
\[
F = \frac{\alpha V}{r^2}
\]  
where \( r \) is the distance between the centres of the spheres and \( \alpha \) is a constant.

Design a laboratory experiment to test the relationship between \( F \) and \( V \). Explain how your results could be used to determine a value for \( \alpha \).

You should draw a diagram, on page 3, showing the arrangement of your equipment. In your account you should pay particular attention to  
- the procedure to be followed,  
- the measurements to be taken,  
- the control of variables,  
- the analysis of the data,  
- any safety precautions to be taken."
30,"1. Defining the problem  
- \( L \) is the independent variable and \( s \) is the dependent variable or vary \( L \) and measure \( s \)  
- keep mass of load or \( M \) constant  

2. Methods of data collection  
- labelled diagram of workable experiment including:  
  - method of fixing strip at one end, e.g. with a G-clamp or (heavy) mass  
  - load shown touching at point P  
  - load and G-clamp or (heavy) mass labelled  
- method of attaching load to strip, e.g. use glue/tape/attach with a hook and string  
- use a rule to measure \( L \) and \( s \)  
- use a balance to measure \( M \)  

3. Method of analysis  
- plot a graph of \( s \) against \( L^3 \) (allow \( \lg s \) against \( \lg L \), or log)  
- relationship valid if a straight line through (0,0)  
  (for \( \lg s \) against \( \lg L \), gradient of straight line = 3)  
- \( E = \frac{4Mg}{bt^3 \times \text{gradient}} \)  
  (for \( \lg s \) against \( \lg L \), \( E = \frac{4Mg}{bt^3 \times 10^{\text{y-intercept}}} \))  

4. Additional detail including safety considerations  
- use cushion/foam/sandbox in case mass/load falls or wear goggles  
- use same wooden strip or keep \( b \) and \( t \) constant  
- clamp rule vertically to measure \( s \)  
- method to ensure vertical rule alignment, e.g. set square or plumb line  
- \( s = \) loaded reading \( - \) unloaded reading  
- repeat \( s \) measurements for each \( L \) and average  
- use micrometer/calipers to determine \( t \)  
- repeat readings for \( b \) and \( t \) and average  
- ensure strip is perpendicular to bench, e.g. check \( L \) on both sides  
- wait until strip is stationary before measuring \( s \)","1 A student is investigating the bending of a loaded wooden strip. Fig. 1.1 shows a rectangular strip of width \( b \) and thickness \( t \) overhanging the edge of a bench. A length \( L \) of the strip is unsupported.  

A load of mass \( M \) is positioned at point P. This causes the unsupported part of the strip to bend with a deflection \( s \), as shown in Fig. 1.2.  

It is suggested that the relationship between \( s \) and \( L \) is  
\[
E = \frac{4MgL^3}{bst^3}
\]  
where \( g \) is the acceleration of free fall and \( E \) is the Young modulus of the wood.  

Design a laboratory experiment to test the relationship between \( s \) and \( L \).  
Explain how your results could be used to determine a value for \( E \).  

You should draw a diagram showing the arrangement of your equipment. In your account you should pay particular attention to:  
- the procedure to be followed  
- the measurements to be taken  
- the control of variables  
- the analysis of the data  
- any safety precautions to be taken."
31,"1 Defining the problem  
L is the independent variable and s is the dependent variable or vary \( L \) and measure \( s \)\hspace{1cm}1  
keep mass of load or \( M \) constant\hspace{1cm}1  

Methods of data collection  
labelled diagram of workable experiment including:\hspace{1cm}1  
• method of fixing strip at one end, e.g. with a G-clamp or (heavy) mass placed on top of strip over bench  
• load shown touching at point \( P \)  
• load and G-clamp or (heavy) mass labelled  
method of attaching load to strip, e.g. use glue/tape/attach with a hook and string\hspace{1cm}1  
use a rule to measure \( L \) and \( s \)\hspace{1cm}1  
use a balance to measure \( M \)\hspace{1cm}1  

Method of analysis  
plot a graph of \( s \) against \( L^3 \) (allow \(\lg s\) against \(\lg L\), or log)\hspace{1cm}1  
relationship valid if a straight line through \((0,0)\)\hspace{1cm}1  
(for \(\lg s\) against \(\lg L\) gradient of straight line = 3)  
\[
E = \frac{4Mg}{bt^3 \times \text{gradient}}
\]  
(for \(\lg s\) against \(\lg L\), \( E = \frac{4Mg}{bt^3} \div 10^{y-\text{intercept}} \))  

Additional detail including safety considerations  
D1 use cushion/foam/sandbox in case mass/load falls  
or  
wear goggles in case strip snaps or recoils  
D2 use same wooden strip or keep \( b \) and \( t \) constant  
D3 clamp rule vertically to measure \( s \)  
D4 method to ensure clamped rule to measure \( s \) is vertical, e.g. correctly positioned set square indicated at right angles to the horizontal surface or plumb line shown in appropriate position  
D5 \( s = \) reading of vertical rule with loaded strip – reading of vertical rule with no load  
D6 repeat \( s \) measurement for each \( L \) (unloading and loading strip) and average \( s \)  
D7 use a micrometer/calipers to determine \( t \)  
D8 repeat readings for \( b \) and/or \( t \) at different points along/across the strip and average  
D9 method to ensure strip is perpendicular to the bench, e.g. repeat measurements of \( L \) on each side of strip to check that \( L \) is constant or set square correctly indicated on diagram  
D10 wait until block is stationary/in equilibrium or measure \( s \) after a fixed time","1 A student is investigating the bending of a loaded wooden strip. Fig. 1.1 shows a rectangular strip of width \( b \) and thickness \( t \) overhanging the edge of a bench. A length \( L \) of the strip is unsupported.

\begin{figure}[h]
\centering
\caption{Fig. 1.1}
\end{figure}

A load of mass \( M \) is positioned at point \( P \). This causes the unsupported part of the strip to bend with a deflection \( s \), as shown in Fig. 1.2.

\begin{figure}[h]
\centering
\caption{Fig. 1.2 (not to scale)}
\end{figure}

It is suggested that the relationship between \( s \) and \( L \) is  
\[
E = \frac{4MgL^3}{bst^3}
\]  
where \( g \) is the acceleration of free fall and \( E \) is the Young modulus of the wood.  

Design a laboratory experiment to test the relationship between \( s \) and \( L \).  
Explain how your results could be used to determine a value for \( E \).  

You should draw a diagram showing the arrangement of your equipment. In your account you should pay particular attention to:  
- the procedure to be followed  
- the measurements to be taken  
- the control of variables  
- the analysis of the data  
- any safety precautions to be taken."
32,"1. **Defining the problem**  
   - \(A\) is the independent variable and \(k\) is the dependent variable or vary \(A\) and measure \(k\). (1 mark)  
   - Keep \(N\) constant. (1 mark)  

2. **Methods of data collection**  
   - Labelled diagram of workable experiment including:  
     - Spring fixed at one end to a support.  
     - Load attached to the other end of the spring.  
     - Labelled load. (1 mark)  
   - Method to measure mass or weight of load: use top-pan balance to measure mass or newton meter to measure weight. (1 mark)  
   - Use of a micrometer/calipers to determine \(t\) and rule/calipers to measure the diameter of the spring. (1 mark)  
   - Method to measure extension, e.g. labelled ruler drawn parallel to spring, equilibrium position and displaced position indicated and \(x\) indicated or description of use of ruler to measure equilibrium position and displaced position and difference determined. (1 mark)  

3. **Method of analysis**  
   - Plot a graph of \(k\) against \(1/A^{3/2}\) (or \(A^{-3/2}\)) or equivalent e.g. \(\lg k\) against \(\lg A\). (1 mark)  
   - Relationship valid if a straight line passing through the origin is produced. (1 mark)  
     (For \(\lg k\) against \(\lg A\), relationship valid if a straight line with gradient \(-3/2\).)  
   - \(\beta = \frac{\text{gradient} \times N}{\rho t^4}\). (1 mark)  
     [For \(\lg k\) against \(\lg A\), \(\beta = \frac{10^{\text{y-intercept}} \times N}{\rho t^4}\).]  

4. **Additional detail including safety considerations** (6 marks)  
   - **D1:** Use safety goggles/safety screen to prevent injury to eyes from (moving) spring/load or use cushion/sand box in case load falls.  
   - **D2:** Keep \(t\) constant.  
   - **D3:** \(k = \frac{mg}{x}\) or \(k = \frac{F}{x}\).  
   - **D4:** Use of set square when taking measurements to determine extension of spring.  
   - **D5:** Repeat measurement of \(t\) along wire/spring and average.  
   - **D6:** Repeat measurement of diameter \(D\) of spring (to determine \(A\)) in different directions and average.  
   - **D7:** Use of \(A = \frac{\pi D^2}{4}\).  
   - **D8:** Method to ensure clamped rule to measure extension is vertical, e.g. correctly positioned set square indicated at right angles between the rule and the horizontal surface or plumb line shown in appropriate position.  
   - **D9:** Method to determine the density of the wire or additional detail on construction of coil.  
   - **D10:** Method to determine the mean diameter of the spring, e.g. subtract \(t\) from external diameter of spring.","1 A student investigates springs made of metal wire, as shown in Fig. 1.1.

\begin{figure}[h]
\centering
\caption{Fig. 1.1}
\begin{tikzpicture}
\draw (0,0) -- (2,0) node[midway, below] {cross-sectional area \(A\)};
\draw (1,0) -- (1,3) node[midway, right] {metal wire};
\end{tikzpicture}
\end{figure}

The student constructs several springs from wire of thickness \(t\). Each spring has a different cross-sectional area \(A\).  
The student investigates how the spring constant \(k\) varies with \(A\).  

It is suggested that the relationship between \(k\) and \(A\) is  
\[
k = \frac{\beta \rho t^4}{A^2 N}
\]  
where \(\rho\) is the density of the metal, \(N\) is the number of turns of wire on the spring and \(\beta\) is a constant.  

Design a laboratory experiment to test the relationship between \(k\) and \(A\).  
Explain how your results could be used to determine a value for \(\beta\).  

You should draw a diagram, on page 3, showing the arrangement of your equipment.  

In your account you should pay particular attention to:  
- the procedure to be followed  
- the measurements to be taken  
- the control of variables  
- the analysis of the data  
- any safety precautions to be taken."
