,Question,Mark Scheme,Response
238,"The switch S is opened and the plates lose their charge. Two very small metal spheres A and B joined by an insulating rod are placed between the metal plates as shown in Fig. 7.2.  (DIAGRAM)  Sphere A has charge –e and sphere B has charge +e, where e is the charge of a proton. The length AB is 15mm. The rod is supported at its centre C so that the rod is horizontal and in equilibrium. The switch S is then closed so that the potential difference of 1.2kV is applied across the plates.   There is a force acting on A due to the electric field between the plates. Show that this force is 4.8 × 10–15N. [2]  ",F = Ee  = 3 × 104 × 1.6 × 10–19 = 4.8 × 10–15 N C1 A1 [2],"The force \( F \) on a charged particle in an electric field is given by \( F = |q|E \), where \( |q| \) is the magnitude of the charge and \( E \) is the electric field strength. For sphere A, the charge is \( -e \), so \( |q| = e = 1.6 \times 10^{-19} \, \text{C} \). The electric field strength \( E \) between the plates is \( 3.0 \times 10^{4} \, \text{V/m} \) (as determined by the applied potential difference and plate separation, though the separation is not provided here).  

Substituting the values:  
\( F = (1.6 \times 10^{-19}) \times (3.0 \times 10^{4}) = 4.8 \times 10^{-15} \, \text{N} \).  

Thus, the force is \( 4.8 \times 10^{-15} \, \text{N} \)."
239,"The switch S is opened and the plates lose their charge. Two very small metal spheres A and B joined by an insulating rod are placed between the metal plates as shown in Fig. 7.2.  (DIAGRAM)  Sphere A has charge –e and sphere B has charge +e, where e is the charge of a proton. The length AB is 15mm. The rod is supported at its centre C so that the rod is horizontal and in equilibrium. The switch S is then closed so that the potential difference of 1.2kV is applied across the plates.   The insulating rod joining A and B is fixed in the position shown in Fig. 7.2. Calculate the torque of the couple acting on the rod.  torque = ........................ unit .................. [3]",couple = F × separation of charges   = 4.8 × 10–15 × 15 × 10–3 = 7.2 × 10–17 unit: N m or unit consistent with unit used for the separation C1 A1 B1 [3],"The torque on the rod is due to the couple formed by the forces acting on the charged spheres in the uniform electric field between the plates. The electric field strength \(E\) is determined by the potential difference \(V = 1.2 \, \text{kV} = 1200 \, \text{V}\) and the plate separation \(d = 4 \, \text{cm} = 0.04 \, \text{m}\) (as indicated in the diagram). Thus,  
\[ E = \frac{V}{d} = \frac{1200}{0.04} = 30000 \, \text{V/m}. \]  

The force on each sphere is given by \(F = |q| E\), where \(|q| = e = 1.60 \times 10^{-19} \, \text{C}\) (the elementary charge). For sphere A (charge \(-e\)) and sphere B (charge \(+e\)), the force magnitudes are equal:  
\[ F = (1.60 \times 10^{-19}) \times 30000 = 4.8 \times 10^{-15} \, \text{N}. \]  
The forces are opposite in direction (sphere A experiences a downward force, sphere B an upward force, assuming the electric field is downward).  

The two forces form a couple, and the torque \(\tau\) is calculated as the product of the force magnitude and the perpendicular distance between the lines of action. The separation between the spheres is \(15 \, \text{mm} = 0.015 \, \text{m}\), which is the perpendicular distance since the rod is horizontal and the electric field is vertical. Therefore,  
\[ \tau = F \times \text{separation} = (4.8 \times 10^{-15}) \times (0.015) = 7.2 \times 10^{-17} \, \text{N·m}. \]  

The unit of torque is newton meter (N·m).  

torque = \(7.2 \times 10^{-17}\) unit N·m"
240,"The switch S is opened and the plates lose their charge. Two very small metal spheres A and B joined by an insulating rod are placed between the metal plates as shown in Fig. 7.2.  (DIAGRAM)  Sphere A has charge –e and sphere B has charge +e, where e is the charge of a proton. The length AB is 15mm. The rod is supported at its centre C so that the rod is horizontal and in equilibrium. The switch S is then closed so that the potential difference of 1.2kV is applied across the plates.   The insulating rod is now released so that it is free to rotate about C. State and explain the position of the rod when it comes to rest. .................................................................... [2]",A at top/next to +ve plate B at bottom/next to −ve plate vertically aligned [could be shown on the diagram] forces are equal and opposite in same line / no resultant force and no resultant torque M1  A1 [2],"The rod will come to rest in a vertical position, with sphere A (charge –e) adjacent to the positive plate and sphere B (charge +e) adjacent to the negative plate.  

This occurs because the electric field between the plates is uniform and directed from the positive plate to the negative plate. Sphere A, being negatively charged, experiences an upward electrostatic force toward the positive plate. Sphere B, being positively charged, experiences a downward electrostatic force toward the negative plate. These forces are equal in magnitude (since |q| = e for both and E is uniform) but opposite in direction. When the rod becomes vertical, the forces align along the same straight line passing through the pivot point C. Consequently, there is no resultant force (as forces balance) and no resultant torque (as forces act collinearly with the pivot), resulting in rotational equilibrium."
241,A battery connected in series with a resistor R of resistance 5.0 Ω is shown in Fig. 6.1.  (DIAGRAM)  The electromotive force (e.m.f.) of the battery is 9.0V and the internal resistance is r. The potential difference (p.d.) across the battery terminals is 6.9V.Use energy considerations to explain why the p.d. across the battery is not equal to the e.m.f. of the battery. .................................................................... [2],e.m.f. = total energy available (per unit charge) some (of the available energy) is used/lost/wasted/given out in the internal resistance of the battery (hence p.d. available less than e.m.f.) B1  B1 [2],"The electromotive force (e.m.f.) of a battery represents the total energy per unit charge supplied by the battery when charge flows through the entire circuit. However, when current passes through the battery, some energy is dissipated internally due to its internal resistance. This energy loss per unit charge occurs as heat within the battery, reducing the energy available per unit charge at the external terminals. Consequently, the potential difference measured across the battery terminals (6.9 V) is less than the e.m.f. (9.0 V)."
242,"A battery connected in series with a resistor R of resistance 5.0 Ω is shown in Fig. 6.1.  (DIAGRAM)  The electromotive force (e.m.f.) of the battery is 9.0V and the internal resistance is r. The potential difference (p.d.) across the battery terminals is 6.9V.Calculate  the current in the circuit,  current = ......................................... A [2]",V = IR I = 6.9 / 5.0 = 1.4 (1.38) A C1 A1 [2],"The current in the circuit is determined using Ohm's law, which states that the potential difference (V) across a resistor is equal to the product of the current (I) flowing through it and its resistance (R). The equation is \( V = IR \).  

Given:  
- The potential difference across the external resistor R is 6.9 V.  
- The resistance of R is 5.0 Ω.  

Rearranging Ohm's law for current:  
\( I = \frac{V}{R} \)  

Substituting the values:  
\( I = \frac{6.9}{5.0} = 1.38 \, \text{A} \)  

The values 6.9 V and 5.0 Ω are both given to two significant figures, so the current should be reported to two significant figures. Rounding 1.38 A to two significant figures gives 1.4 A.  

current = **1.4** A"
243,A battery connected in series with a resistor R of resistance 5.0 Ω is shown in Fig. 6.1.  (DIAGRAM)  The electromotive force (e.m.f.) of the battery is 9.0V and the internal resistance is r. The potential difference (p.d.) across the battery terminals is 6.9V.Calculate  the internal resistance r.  r = ............................................. Ω  [2],r = lost volts / current   = (9– 6.9) / 1.38 = 1.5(2) Ω C1 A1 [2],"The internal resistance \( r \) of the battery can be determined using the relationship between the electromotive force (e.m.f.), terminal potential difference (p.d.), and the current in the circuit.  

The e.m.f. (\( E \)) is 9.0 V, and the terminal p.d. (\( V \)) is 6.9 V. The ""lost volts"" due to the internal resistance is the difference:  
\[
\text{lost volts} = E - V = 9.0 - 6.9 = 2.1 \, \text{V}.
\]  

This lost voltage is related to the current \( I \) and internal resistance \( r \) by:  
\[
\text{lost volts} = I \times r.
\]  

To find \( I \), use the terminal p.d. across the external resistor \( R \) (5.0 Ω):  
\[
V = I \times R \implies I = \frac{V}{R} = \frac{6.9}{5.0} = 1.38 \, \text{A}.
\]  

Substitute into the equation for lost volts:  
\[
r = \frac{\text{lost volts}}{I} = \frac{2.1}{1.38} = 1.52 \, \Omega.
\]  

Thus, the internal resistance is \( 1.52 \, \Omega \).  

**Final answer:**  
\[
\boxed{1.52}
\]"
244,"A battery connected in series with a resistor R of resistance 5.0 Ω is shown in Fig. 6.1.  (DIAGRAM)  The electromotive force (e.m.f.) of the battery is 9.0V and the internal resistance is r. The potential difference (p.d.) across the battery terminals is 6.9V.Calculate, for the battery in the circuit,  the total power produced,  power = ............................................ W [2]",P = EI (not P = VI if only this line given or 9 V not used in second line)    = 9 × 1.38 = 12 (12.4) W C1 A1 [2],"The total power produced by the battery is calculated using the formula \( P = EI \), where \( E \) is the electromotive force (e.m.f.) and \( I \) is the current in the circuit. This formula gives the total power supplied by the battery to the entire circuit, including both the external resistor and the internal resistance.  

First, determine the current \( I \). The terminal potential difference (p.d.) across the battery is given as 6.9 V, which is the voltage across the external resistor \( R \) (5.0 Ω). Using Ohm's law:  
\[ I = \frac{V}{R} = \frac{6.9}{5.0} = 1.38 \, \text{A} \]  

Now, substitute the values into the power formula:  
\[ P = E \times I = 9.0 \times 1.38 = 12.42 \, \text{W} \]  
Rounding to three significant figures (consistent with the precision of the input values), the result is 12.4 W.  

power = **12.4** W"
245,"A battery connected in series with a resistor R of resistance 5.0 Ω is shown in Fig. 6.1.  (DIAGRAM)  The electromotive force (e.m.f.) of the battery is 9.0V and the internal resistance is r. The potential difference (p.d.) across the battery terminals is 6.9V.Calculate, for the battery in the circuit,  the efficiency.  efficiency = ........................................ [2]",efficiency = output power / total power  = VI / EI = 6.9 / 9 or (9.52) / (12.4) = 0.767 / 76.7% C1 A1 [2],"The efficiency of the battery is defined as the ratio of the useful output power to the total power supplied by the battery. The output power is the power delivered to the external circuit, given by \( P_{\text{output}} = V \times I \), where \( V \) is the terminal potential difference and \( I \) is the current. The total power supplied by the battery is \( P_{\text{total}} = \mathcal{E} \times I \), where \( \mathcal{E} \) is the electromotive force (e.m.f.).  

Therefore, efficiency \( \eta = \frac{P_{\text{output}}}{P_{\text{total}}} = \frac{V \times I}{\mathcal{E} \times I} = \frac{V}{\mathcal{E}} \), as the current \( I \) cancels out.  

Given:  
- Terminal potential difference, \( V = 6.9 \, \text{V} \)  
- E.m.f., \( \mathcal{E} = 9.0 \, \text{V} \)  

Substituting the values:  
\[ \eta = \frac{6.9}{9.0} = 0.7666\ldots \]  
Rounding to three significant figures, \( \eta = 0.767 \).  

efficiency = **0.767**"
246,"A circuit used to measure the power transfer from a battery is shown in Fig. 4.1. The power is transferred to a variable resistor of resistance R.  (DIAGRAM)  The battery has an electromotive force (e.m.f.) E and an internal resistance r. There is a potential difference (p.d.) V across R. The current in the circuit is І.By reference to the circuit shown in Fig. 4.1, distinguish between the definitions of e.m.f. and p.d. ........................................................................ [3]",e.m.f. = chemical energy to electrical energy p.d. = electrical energy to thermal energy idea of per unit charge M1 M1 A1 [3],"In the circuit, the electromotive force (e.m.f.) \(E\) of the battery represents the energy transferred per unit charge from chemical energy within the battery to electrical energy in the circuit. This occurs during the battery's internal reactions, providing the initial energy to drive the current.  

Conversely, the potential difference (p.d.) \(V\) across the variable resistor \(R\) is defined as the energy transferred per unit charge from electrical energy to thermal energy (heat) within the resistor. This conversion happens due to collisions between charge carriers and the resistor's atomic lattice as current flows through it.  

Thus, while e.m.f. quantifies energy conversion *into* electrical form per unit charge at the source, p.d. quantifies energy conversion *from* electrical form per unit charge at a specific component (here, the resistor \(R\))."
247,"A circuit used to measure the power transfer from a battery is shown in Fig. 4.1. The power is transferred to a variable resistor of resistance R.  (DIAGRAM)  The battery has an electromotive force (e.m.f.) E and an internal resistance r. There is a potential difference (p.d.) V across R. The current in the circuit is І.Using Kirchhoff's second law, determine an expression for the current І in the circuit. [1]  ",E = I (R +r) or I = E / (R +r)  (any subject) B1 [1],"To determine the current \(I\) in the circuit using Kirchhoff's second law, consider the closed loop containing the battery and resistors. Kirchhoff's second law states that the sum of the electromotive forces (e.m.f.) in a loop equals the sum of the potential differences (p.d.).  

The battery provides an e.m.f. \(E\). The potential differences in the loop are:  
- The p.d. across the internal resistance \(r\), given by \(I \times r\).  
- The p.d. across the variable resistor \(R\), given by \(I \times R\) (which is also \(V\)).  

Thus, the equation for the loop is:  
\[ E = I r + I R \]  

Factorizing the right side:  
\[ E = I (R + r) \]  

Solving for the current \(I\):  
\[ I = \frac{E}{R + r} \]  

This expression relates the current \(I\) to the e.m.f. \(E\), the internal resistance \(r\), and the load resistance \(R\)."
248,"A circuit used to measure the power transfer from a battery is shown in Fig. 4.1. The power is transferred to a variable resistor of resistance R.  (DIAGRAM)  The battery has an electromotive force (e.m.f.) E and an internal resistance r. There is a potential difference (p.d.) V across R. The current in the circuit is І.The variation with current І of the p.d. V across R is shown in Fig. 4.2.  (DIAGRAM)  Use Fig. 4.2 to determine   the e.m.f. E,   E = ............................................ V [1]",E = 5.8V  B1 [1],"The electromotive force (e.m.f.) \(E\) of the battery is the terminal potential difference when no current flows through the circuit (open circuit). This corresponds to the y-intercept of the \(V\)-vs-\(I\) graph in Fig. 4.2. By extrapolating the line to where the current \(I = 0\), the voltage \(V\) is observed to be **5.8 V**. Thus, \(E = 5.8 \, \text{V}\)."
249,A circuit used to measure the power transfer from a battery is shown in Fig. 4.1. The power is transferred to a variable resistor of resistance R.  (DIAGRAM)  The battery has an electromotive force (e.m.f.) E and an internal resistance r. There is a potential difference (p.d.) V across R. The current in the circuit is І.The variation with current І of the p.d. V across R is shown in Fig. 4.2.  (DIAGRAM)  Use Fig. 4.2 to determine   the internal resistance r.   r = ............................................ Ω [2],evidence of gradient calculation or calculation with values from graph e.g. 5.8 = 4 + 1.0 × r  r = 1.8Ω  C1 A1 [2],"The internal resistance \( r \) of the battery can be determined using the voltage-current graph (Fig. 4.2). The circuit equation is \( V = E - I r \), where \( E \) is the e.m.f. (the voltage when current \( I = 0 \)) and \( V \) is the potential difference across the resistor \( R \) at a given current \( I \).  

From Fig. 4.2:  
- When \( I = 0 \), \( V = 5.8 \, \text{V} \), so \( E = 5.8 \, \text{V} \).  
- At \( I = 1.0 \, \text{A} \), \( V = 4.0 \, \text{V} \).  

Substitute into the equation:  
\[ E = V + I r \]  
\[ 5.8 = 4.0 + (1.0) \times r \]  
Rearrange to solve for \( r \):  
\[ r = \frac{5.8 - 4.0}{1.0} = 1.8 \, \Omega \]  

Alternatively, using the gradient of the line:  
- The gradient \( = \frac{\Delta V}{\Delta I} = \frac{4.0 - 5.8}{1.0 - 0} = -1.8 \, \text{V/A} \).  
- Since \( r = -\text{gradient} \) (from \( V = E - I r \)),  
\[ r = -(-1.8) = 1.8 \, \Omega \]  

Thus, the internal resistance is \( 1.8 \, \Omega \).  

**Final Answer**  
\[ \boxed{1.8} \]"
250,"A circuit used to measure the power transfer from a battery is shown in Fig. 4.1. The power is transferred to a variable resistor of resistance R.  (DIAGRAM)  The battery has an electromotive force (e.m.f.) E and an internal resistance r. There is a potential difference (p.d.) V across R. The current in the circuit is І.  Using data from Fig. 4.2, calculate the power transferred to R for a current of 1.6 A.  power = ........................................... W [2]",P = VI P = 2.9 × 1.6 = 4.6 (4.64)W C1 A1 [2],"The power transferred to the resistor \(R\) is given by the formula \(P = VI\), where \(V\) is the potential difference across \(R\) and \(I\) is the current through it. This formula is used because power dissipation in a resistor is the rate at which electrical energy is converted to heat or other forms, directly calculable from the voltage and current.  

From Fig. 4.2, when the current \(I = 1.6 \, \text{A}\), the corresponding potential difference \(V\) across \(R\) is \(2.9 \, \text{V}\). Substituting these values:  
\[ P = 2.9 \times 1.6 = 4.64 \, \text{W} \]  
Rounded to two significant figures (consistent with the precision of \(V\) and \(I\)), the power is \(4.6 \, \text{W}\).  

power = **4.6** W"
251,A circuit used to measure the power transfer from a battery is shown in Fig. 4.1. The power is transferred to a variable resistor of resistance R.  (DIAGRAM)  The battery has an electromotive force (e.m.f.) E and an internal resistance r. There is a potential difference (p.d.) V across R. The current in the circuit is І.  Use your answers from (c)(i) and (d)(i) to calculate the efficiency of the battery for a current of 1.6 A.  efficiency = ........................................... % [2],power from battery = 1.6 × 5.8 = 9.28 or efficiency = VI / EI efficiency = (4.64 / 9.28) × 100 = 50 % or (2.9 / 5.8) × 100 = 50% C1 A1 [2],"The efficiency of the battery is defined as the ratio of the useful power output (delivered to the load resistor \(R\)) to the total power input (supplied by the battery), expressed as a percentage. This is calculated using the formula:  
\[
\text{efficiency} = \left( \frac{\text{useful power}}{\text{total power}} \right) \times 100\% = \left( \frac{V \cdot I}{E \cdot I} \right) \times 100\% = \left( \frac{V}{E} \right) \times 100\%,
\]  
where \(V\) is the potential difference across the load resistor \(R\), \(E\) is the electromotive force (e.m.f.) of the battery, and \(I\) is the current in the circuit.  

From previous parts of the question, for a current \(I = 1.6  \text{A}\):  
- The e.m.f. \(E = 5.8  \text{V}\),  
- The p.d. across \(R\), \(V = 2.9  \text{V}\).  

Substituting these values:  
\[
\text{efficiency} = \left( \frac{2.9}{5.8} \right) \times 100\% = 0.5 \times 100\% = 50\%.
\]  

Alternatively, calculate the powers:  
- Total power supplied by the battery: \(E \cdot I = 5.8 \times 1.6 = 9.28  \text{W}\),  
- Useful power delivered to \(R\): \(V \cdot I = 2.9 \times 1.6 = 4.64  \text{W}\).  
Then:  
\[
\text{efficiency} = \left( \frac{4.64}{9.28} \right) \times 100\% = 0.5 \times 100\% = 50\%.
\]  

Both methods confirm the efficiency is 50%.  

efficiency = **50** %"
252,Define electrical resistance. ..................................................................... [1],resistance = potential difference / current B1 [1],"Electrical resistance is defined as the ratio of the potential difference (voltage) across a conductor to the current flowing through it, for a given conductor at a constant temperature. It quantifies how much the conductor opposes the flow of electric charge.  

**Resistance = Potential Difference / Current**  "
253,A circuit is set up to measure the resistance R of a metal wire. The potential difference (p.d.) V across the wire and the current І in the wire are to be measured.  Draw a circuit diagram of the apparatus that could be used to make these measurements. [3]  ,metal wire in series with power supply and ammeter voltmeter in parallel with metal wire rheostat in series with power supply or potential divider arrangement  or variable power supply B1 B1  B1 [3],"To measure the resistance of a metal wire, a circuit is set up as follows:  

(DIAGRAM:  
Begin with a power supply (e.g., a battery or DC source). Connect one terminal of the power supply to a rheostat (variable resistor). Attach the other end of the rheostat to an ammeter. Connect the ammeter to one end of the metal wire (labeled as resistance \(R\)). Link the opposite end of the wire back to the power supply to complete the series loop. Finally, connect a voltmeter directly across the metal wire: attach one voltmeter lead to the junction between the ammeter and the wire, and the other lead to the wire’s return path to the power supply. This ensures the voltmeter measures the potential difference exclusively across \(R\) while the ammeter reads the current through it.  
)  

**Key principles**:  
- The **ammeter** is in **series** with the wire to measure current \(I\) flowing through it.  
- The **voltmeter** is in **parallel** with the wire to measure the potential difference \(V\) across it.  
- The **rheostat** (or a variable power supply/potential divider) allows adjustment of current to collect multiple \(V\) and \(I\) readings for accurate resistance calculation via \(R = V/I\)."
254,"A circuit is set up to measure the resistance R of a metal wire. The potential difference (p.d.) V across the wire and the current І in the wire are to be measured.  Readings for p.d. V and the corresponding current І are obtained. These are shown in Fig. 2.1.  (DIAGRAM)  Explain how Fig. 2.1 indicates that the readings are subject to 1. a systematic uncertainty,     ............................................................. [1] 2. random uncertainties.     ............................................................. [1]",1. intercept on graph B1 [1] 2. scatter of readings about the best fit line B1 [1],"The graph in Fig. 2.1 shows a linear relationship between potential difference \(V\) and current \(I\), as expected for a metal wire obeying Ohm's law (\(V = IR\)). However, two types of uncertainties are evident:  

1. **Systematic uncertainty** is indicated by the **non-zero intercept** of the best-fit line. If the measurements were free from systematic error, the line would pass through the origin (\(V = 0\) when \(I = 0\)). An intercept (either on the \(V\)-axis or \(I\)-axis) suggests a consistent offset, such as an unaccounted voltage in the circuit (e.g., due to internal resistance of the power supply) or a calibration error in the measuring instruments.  

2. **Random uncertainties** are indicated by the **scatter of individual data points around the best-fit line**. If measurements were perfectly precise, all points would lie exactly on the line. The observed scatter arises from unpredictable variations, such as fluctuations in the power supply, minor temperature changes affecting resistance, or limitations in reading the voltmeter/ammeter scales.  

---  
**Answer Summary**:  
1. Systematic uncertainty: Intercept on the graph.  
2. Random uncertainties: Scatter of readings."
255,A circuit is set up to measure the resistance R of a metal wire. The potential difference (p.d.) V across the wire and the current І in the wire are to be measured.  Use data from Fig. 2.1 to determine R. Explain your working.  R = ............................................. Ω [3],correction for zero error explained use of V and corrected І values from graph resistance = V / І = 22.(2)Ω [e.g. 4.0 / 0.18] B1 C1 A1 [3],"To determine the resistance \( R \) of the metal wire, we first address the zero error in the current measurement. From Fig. 2.1, when the potential difference (p.d.) is zero, the current reading is not zero but shows a value of 0.02 A. This indicates a zero error, meaning all current measurements are offset by this amount. Therefore, we subtract 0.02 A from each measured current value to obtain the corrected current.

Next, we use the graph to select a data point. At a p.d. of 4.0 V, the measured current is 0.20 A. After correcting for the zero error, the actual current \( I \) is \( 0.20  \text{A} - 0.02  \text{A} = 0.18  \text{A} \).  

Using Ohm's law, \( R = \frac{V}{I} \), we substitute the values:  
\[
R = \frac{4.0  \text{V}}{0.18  \text{A}} = 22.2  \Omega.
\]

This calculation accounts for the zero error and uses the corrected current to ensure accuracy.  

**R = 22.2 Ω**"
256,"In another experiment, a value of R is determined from the following data: Current І = 0.64 ± 0.01 A and p.d. V = 6.8 ± 0.1 V. Calculate the value of R, together with its uncertainty. Give your answer to an appropriate number of significant figures.  R = ..................... ± .................... Ω [3]",R = 6.8 / 0.64 = 10.625 %R = %V + %І  = (0.1 / 6.8) × 100 + (0.01 / 0.64) × 100  = 1.47% + 1.56% ∆R = 0.0303 × 10.625 = 0.32Ω R = 10.6 ± 0.3 Ω C1   C1  A1 [3],"To calculate the resistance \( R \) from the given current \( I = 0.64 \pm 0.01 \, \text{A} \) and potential difference \( V = 6.8 \pm 0.1 \, \text{V} \), use Ohm's law:  
\[ R = \frac{V}{I} \]  
Substituting the values:  
\[ R = \frac{6.8}{0.64} = 10.625 \, \Omega \]  

The uncertainty in \( R \) is found using the formula for the fractional uncertainty in division:  
\[ \frac{\Delta R}{R} = \frac{\Delta V}{V} + \frac{\Delta I}{I} \]  
where \( \Delta V = 0.1 \, \text{V} \) and \( \Delta I = 0.01 \, \text{A} \).  
First, calculate the fractional uncertainties:  
\[ \frac{\Delta V}{V} = \frac{0.1}{6.8} = 0.0147 \]  
\[ \frac{\Delta I}{I} = \frac{0.01}{0.64} = 0.0156 \]  
Add these:  
\[ \frac{\Delta R}{R} = 0.0147 + 0.0156 = 0.0303 \]  
Now find the absolute uncertainty:  
\[ \Delta R = R \times 0.0303 = 10.625 \times 0.0303 = 0.322 \, \Omega \]  

Round \( \Delta R \) to one significant figure: \( 0.3 \, \Omega \).  
Round \( R \) to match the decimal place of the uncertainty (one decimal place): \( 10.6 \, \Omega \).  
Thus, \( R = 10.6 \pm 0.3 \, \Omega \).  

**Final answer:**  
\[ \boxed{R = 10.6 \pm 0.3 \, \Omega} \]"
257,Distinguish between potential difference (p.d.) and electromotive force (e.m.f.) in terms of energy transformations. ........................................................................[2], B1 [2]  B1,"Electromotive force (e.m.f.) is the energy converted from a non-electrical form (such as chemical or mechanical energy) into electrical energy per unit charge within a source like a battery or generator. Conversely, potential difference (p.d.) is the energy transferred from electrical energy to other forms (such as heat or light) per unit charge when charge passes through a circuit component like a resistor or lamp.  

*(Note: This distinction satisfies the two mark points: (1) e.m.f. as energy converted *to* electrical per charge in a source, and (2) p.d. as energy transferred *from* electrical per charge in a component.)*"
258,"Two cells A and B are connected in series with a resistor R of resistance 5.5 Ω, as shown in Fig. 4.1.  (DIAGRAM)  Cell A has e.m.f. 4.4 V and internal resistance 2.3 Ω. Cell B has e.m.f. 2.1 V and internal resistance 1.8 Ω.   State Kirchhoff's second law.  ................................................................ [1]",sum of e.m.f.s (in a closed circuit) = sum of potential differences B1 [1],"Kirchhoff's second law states that around any closed loop in an electrical circuit, the algebraic sum of the electromotive forces (e.m.f.s) is equal to the algebraic sum of the potential differences across all components. This principle arises from the conservation of energy, as the total energy supplied by sources (e.m.f.) must equal the total energy dissipated by resistive elements (potential differences) in a complete loop.  

*[Answer satisfies the 1-mark requirement by concisely stating the law and its physical basis, aligning with the mark scheme's wording while expanding for clarity.]*"
259,"Two cells A and B are connected in series with a resistor R of resistance 5.5 Ω, as shown in Fig. 4.1.  (DIAGRAM)  Cell A has e.m.f. 4.4 V and internal resistance 2.3 Ω. Cell B has e.m.f. 2.1 V and internal resistance 1.8 Ω.   Calculate the current in the circuit.   current = ............................................. A [2]",4.4 – 2.1 = I × (1.8 + 5.5 + 2.3) I = 0.24 A M1 A1 [2],"The current in the circuit is determined using the net electromotive force (e.m.f.) and the total resistance. The cells are connected in series but oppose each other because their e.m.f.s act in opposite directions. Therefore, the net e.m.f. is the difference between the e.m.f. of cell A and cell B:  
\( 4.4  \text{V} - 2.1  \text{V} = 2.3  \text{V} \).  

The total resistance includes the internal resistances of both cells and the external resistor \( R \), all in series:  
\( 2.3  \Omega \, (\text{cell A}) + 1.8  \Omega \, (\text{cell B}) + 5.5  \Omega \, (R) = 9.6  \Omega \).  

Using Ohm's law \( I = \frac{\text{net e.m.f.}}{\text{total resistance}} \):  
\( I = \frac{2.3}{9.6} = 0.2396  \text{A} \), which rounds to \( 0.24  \text{A} \) (to 2 significant figures, as appropriate for the input values).  

current = **0.24** A"
260,"Two cells A and B are connected in series with a resistor R of resistance 5.5 Ω, as shown in Fig. 4.1.  (DIAGRAM)  Cell A has e.m.f. 4.4 V and internal resistance 2.3 Ω. Cell B has e.m.f. 2.1 V and internal resistance 1.8 Ω.   On Fig. 4.1, draw an arrow to show the direction of the current in the circuit. Label this arrow I. [1]  ",arrow (labelled) I shown anticlockwise A1 [1],"The direction of current in a series circuit is determined by the net electromotive force (e.m.f.). Here, the e.m.f. of cell A (4.4 V) exceeds that of cell B (2.1 V), resulting in a net e.m.f. driving current from the positive terminal of cell A toward cell B.  

(DIAGRAM: On Fig. 4.1, draw a single arrow along the circuit loop in the **anticlockwise** direction, passing through both cells and resistor R. Ensure the arrow is clearly labeled ""I"".)  

This anticlockwise direction aligns with the net e.m.f. driving current from cell A’s higher potential, through the external circuit, and back to cell A via cell B."
261,"Two cells A and B are connected in series with a resistor R of resistance 5.5 Ω, as shown in Fig. 4.1.  (DIAGRAM)  Cell A has e.m.f. 4.4 V and internal resistance 2.3 Ω. Cell B has e.m.f. 2.1 V and internal resistance 1.8 Ω.   Calculate 1. the p.d. across resistor R,      p.d. = ............................................. V [1] 2. the terminal p.d. across cell A,      p.d. = ............................................. V [1] 3. the terminal p.d. across cell B.      p.d. = ............................................. V [2]",1. V = I × R = 0.24 × 5.5 = 1.3(2)V A1 [1] 2. VA = 4.4 – (I × 2.3) = 3.8(5)V A1 [1] 3. either VB = 2.1 + (I × 1.8) or  VB = 3.8 – 1.3     = 2.5(3)V C1 A1 [2],"To solve this problem, we analyze the series circuit with two cells (A and B) and a resistor (R). The cells have opposing polarities, meaning their electromotive forces (e.m.f.s) subtract. Cell A (e.m.f. = 4.4 V, internal resistance = 2.3 Ω) drives current counterclockwise, while cell B (e.m.f. = 2.1 V, internal resistance = 1.8 Ω) opposes it. The net e.m.f. is \(4.4 - 2.1 = 2.3 \, \text{V}\). The total resistance is the sum of all resistances: \(2.3 + 1.8 + 5.5 = 9.6 \, \Omega\). Using Ohm's law, the current \(I\) is:  
\[
I = \frac{\text{net e.m.f.}}{\text{total resistance}} = \frac{2.3}{9.6} = 0.24 \, \text{A}.
\]  

1. **p.d. across resistor R**:  
   The potential difference (p.d.) is calculated using Ohm's law:  
   \[
   V_R = I \times R = 0.24 \times 5.5 = 1.32 \, \text{V}.
   \]  
   \[
   \boxed{1.32}
   \]  

2. **Terminal p.d. across cell A**:  
   For a discharging cell (supplying energy), the terminal p.d. is the e.m.f. minus the voltage drop across its internal resistance:  
   \[
   V_A = \varepsilon_A - I \times r_A = 4.4 - (0.24 \times 2.3) = 4.4 - 0.552 = 3.85 \, \text{V}.
   \]  
   \[
   \boxed{3.85}
   \]  

3. **Terminal p.d. across cell B**:  
   Cell B is being charged (receiving energy), so the terminal p.d. is its e.m.f. plus the voltage drop across its internal resistance:  
   \[
   V_B = \varepsilon_B + I \times r_B = 2.1 + (0.24 \times 1.8) = 2.1 + 0.432 = 2.53 \, \text{V}.
   \]  
   Alternatively, using conservation of energy in the loop:  
   \[
   V_B = V_A - V_R = 3.85 - 1.32 = 2.53 \, \text{V}.
   \]  
   \[
   \boxed{2.53}
   \]  

**Summary**:  
- Current \(I = 0.24 \, \text{A}\) flows counterclockwise.  
- Resistor p.d. \(V_R = 1.32 \, \text{V}\).  
- Cell A terminal p.d. \(V_A = 3.85 \, \text{V}\) (discharging).  
- Cell B terminal p.d. \(V_B = 2.53 \, \text{V}\) (charging)."
