,Question,Mark Scheme
247,"The diagram shows a rectangular metal sheet close to two rulers.

What is the area of the metal sheet?

700 cm2
875 cm2
900 cm2
1125 cm2",A
248,"A radium nucleus with nucleon number 226 decays by emitting an α-particle.
The proton number of radium is 88.
What are the nucleon number and proton number for the nucleus produced by this decay?



 
nucleon number
proton number


A
222
86


B
222
87


C
226
86


D
226
87",A
249,"Which statement about γ-radiation is correct?

It consists of very small charged particles.
It is a form of electromagnetic radiation.
It is less penetrating than β-radiation.
It is more highly ionising than α-radiation.",B
250,"What is nuclear fission?

the merging of two nuclei to create a heavier nucleus
the process by which electrons are removed from an atom
the process by which stars generate energy
the splitting of a nucleus to create two smaller nuclei",D
251,"A conductor carrying a current is placed in a magnetic field.
In which direction does the force on the conductor act?",A
252,"α-particles are directed at a metal foil.
Most of the particles pass through the foil with little change in direction.
A small proportion of the particles are scattered back through large angles.
What does this evidence suggest about the structure of an atom?

It consists of a charged centre much smaller than the size of the atom and with little of the mass of the atom.
It consists of a negative charge the size of the atom containing small positive charges scattered through it.
It consists of a charged centre much smaller than the size of the atom but with most of the mass of the atom.
It consists of a positive charge the size of the atom containing small negative charges scattered through it.",C
253,"A simple wiring diagram for an electric cooker is shown.

Why is there a wire connecting the metal case of the cooker to earth?

It improves the efficiency of the cooker.
It prevents the metal case from becoming too hot when the cooker is left on.
It reduces the risk of an electric shock if the live wire touches the metal case.
The electric cooker will not switch on without it.",C
254,"The combination of logic gates shown has two inputs and one output.

Which single logic gate is equivalent to this combination?

AND
NOR
NOT
OR",B
255,"A student is designing a lighting circuit for a dolls' house. He sets up two different circuits.
Each circuit contains a 12V power supply and three identical lamps.
Each lamp is designed to operate at normal brightness when connected individually to a 12V supply.

Which statement is correct?

In circuit 1, each of the lamps is at normal brightness.
In circuit 1, if one lamp fails, the other lamps remain lit.
In circuit 2, if one lamp fails, the other lamps remain lit.
In circuit 2, the current from the power supply is less than in circuit 1.",C
256,"A 12 V battery is connected to a combination of 2.0 Ω resistors as shown.

What is the current in the battery?

1.5 A
2.0 A
4.0 A
6.0 A",C
257,"A lamp is to be connected in a circuit so that the potential difference (p.d.) across it can be varied from 0 to 6V.
Which circuit would be most suitable?",B
258,"The diagram shows a circuit including a lamp, an electric bell and three switches S1, S2 and S3.
The lamp and bell are not faulty.

The bell is ringing but the lamp is not lit.
Which switches are closed?

S1 only
S1 and S2 only
S1 and S3 only
S1, S2 and S3",C
259,"Two wires X and Y are made from the same metal and have the same resistance.
Which row identifies a possible pair of values for X and for Y?



 
length of X/cm
diameter of X/mm
length of Y/cm
diameter of Y/mm


A
50
0.40
200
0.10


B
50
0.40
200
0.20


C
50
0.40
200
0.80


D
50
0.40
200
1.60",C
260,"A cell has an electromotive force (e.m.f.) of 1.5V.
What does this statement mean?

The cell converts 1.0J of energy when driving 1.5C of charge round a complete circuit.
The cell converts 1.5J of energy when driving 1.0C of charge round a complete circuit.
The cell converts 1.5J of energy per second when driving 1.0C of charge round a complete circuit.
The cell converts 1.5W of power when driving 1.0C of charge round a complete circuit.",B
261,"Diagram 1 shows two thin,uncharged strips of plastic.
Diagram 2 shows the same strips after they have been rubbed with a dry cloth.

Which row describes the charge on the strips after rubbing, and the force between the strips after rubbing?



 
charge on strips
force between strips


A
opposite
attraction


B
opposite
repulsion


C
the same
attraction


D
the same
repulsion",D
262,"A metal bar is placed inside a current-carrying coil, as shown in diagram 1.
There is a small current in the coil. The bar holds a few nails, as shown in diagram 2.

When there is no current in the coil, the nails drop off.
Which row is correct?



 
metal from whichthe bar is made
effect of a largercurrent in the coil


A
soft iron
it makes no difference


B
soft iron
the bar holds more nails


C
steel
it makes no difference


D
steel
the bar holds more nails",B
263,"A pulse of sound is produced at the bottom of a boat. The sound travels through the water and is reflected from a shoal of fish. The sound reaches the boat again after 1.2s. The speed of sound in the water is 1500 m/s.

How far below the bottom of the boat is the shoal of fish?

450 m
900 m
1800 m
3600 m",B
264,"An eclipse of the Sun happens when the Moon comes between the Earth and the Sun.
Which statement is correct?

Infra-red radiation from the Sun disappears before visible light and ultra-violet radiation.
Ultra-violet radiation from the Sun disappears before visible light and infra-red radiation.
Visible light from the Sun disappears before ultra-violet radiation and infra-red radiation.
Infra-red radiation, ultra-violet radiation and visible light from the Sun all disappear at the same moment.",D
265,"A beam of light passes through a vacuum and then enters a liquid. The diagram shows the path it takes.

The light travels through the vacuum at a speed of 3.0 × 108m/s.
What is the speed of light in the liquid?

1.9 × 108 m/s
2.0 × 108 m/s
4.6 × 108 m/s
4.8 × 108 m/s",B
266,"Which conditions are necessary for light to be totally internally reflected?



 
the incident light is in
angle of incidence


A
the less dense medium
less than the critical angle


B
the less dense medium
greater than the critical angle


C
the more dense medium
less than the critical angle


D
the more dense medium
greater than the critical angle",D
267,"Sound travels through air at a speed of 340m/s. A source generates sound waves at a frequency of 1.2 kHz.
What is the wavelength of the sound waves?

0.28 m
3.5 m
280 m
410 m",A
268,"When water waves pass through a gap they diffract.
The diagrams show wavefronts approaching a narrow gap.
In which diagram will the diffraction be least?",C
269,"The metal surface of a kettle is hot.
What happens to the cool air outside the kettle when it comes into contact with the hot kettle?

The density of the air decreases and the air falls.
The density of the air decreases and the air rises.
The density of the air increases and the air falls.
The density of the air increases and the air rises.",B
270,"Why does a metal rod conduct thermal energy much better than a similar-sized plastic rod?

The molecules in the plastic are much closer together than the atoms in the metal.
The molecules in the plastic are much larger than the atoms in the metal.
The molecules in the plastic are much more tightly held together than the atoms in the metal.
The molecular structure in the plastic contains no free electrons, but the metal has free electrons.",D
271,"100g of water at 25°C is poured into an insulating cup. 50g of ice at 0°C is added to the water. The water is stirred until the temperature of the water has fallen to 0°C.
18g of ice remains unmelted.
The specific heat capacity of water is 4.2J/g °C.
Which value does this experiment give for the specific latent heat of fusion of ice?

210 J/g
330 J/g
580 J/g
770 J/g",B
272,"A night storage heater contains a large block of material that is heated electrically during the night. During the day the block cools down, releasing thermal energy into the room.

Which thermal capacity and which night-time temperature increase will cause the most energy to be stored by the block?



 
thermal capacityof block
night-timetemperature increase


A
large
large


B
large
small


C
small
large


D
small
small",A
273,"Water in a beaker evaporates when it is left on a bench for a period of time.
Increasing the surface area and increasing the temperature of the water each change the rate of evaporation.
Which row is correct?



 
increasing the surface area
increasing the temperature


A
rate of evaporation decreases
rate of evaporation decreases


B
rate of evaporation decreases
rate of evaporation increases


C
rate of evaporation increases
rate of evaporation decreases


D
rate of evaporation increases
rate of evaporation increases",D
274,"The diagram shows a stone suspended on a string under the surface of a liquid. The stone experiences a pressure caused by the liquid.

What would increase the pressure on the stone?

decreasing the surface area of the stone
increasing the mass of the stone
lowering the stone deeper into the liquid
using a liquid with a lower density",C
275,"A box is pulled along a floor by a force of 3.0N.
The friction acting on the box is 1.0N, as shown.

How much kinetic energy does the box gain in moving 2.0 m?

2.0 J
4.0 J
6.0 J
8.0 J",B
276,"A machine is very efficient.
What does this mean?

It produces a large amount of power.
It uses very little energy.
It wastes very little energy.
It works very quickly.",C
277,"An object is in free fall. The change in gravitational potential energy of the body depends upon its mass m, the change in height ∆h and the gravitational field strength g.
What is the correct expression for the change in gravitational potential energy?

gm∆h",A
278,"How is momentum p calculated in terms of the mass m of a body and its velocity v, and what type of quantity is p?



 
equation
type of quantity


A
p = m × v
scalar


B
p = m × v
vector


C

scalar


D

vector",B
279,"A beam of weight 6.0N is suspended from two strings P and Q.
String P is 30cm from the left-hand end of the beam, as shown. String Q is not shown.

The tension in string P is 2.0N.
What is the tension in string Q and where is it attached so that the beam is in equilibrium?

4.0N at 10.0cm from the left-hand end
4.0N at 15.0cm from the left-hand end
6.0N at 10.0cm from the left-hand end
8.0N at 7.5cm from the left-hand end",B
280,"A car is driven from rest on a long straight road. The car engine exerts a constant driving force.
The diagram shows the horizontal forces acting on the car. The resistive forces are proportional to the speed of the car.

Why does the car eventually reach a maximum speed?

The resistive forces decrease to make the acceleration of the car negative.
The resistive forces decrease to make the acceleration of the car zero.
The resistive forces increase to make the acceleration of the car negative.
The resistive forces increase to make the acceleration of the car zero.",D
281,"An experiment is carried out to determine the spring constant for a spring that obeys Hooke's law.
A load is hung from the spring and the extension of the spring is measured.
Which calculation is used to calculate the spring constant?",D
282,"X, Y and Z are three regularly shaped solid objects.
Their dimensions and masses are shown in the diagrams.

Which objects have the same density?

X, Y and Z
X and Y only
X and Z only
Y and Z only",C
283,"On Earth, a spring stretches by 5.0cm when a mass of 3.0kg is suspended from one end.
The gravitational field strength on the Moon is  of that on Earth.
Which mass, on the Moon, would stretch the spring by the same extension?

0.50 kg
3.0 kg
5.0 kg
18 kg",D
284,"A heavy metal ball falls vertically downwards through air past four equally spaced levels J, K, L and M.

The times taken to fall from one level to the next are measured.
Where is the speed of the ball greatest and which time is shortest?



 
speed isgreatest between
time isshortest between


A
J and K
J and K


B
J and K
L and M


C
L and M
J and K


D
L and M
L and M",D
285,"A brass ball and a feather are released at the same time.
On Earth, the ball reaches the ground first.
On the Moon, they reach the ground at the same time.
What is the explanation for this?

Both weigh the same on the Moon.
Both weigh less on the Moon.
There is a greater air resistance on the Moon.
There is no air resistance on the Moon.",D
286,"Which quantity can be measured directly using a micrometer screw gauge?

the area of a sheet of paper
the mass of a sheet of paper
the thickness of a sheet of paper
the volume of a sheet of paper",C
287,"An experiment is done to measure the radiation from a radioactive source that has a half-life of 10 minutes.
The source is placed close to a detector that is connected to a counter, as shown.

The average background count-rate is 20 counts/minute.
At the start of the experiment, the count-rate recorded by the counter is 1000 counts/minute.
What is the count-rate 10 minutes later?

490 counts/minute
500 counts/minute
510 counts/minute
530 counts/minute",C
288,"The chemical symbol for uranium is U. The equation represents the radioactive decay of uranium-235.

What are the numbers x and y?



 
x
y


A
231
94


B
231
90


C
239
94


D
239
90",B
289,"Which observation provides evidence for the nuclear atom?

attraction of opposite charges
emission of γ-rays during the decay of a radioactive nuclide
scattering of α-particles by thin metal foils
scattering of γ-rays by a thin metal foil",C
290,"Diagram 1 shows an a.c. generator. The coil is turning as shown.

Diagram 2 shows the output voltage produced by the generator as the coil turns.
Which point on diagram 2 shows the voltage induced when the coil is moving through the position shown in diagram 1?",B
291,"The diagram shows a current-carrying wire placed between two magnetic poles. The current is in the direction shown.

What is the direction of the force on the wire?

towards the bottom of the page
towards the top of the page
towards the left-hand side of the page
towards the right-hand side of the page",A
292,"Which components are designed to improve the safe working of a mains electrical supply?



 
circuitbreaker
earthwire
fuse


A
✔
✔
✘


B
✔
✘
✔


C
✘
✔
✔


D
✔
✔
✔",D
293,"Two NAND gates are joined together as shown.

Which single logic gate is equivalent to this combination?

AND
NAND
NOR
OR",A
294,"Which two logic gates each have a high output (1) when both of their inputs are low (0)?

AND and OR
AND and NOR
NAND and NOR
NAND and OR",C
295,"Components X and Y can be inserted to complete the circuit below. The completed circuit is a potential divider in which the potential difference across component Y increases when the temperature increases.

Which row shows the components X and Y?



 
X
Y


A
light-dependent resistor
resistor


B
resistor
light-dependent resistor


C
resistor
thermistor


D
thermistor
resistor",D
296,"A lamp is to be connected in a circuit so that the potential difference (p.d.) across it can be varied from 0 to 6V.
Which circuit would be most suitable?",B
297,"The diagram shows a circuit.

What is connected in parallel with the thermistor?

heater
lamp
light-dependent resistor
variable resistor",A
298,"A metal wire of length 100cm and cross-sectional area 0.20mm2 has a resistance of 8.0Ω.
What is the resistance of a wire of the same metal of length 50cm and cross-sectional area of 0.40mm2?

2.0 Ω
8.0 Ω
16 Ω
32 Ω",A
299,"A cell has an electromotive force (e.m.f.) of 1.5V.
What does this statement mean?

The cell converts 1.0J of energy when driving 1.5C of charge round a complete circuit.
The cell converts 1.5J of energy when driving 1.0C of charge round a complete circuit.
The cell converts 1.5J of energy per second when driving 1.0C of charge round a complete circuit.
The cell converts 1.5W of power when driving 1.0C of charge round a complete circuit.",B
300,"Diagram 1 shows two thin, uncharged strips of plastic.
Diagram 2 shows the same strips after they have been rubbed with a dry cloth.

Which row describes the charge on the strips after rubbing, and the force between the strips after rubbing?



 
charge on strips
force between strips


A
opposite
attraction


B
opposite
repulsion


C
the same
attraction


D
the same
repulsion",D
301,"A soft iron bar is a long way from any magnetic field.
How can the material of the bar be described?

It is magnetic and strongly magnetised.
It is magnetic and unmagnetised.
It is non-magnetic and strongly magnetised.
It is non-magnetic and unmagnetised.",B
302,"An observer stands at the finish line of a 100m race. He wants to time the winner's run. He starts his stop-watch as soon as he sees the smoke from the starting gun instead of when he hears the bang.
What is the reason for doing this?

Light travels much faster than sound.
There is a risk he might respond to an echo from a wall.
Humans react slower to sound than to light.
Humans react more quickly to sound than to light.",A
303,"A pulse of sound is produced at the bottom of a boat.The sound travels through the water and is reflected from a shoal of fish. The sound reaches the boat again after 1.2s.The speed of sound in the water is 1500m/s.

How far below the bottom of the boat is the shoal of fish?

450m
900m
1800m
3600m",B
304,"An eclipse of the Sun happens when the Moon comes between the Earth and the Sun.
Which statement is correct?

Infra-red radiation from the Sun disappears before visible light and ultra-violet radiation.
Ultra-violet radiation from the Sun disappears before visible light and infra-red radiation.
Visible light from the Sun disappears before ultra-violet radiation and infra-red radiation.
Infra-red radiation, ultra-violet radiation and visible light from the Sun all disappear at the same moment.",D
305,"Light is travelling through air. The light strikes a glass block at an angle of incidence of 45°. The glass has a refractive index of 1.4.
What is the angle of refraction of the light as it enters the glass?

29°
30°
32°
82°",B
306,"Which conditions are necessary for light to be totally internally reflected?



 
the incident light is in
angle of incidence


A
the less dense medium
less than the critical angle


B
the less dense medium
greater than the critical angle


C
the more dense medium
less than the critical angle


D
the more dense medium
greater than the critical angle",D
307,"When water waves pass through a gap they diffract.
The diagrams show wavefronts approaching a narrow gap.
In which diagram will the diffraction be least?",C
308,"Vacuum flasks usually have silvered walls that help to keep the contents of the flask hot.
Why are the walls silvered?

to absorb thermal energy from the air around the flask
to increase the rate of convection inside the flask
to reduce energy loss to the surroundings by conduction
to reflect thermal radiation back into the flask",D
309,"The metal surface of a kettle is hot.
What happens to the cool air outside the kettle when it comes into contact with the hot kettle?

The density of the air decreases and the air falls.
The density of the air decreases and the air rises.
The density of the air increases and the air falls.
The density of the air increases and the air rises.",B
310,"The handle of a metal saucepan is made of plastic. As the saucepan heats up, the handle gets warmer.
Which statement explains this?

Molecules of the plastic radiate their energy to other molecules.
Molecules of the plastic vibrate more and pass on their energy to nearby molecules.
The free electrons in the plastic transfer the thermal energy along the handle.
The heated molecules very slowly move along the plastic handle.",B
311,"100g of water at 25°C is poured into an insulated cup. 50g of ice at 0°C is added to the water. The water is stirred until the temperature of the water has fallen to 0°C.
18g of ice remains unmelted.
The specific heat capacity of water is 4.2 J/g °C.
Which value does this experiment give for the specific latent heat of fusion of ice?

210 J/g
330 J/g
580 J/g
770 J/g",B
312,"A night storage heater contains a large block of material that is heated electrically during the night. During the day the block cools down, releasing thermal energy into the room.

Which thermal capacity and which night-time temperature increase will cause the most energy to be stored by the block?



 
thermal capacityof block
night-timetemperature increase


A
large
large


B
large
small


C
small
large


D
small
small",A
313,"At room temperature,iron is difficult to compress.
At the same temperature, oxygen is much easier to compress.
Which comparison of the structures of iron and oxygen explains this?

The iron particles are closer together.
The iron particles have a greater mass.
The iron particles can be magnetised.
The iron particles have less average kinetic energy.",A
314,"The diagram shows a stone suspended on a string under the surface of a liquid. The stone experiences a pressure caused by the liquid.

What would increase the pressure on the stone?

decreasing the surface area of the stone
increasing the mass of the stone
lowering the stone deeper into the liquid
using a liquid with a lower density",C
315,"A boy produces an average power output of 60W as he rides his bicycle for 2.0 minutes.
How much useful energy does he expend?

0.50 J
30 J
120 J
7200 J",D
316,"A force F acts on a body and the body moves a distance d in the direction of the force.
Which expression for the work done W is correct?

W = Fd
W = Fd2
W = Fd
W = Fd2",A
317,"A machine is very efficient.
What does this mean?

It produces a large amount of power.
It uses very little energy.
It wastes very little energy.
It works very quickly.",C
318,"An object of mass 4.0kg is moving with a velocity of 3.0m/s in a straight line.
What is the momentum of the object?

0.75 kgm/s
1.3 kgm/s
12 kgm/s
24 kgm/s",C
319,Which object is in equilibrium?,C
320,"A beam is pivoted at its centre of mass.
It is acted upon by two forces, 10N and 5.0N, as shown.

What is the resultant moment about the pivot?

25 Ncm anticlockwise
25 Ncm clockwise
175 Ncm anticlockwise
175 Ncm clockwise",B
321,"An experiment is done to determine the spring constant for a spring.
Different loads are hung from the spring and its length is measured for each different load.
The graph shows how its length varies with load.

What is the value of the spring constant?

0.20 N/cm
0.25 N/cm
4.0 N/cm
5.0 N/cm",B
322,"A metal has a density of 8.0g/cm3. A solid cube of mass 1.0kg is made from this metal.
How long is each side of the cube?

0.50 cm
2.0 cm
5.0 cm
42 cm",C
323,"Four students make statements about the mass of an object.
Which statement is correct?

The mass of an object depends on the gravitational field which acts on the object.
The mass of an object divided by its weight is equal to the acceleration with which it falls freely.
The mass of an object increases when the temperature of the object increases.
The mass of an object resists change in motion of the object.",D
324,"A heavy metal ball falls vertically downwards through air past four equally spaced levels J, K, L and M.

The times taken to fall from one level to the next are measured.
Where is the speed of the ball greatest and which time is shortest?



 
speed isgreatest between
time isshortest between


A
J and K
J and K


B
J and K
L and M


C
L and M
J and K


D
L and M
L and M",D
325,"Four objects are moving along a straight line.
The distance of an object from a fixed point on the line is plotted against time for each object.
Which object is decelerating?",C
326,"Which quantity can be measured directly using a micrometer screw gauge?

the area of a sheet of paper
the mass of a sheet of paper
the thickness of a sheet of paper
the volume of a sheet of paper",C
327,"A student measures the level of radiation emitted from a radioactive substance. He places a detector very close to the substance. He puts different absorbers between the radioactive substance and the detector.

The student's results are shown. These results are corrected for background radiation.



absorber



nonethin paperfew mm of aluminiumseveral cm of lead
95525212



Which types of radiation are being emitted by the substance?

α-particles and β-particles only
α-particles and γ-rays only
β-particles and γ-rays only
α-particles, β-particles and γ-rays",B
328,"A radioactive source emits α-particles, β-particles and γ-rays into a vacuum where there is a magnetic field.
The magnetic field acts perpendicularly into the plane of the paper.
The paths X, Y and Z of the three types of radiation through the magnetic field are shown.

Which radiation follows path X, path Y and path Z?



 
X
Y
Z


A
α-particles
β-particles
γ-rays


B
α-particles
γ-rays
β-particles


C
β-particles
α-particles
γ-rays


D
β-particles
γ-rays
α-particles",B
329,"The chemical symbol for sodium is Na. The equation represents the radioactive decay of sodium-24.

What are the numbers x and y?



 
x
y


A
10
0


B
10
1


C
12
0


D
12
1",C
330,"The diagram shows a wire between two magnetic poles. The wire is connected in a circuit with an ammeter.

The wire is moved downwards, towards the bottom of the page. A current is induced in the wire.
In which direction is the force on the wire caused by this current?

towards the bottom of the page
towards the left of the page
towards the right of the page
towards the top of the page",D
331,"What is the purpose of the commutator in a d.c. electric motor?

to control the speed at which the motor rotates
to reverse the direction of the voltage across the power supply every half-turn
to reverse the direction of the current in the motor coil every half-turn
to reverse the direction of spin of the motor coil every half-turn",C
332,"An electric heater is plugged into the mains supply using a fused plug.
The current in the heater is 10A.
The cable attached to the heater is rated at 15A.
The fuses available are rated at 1A, 3A, 5A and 13A.
Which fuse should be used?

1 A
3 A
5 A
13 A",D
333,"An alternating current (a.c.) power supply is connected in series with a resistor R and a diode.

Which graph shows how the voltage V across the resistor R varies with time?",C
334,"The diagram shows a combination of logic gates.

Which single logic gate is equivalent to this combination?

AND
NOR
NOT
OR",B
335,"Which logic gate is represented by the symbol shown?


AND
NAND
NOR
OR",A
336,"A lamp is to be connected in a circuit so that the potential difference (p.d.) across it can be varied from 0 to 6V.
Which circuit would be most suitable?",B
337,"The diagram shows a circuit containing a d.c. power supply, a motor and a variable resistor.
Three ammeters X, Y and Z show the current in different parts of the circuit.

The reading on X is 4.0A.
Which statement is correct?

The readings on Y and Z are both less than 4.0A.
The readings on Y and Z are both equal to 4.0A.
The readings on Y and Z are both greater than 4.0A.
The reading on Z is zero.",B
338,"Which two changes to a metal wire both increase resistance?

decreasing its length and increasing its temperature
increasing its length and decreasing its temperature
decreasing its thickness and increasing its temperature
increasing its thickness and decreasing its temperature",C
339,"A cell has an electromotive force (e.m.f.) of 1.5V.
What does this statement mean?

The cell converts 1.0J of energy when driving 1.5C of charge round a complete circuit.
The cell converts 1.5J of energy when driving 1.0C of charge round a complete circuit.
The cell converts 1.5J of energy per second when driving 1.0C of charge round a complete circuit.
The cell converts 1.5W of power when driving 1.0C of charge round a complete circuit.",B
340,"Diagram 1 shows two thin,uncharged strips of plastic.
Diagram 2 shows the same strips after they have been rubbed with a dry cloth.

Which row describes the charge on the strips after rubbing,and the force between the strips after rubbing?



 
charge on strips
force between strips


A
opposite
attraction


B
opposite
repulsion


C
the same
attraction


D
the same
repulsion",D
341,"Why is soft iron used for the core of an electromagnet?

Soft iron easily becomes a permanent magnet.
Soft iron is a good electrical conductor.
Soft iron is a poor thermal conductor.
Soft iron loses its magnetism when the current in the coil is switched off.",D
342,"What is the approximate value of the speed of sound in air at normal temperature?

340 m/s
34000 m/s
340 km/s
3.0×108 m/s",A
343,"A pulse of sound is produced at the bottom of a boat. The sound travels through the water and is reflected from a shoal of fish. The sound reaches the boat again after 1.2s. The speed of sound in the water is 1500m/s.

How far below the bottom of the boat is the shoal of fish?

450m
900m
1800m
3600m",B
344,"An eclipse of the Sun happens when the Moon comes between the Earth and the Sun.
Which statement is correct?

Infra-red radiation from the Sun disappears before visible light and ultra-violet radiation.
Ultra-violet radiation from the Sun disappears before visible light and infra-red radiation.
Visible light from the Sun disappears before ultra-violet radiation and infra-red radiation.
Infra-red radiation, ultra-violet radiation and visible light from the Sun all disappear at the same moment.",D
345,"A small object O is placed near a converging lens, as shown. The lens forms an image I.

Which statement is correct?

The image I is diminished.
The image I is inverted.
The image I is real.
The object O is closer to the lens than its principal focus.",D
346,"An object is placed 30 cm in front of a plane mirror.
Which statement describes the image of the object?

The image is the same size and 30 cm from the object.
The image is the same size and 60 cm from the object.
The image is smaller and 30 cm from the object.
The image is smaller and 60 cm from the object.",B
347,"When water waves pass through a gap they diffract.
The diagrams show wavefronts approaching a narrow gap.
In which diagram will the diffraction be least?",C
348,"Some hot water is sealed inside a metal can.The can is in a vacuum in outer space.The hot water slowly cools down.
How does the thermal energy escape into space?

by conduction then convection
by conduction then radiation
by evaporation then convection
by evaporation then radiation",B
349,"The metal surface of a kettle is hot.
What happens to the cool air outside the kettle when it comes into contact with the hot kettle?

The density of the air decreases and the air falls.
The density of the air decreases and the air rises.
The density of the air increases and the air falls.
The density of the air increases and the air rises.",B
350,"In which does thermal conduction not occur?

a gas
a liquid
a solid
a vacuum",D
351,"100g of water at 25°C is poured into an insulating cup. 50g of ice at 0°C is added to the water. The water is stirred until the temperature of the water has fallen to 0°C.
18g of ice remains unmelted.
The specific heat capacity of water is 4.2J/g °C.
Which value does this experiment give for the specific latent heat of fusion of ice?

210 J/g
330 J/g
580 J/g
770 J/g",B
352,"A night storage heater contains a large block of material that is heated electrically during the night. During the day the block cools down, releasing thermal energy into the room.

Which thermal capacity and which night-time temperature increase will cause the most energy to be stored by the block?



 
thermal capacityof block
night-timetemperature increase


A
large
large


B
large
small


C
small
large


D
small
small",A
353,"A stationary smoke particle is hit by a fast-moving nitrogen molecule.
Which row describes the motion of the smoke particle and of the nitrogen molecule after the collision?



 
smoke particle
nitrogen molecule


A
moves
rebounds


B
moves
stops


C
remains stationary
rebounds


D
remains stationary
stops",A
354,"The diagram shows a stone suspended on a string under the surface of a liquid.The stone experiences a pressure caused by the liquid.

What would increase the pressure on the stone?

decreasing the surface area of the stone
increasing the mass of the stone
lowering the stone deeper into the liquid
using a liquid with a lower density",C
355,"A crane takes 2.0 minutes to lift a load to the top of a building. The change in gravitational potential energy of the load is 360kJ.
What is the useful power output of the crane?

3.0 kW
180 kW
720 kW
43200 kW",A
356,"A machine is very efficient.
What does this mean?

It produces a large amount of power.
It uses very little energy.
It wastes very little energy.
It works very quickly.",C
357,"An object falls from the top of a building that is 25m high. Air resistance is negligible.
What is the speed of the object when it hits the ground?

10 m/s
22 m/s
25 m/s
625 m/s",B
358,"A ball of mass 0.50kg falls and hits the floor at 10m/s.
It rebounds at speed 8.0m/s,as shown.

The collision between the ball and the floor lasts for 0.50s.
What is the average force acting on the ball during the collision?

2.0N upwards
2.0N downwards
18N upwards
18N downwards",C
359,"A boat starts moving across a river at velocity v perpendicular to the river bank.
The boat encounters a current along the river of velocity u, as shown.

Which vector diagram shows the resultant velocity r of the boat?",C
360,"A mass of 20kg is held stationary by a rope passing over a frictionless pulley.

What is the tension T in the rope?

1 0kg
20 kg
100 N
200 N",D
361,"A student wishes to determine the spring constant of a spring where it obeys Hooke's law.
Different loads are hung from the spring and its length is measured for each different load.
The table shows the results of the experiment.



weight of load/N
0
2.0
4.0
5.0


length of spring/cm
12
20
28
38



What is the value of the spring constant of the spring?

0.13 N/cm
0.14 N/cm
0.19 N/cm
0.25 N/cm",D
362,"The diagrams show four solid blocks with their dimensions and masses.
Which block has the greatest density?",C
363,"A body is moved from place X to place Y where the gravitational field strength is different.
What happens to its mass and to its weight due to the move?



 
mass
weight


A
changes
changes


B
changes
stays the same


C
stays the same
changes


D
stays the same
stays the same",C
364,"A heavy metal ball falls vertically downwards through air past four equally spaced levels J, K, L and M.

The times taken to fall from one level to the next are measured.
Where is the speed of the ball greatest and which time is shortest?



 
speed isgreatest between
time isshortest between


A
J and K
J and K


B
J and K
L and M


C
L and M
J and K


D
L and M
L and M",D
365,"The velocity of an object increases from 30m/s to 50m/s in 5.0 seconds.
What is the average acceleration of the object?

0.10 m/s2
0.25 m/s2
4.0 m/s2
10 m/s2",C
366,"Which quantity can be measured directly using a micrometer screw gauge?

the area of a sheet of paper
the mass of a sheet of paper
the thickness of a sheet of paper
the volume of a sheet of paper",C
367,"A beta particle is a fast moving electron.
Which statement explains how beta particles are emitted from an atom?

An electron is emitted as a beta particle from an inner electron shell of the atom.
An electron is emitted as a beta particle from an outer electron shell of the atom.
A neutron changes into a proton and a beta particle is emitted from the nucleus.
A proton changes into a neutron and a beta particle is emitted from the nucleus.",C
368,"A radioactive isotope of carbon 14C decays by beta emission to give an isotope of nitrogen 14N and a beta particle. The equation for the reaction is shown.

What is the value of X and of Y?



 
X
Y


A
6
–1


B
6
 1


C
8
–1


D
8
 1",A
369,"What are isotopes of an element?

atoms of a different element with a different number of neutrons
atoms of a different element with a different number of protons
atoms of the same element with a different number of neutrons
atoms of the same element with a different number of protons",C
370,"A current-carrying coil is placed in a magnetic field.

Which effect does the coil experience?

a change in shape
a change in weight
a resultant force
a turning effect",D
371,"Which statement about the direction of a magnetic field at a point is correct?

It is the direction of the force on a north pole placed at that point.
It is the direction of the force on a south pole placed at that point.
It is the direction of the force on a positive charge placed at that point.
It is the direction of the force on a negative charge placed at that point.",A
372,"The current in a kettle is 10A and the kettle is protected by a 13A fuse.
The owner of the kettle replaces the 13A fuse with a 3A fuse.
What happens when the kettle is switched on?

The fuse melts and the kettle might be damaged.
The fuse melts and the kettle is undamaged.
The fuse does not melt and the kettle works correctly.
The fuse does not melt but the kettle fails to work.",B
373,"There are two inputs to the combination of logic gates shown, and one output.

Which truth table represents the action of this combination of gates?",A
374,"Each potential divider is placed in a circuit with a power supply.
Which potential divider makes the potential difference across component Y increase when the light intensity increases?",A
375,In which circuit does the lamp light?,C
376,"A student sets up a circuit containing a battery of two cells and three lamps,as shown.

What is the circuit diagram for this arrangement?",A
377,"Which electrical quantity is defined in terms of the energy supplied in driving charge round a complete circuit?

current
electromotive force
potential difference
power",B
378,"A metal sphere is charged by induction. There are four stages W, X, Y and Z in this process.
W  a charged rod is brought near to the sphereX  the sphere is earthedY  the charged rod is taken away from the sphereZ  the earth connection is removed
In which order are the four stages carried out?

W → X → Y → Z
W → X → Z → Y
Z → W → X → Y
X → Z → W → Y",B
