,Question,Mark Scheme
445,"A battery of electromotive force (e.m.f.) 6.0V and negligible internal resistance is connected to three resistors as shown.

Each resistor has a resistance of 4.0 kΩ.
What is the current in resistor X?

0.25 mA
0.50 mA
0.75 mA
1.0 mA",B
446,"In the circuit shown, the batteries have negligible internal resistance.

What are the values of the currents I1, I2 and I3?



 
I1/A
I2/A
I3/A


A
–5.5
1.0
6.5


B
0.5
4.0
3.5


C
3.5
4.0
0.5


D
6.5
1.0
–5.5",C
447,"The sum of the electrical currents into a point in a circuit is equal to the sum of the currents out of the point.
Which statement is correct?

This is Kirchhoff's first law, which results from the conservation of charge.
This is Kirchhoff's first law, which results from the conservation of energy.
This is Kirchhoff's second law, which results from the conservation of charge.
This is Kirchhoff's second law, which results from the conservation of energy.",A
448,"A cylindrical piece of a soft, electrically-conducting material has resistance R. It is rolled out so that its length is doubled but its volume stays constant.
What is its new resistance?


R
2R
4R",D
449,"The circuit diagrams show two lamps X and Y each connected to a cell. The current in lamp X is 0.50 A and its resistance is 9.6 Ω. The current in lamp Y is 3.0 A and its resistance is 1.2 Ω.

What is the ratio 

0.22
0.75
1.3
4.5",A
450,"The current I in a metal wire is given by the expression shown.
I = Anvq
What does the symbol n represent?

the number of atoms per unit volume of the metal
the number of free electrons per atom in the metal
the number of free electrons per unit volume of the metal
the total number of electrons per unit volume of the metal",C
451,"A charged particle is in the electric field between two horizontal metal plates connected to a battery, as shown. There is a force F on the particle due to the electric field.

The separation of the plates is doubled.
What is the new force on the particle?



F
2F",B
452,"A particle has a charge of +2.0 mC and is in a vertical uniform electric field. An electric force of 1.0 × 10–2N acts upwards on the particle.
What is the electric field strength?

0.20 V m–1 downwards
0.20 V m–1 upwards
5.0 V m–1 downwards
5.0 V m–1 upwards",D
453,"A pipe, closed at one end, has a loudspeaker at the open end. A stationary sound wave is formed in the air within the pipe with an antinode at the open end of the pipe.

The length of the pipe is 0.85 m.
The speed of sound in air is 340 ms–1.
Which frequency of sound from the loudspeaker would not produce a stationary wave?

100 Hz
200 Hz
300 Hz
500 Hz",B
454,"The diagram shows two sources of waves S1 and S2. The sources oscillate with a phase difference of 180°.

The sources each generate a wave of wavelength 2.0 cm. Each source produces a wave that has amplitude x0 when it reaches point P.
What is the amplitude of the oscillation at P?

0

x0
2x0",A
455,"A teacher sets up the apparatus shown to demonstrate a double-slit interference pattern on the screen.

Which change to the apparatus will increase the fringe spacing?

decreasing the distance p
decreasing the distance q
decreasing the distance r
decreasing the wavelength of the light",B
456,"A binary star consists of two stars rotating around a common centre. Light from one of the stars is observed on the Earth.

The observed frequency of the light varies between a minimum frequency fmin and a maximum frequency fmax, as shown.

The rate of rotation of the binary star increases.
What is the change to fmax and the change to fmin?



 
fmax
fmin


A
decreases
decreases


B
decreases
increases


C
increases
decreases


D
increases
increases",C
457,"What can be deduced from a table of wavelengths of the waves in the electromagnetic spectrum?

Green light has a shorter wavelength than X-rays.
Red light has a shorter wavelength than green light.
The wavelength range for radio waves is less than that for infra-red waves.
The wavelength range for X-rays is less than that for radio waves.",D
458,"A longitudinal wave has vibrations parallel to the direction of transfer of energy by the wave.
The wave can be represented on a graph showing the variation of the displacement of the particles with distance from the source.
Which point on the graph is the centre of a compression?",B
459,"Which region of the electromagnetic spectrum includes waves with a frequency of 107 MHz?

infra-red waves
radio waves
ultraviolet waves
X-rays",A
460,"A transverse progressive wave is set up on a string.
The graph shows the variation with time of displacement for a point on this string.

The separation XY on the graph represents the ......1...... of the wave.
X and Y have equal ......2...... .
Which words correctly complete gaps 1 and 2?



 
1
2


A
time period
amplitudes


B
time period
displacements


C
wavelength
amplitudes


D
wavelength
displacements",B
461,"Two wires, one made of brass and the other of steel, are stretched in an experiment. Both wires obey Hooke's law during this experiment.
The Young modulus for brass is less than the Young modulus for steel.
Which graph shows how the stress varies with strain for both wires in this experiment?",B
462,"The diagram shows a wire of diameter D and length L that is firmly clamped at one end between two blocks of wood. A load is applied to the wire which extends its length by x.

A second wire is made of the same material, but of diameter 2D and length 3L. Both wires obey Hooke's law.
What is the extension of the second wire when the same load is applied?",B
463,"An electrical generator is started at time zero. The total electrical energy generated during the first 5 seconds is shown in the graph.

What is the maximum electrical power generated at any instant during these first 5 seconds?

10 W
13 W
30 W
50 W",C
464,"An aircraft travels at a constant velocity of 90 ms–1 in horizontal flight. The diagram shows some of the forces acting on the aircraft.

The mass of the aircraft is 2000 kg.
What is the power produced by the thrust force?

1.8 × 105W
2.2 × 105W
1.8 × 106W
2.0 × 106W",B
465,"A cannon-ball of mass 3.50 kg is fired at a speed of 22.0 m s–1 from a gun on a ship at a height of 6.00 m above sea level.
The total energy of the cannon-ball is the sum of the gravitational potential energy relative to the surface of the sea and the kinetic energy.
What is the total energy of the cannon-ball as it leaves the gun?

206 J
641 J
847 J
1050 J",D
466,"A train of mass 3.3×106 kg is moving at a constant speed up a slope inclined at an angle of 0.64° to the horizontal. The engine of the train is producing a useful output power of 14 MW.
Assume that there are no frictional forces opposing the motion of the train.
What is the speed of the train?

0.43 ms–1
4.2 ms–1
39 ms–1
380 ms–1",C
467,"Liquids X and Y are stored in large open tanks. Liquid X has a density of 800 kgm–3 and liquid Y has a density of 1200 kgm–3.
At which depths are the pressures equal?



 
depth in liquid X/m
depth in liquid Y/m


A
8
20


B
10
15


C
15
10


D
20
8",C
468,"Two parallel forces, each of magnitude F, act on a rod of length 5d.
Which diagram shows the positions of the two forces that will produce the largest torque on the rod?",D
469,"Blocks P, Q, R and S are made from material of the same density. Block T is made from a material of twice the density of the material of the other blocks.
The cross-sectional area and height of each of the blocks are shown.

Which two blocks exert the same pressure on the ground?

P and T
Q and R
Q and S
S and T",D
470,"A horizontal metal bar PQ of length 50.0 cm is hinged at end P. The diagram shows the metal bar viewed from above.

Two forces of 16.0N and 5.0 N are in the horizontal plane and act on end Q as shown in the diagram.
What is the total moment about P due to the two forces?

1.5 Nm
4.4 Nm
6.5 Nm
9.4 Nm",A
471,"Two similar spheres, each of mass m and travelling with speed v, are moving towards each other.

The spheres have a head-on elastic collision.
Which statement is correct?

The spheres stick together on impact.
The total kinetic energy after impact is mv2.
The total kinetic energy before impact is zero.
The total momentum before impact is 2mv.",B
472,"The momentum of a car of mass m increases from p1 to p2.
What is the increase in the kinetic energy of the car?",A
473,"The graph shows the variation with mass of the weight of objects on a particular planet.

What is the value of the acceleration of free fall on the planet?

0.63 ms–2
1.6 ms–2
3.2 ms–2
9.8 ms–2",B
474,"A tennis ball falls freely, in air, from the top of a tall building.
Which graph best represents the variation with time t of the distance s fallen?",A
475,"The sides of a cube are measured with calipers.
The measured length of each side is (30.0 ± 0.1) mm.
The measurements are used to calculate the volume of the cube.
What is the percentage uncertainty in the calculated value of the volume?

0.01%
0.3%
1%
3%",C
476,"In the circuit shown, an analogue ammeter is to be recalibrated as a thermometer. The ammeter is connected in series with a thermistor. The thermistor is a component with a resistance that varies with temperature. The graph shows how the resistance R of the thermistor changes with temperature T.

Which diagram could represent the temperature scale on the ammeter?",A
477,"Two dogs pull a sledge along an icy track, as shown.

Dog X pulls with a force of 200N at an angle of 65° to the front edge of the sledge. Dog Y pulls with a force of 120N at an angle of 45° to the front edge of the sledge.
What is the resultant forward force on the sledge exerted by the two dogs?

80 N
170 N
270 N
320 N",C
478,"Physical quantities can be classed as vectors or as scalars.
Which pair of quantities consists of two vectors?

kinetic energy and force
momentum and time
velocity and electric field strength
weight and temperature",C
479,"What is a unit for stress?

kg m–1 s–2
kg m–2 s–2
N m–1
N m",A
480,"Which statement describes β– decay in terms of a simple quark model?

A down quark changes to an up quark, and an electron and an electron antineutrino are emitted.
A down quark changes to an up quark, and a positron and an electron neutrino are emitted.
An up quark changes to a down quark, and an electron and an electron antineutrino are emitted.
An up quark changes to a down quark, and a positron and an electron neutrino are emitted.",A
481,"What is a correct estimate of the order of magnitude of the diameter of a typical atomic nucleus?

10–14 m
10–18 m
10–22 m
10–26 m",A
482,"Two cells of electromotive force (e.m.f.) 3.0 V and 1.2 V and negligible internal resistance are connected to resistors of resistance 9.0 Ω and 18 Ω as shown.  

What is the current I in the 9.0 Ω resistor?

0.10 A
0.20 A
0.30 A
0.47 A",B
483,"A potential divider circuit is shown. 

What is the resistance of resistor R in the potential divider circuit? 

62.5 Ω
107 Ω
210 Ω
360 Ω",B
484,"A student has a set of identical cells and identical lamps. The cells have negligible internal resistance.
A lamp connected to a cell lights with normal brightness. 

What happens when the student connects the lamps and the cells as shown?


All three lamps light with normal brightness.
Only lamp 2 lights with normal brightness.
Only lamps 1 and 3 light with normal brightness.
None of the lamps light with normal brightness.",C
485,"A wire supplying a shower heater with a current of 35 A has a resistance of 25 mΩ.
What is the power dissipated in the wire?

31 W
49 W
31 kW
49 kW",A
486,"Diagram 1 shows a lamp connected to a supply through two switches.
During repairs, an electrician mistakenly reverses the connections X1 and Z1, so that Z1 is connected to the supply and X1 to the other switch at Z2, as shown in diagram 2. 

Which switch positions will now light the lamp? 



A
X1 to Y1
X2 to Y2


B
X1 to Y1
X2 to Z2


C
X1 to Z1 
X2 to Y2


D
X1 to Z1 
X2 to Z2",D
487,"The graph shows the variation with length of the resistance of a uniform metal wire.  

The gradient of the graph is G.The wire has cross-sectional area A.
Which expression could be used to calculate the resistivity of the metal of the wire?

G × A
G/A
A/G
G × A2",A
488,"Which two units are used to define the volt?

ampere and ohm
coulomb and joule
coulomb and ohm
coulomb and second",B
489,Which diagram represents the electric field line pattern due to a combination of two positive charges?,D
490,"Monochromatic light of wavelength 690 nm passes through a diffraction grating with 300 lines per mm, producing a series of maxima (bright spots) on a screen. 

What is the greatest number of maxima that can be observed?

4
5
8
9",D
491,"Apparatus is arranged to show double-slit interference using monochromatic light. The slit separation is 0.10 mm. The distance from the double slit to the screen where the interference pattern is observed is 2.4 m and the fringe width is 12 mm.
The distance to the screen is now changed to 1.8 m and the slit separation is doubled.
What is the new fringe width?

1.5 mm
4.5 mm
6.0 mm
9.0 mm",B
492,"Light of wavelength λ is emitted from two point sources R and S and falls onto a distant screen. 

At point P on the screen, the light intensity is zero.
What could explain the zero intensity at P?

Light from the two sources is emitted 180° out of phase and the path difference to P is ½λ.
Light from the two sources is emitted in phase and the path difference to P is λ.
Light from the two sources is emitted 90° out of phase and the path difference to P is λ.
Light from the two sources is emitted in phase and the path difference to P is ½λ.",D
493,"In an experiment, water waves in a ripple tank are incident on a gap, as shown.

Some diffraction of the water waves is observed.
Which change to the experiment would provide a better demonstration of diffraction?

Increase the amplitude of the waves.
Increase the frequency of the waves.
Increase the wavelength of the waves.
Increase the width of the gap.",C
494,"An elastic string is attached to an oscillator at one end and clamped at the other end so that the string is horizontal and in tension.
The oscillator is made to oscillate vertically. The frequency of oscillation is gradually increased from zero until a stationary wave is set up in the string. The frequency is then increased further to frequency f, when a second stationary wave is set up in the string.
The frequency is then increased further.
At which frequency does a third stationary wave occur?

1.2f 
1.5f 
2.0f 
3.0f",B
495,"Infrared laser light is used for the transmission of data along optic fibres.
What is a typical wavelength of infrared radiation?

5 × 10–5 m
5 × 10–7 m
2 × 10–9 m
2 × 10–11 m",A
496,"A motor boat vibrates in the water so that it produces water waves of frequency 0.20 Hz. The speed of these waves in the water is 20 m s–1. The motor boat moves with a speed of 5.0 m s–1 directly towards a stationary sailing boat.
The Doppler effect equation for sound waves also applies to water waves.
What is the frequency with which the waves hit the stationary sailing boat?

0.15 Hz
0.16 Hz
0.25 Hz
0.27 Hz",D
497,"A sound wave of frequency 270 Hz is recorded by a cathode-ray oscilloscope (CRO).
The waveform on the CRO is shown. 

What is the time-base setting on the CRO?

0.1 ms cm–1 
1 ms cm–1 
10 ms cm–1 
100 ms cm–1",B
498,"Wave-power generators take advantage of the energy that is transferred by the motion of waves across the surface of the oceans. The energy of a wave depends on its amplitude.
What is the correct definition of amplitude?

the average amount of energy possessed by a wave
the difference in displacement between a peak and a trough
the maximum displacement of a point on the wave from equilibrium
the number of oscillations of a wave that occur per second",C
499,"The graph shows the variation of displacement y with distance x along a progressive wave at one instant in time. 

What is the phase difference between points P and Q on the wave?

90°
270°
540°
630°",C
500,"A wire is attached at one end to a fixed point. A tensile force F is applied to the other end of the wire, causing it to extend. This is shown on the graph by the line OSP.
The force F is then gradually reduced to zero and the wire contracts. This is shown on the graph by the line PQ.  

Which area on the graph represents the work done by the wire as it contracts?

OSTO
OSPRO
QPRQ
OSPQO",C
501,"Four solid steel rods, each of length 2.0 m and cross-sectional area 250 mm2, equally support an object weighing 10 kN. The weight of the object causes the rods to contract by 0.10 mm. The rods obey Hooke's law.
What is the Young modulus of steel?

2.0 × 108 N m–2
2.0 × 1011 N m–2
8.0 × 108 N m–2
8.0 × 1011 N m–2",B
502,"On the surface of a planet, 30J of work is done against gravity to raise a mass of 1.0kg through a height of 10m.
How much work must be done to raise a mass of 4.0kg through a height of 5.0 m on this planet?

15 J
60 J
120 J
200 J",B
503,"A lead pellet is shot vertically upwards into a clay block that is stationary at the moment of impact but is able to rise freely after impact. 

The mass of the pellet is 5.0 g and the mass of the clay block is 95 g.
The pellet hits the block with an initial vertical velocity of 200 m s–1. It embeds itself in the block and does not emerge.
How high above its initial position will the block rise? 

5.1 m
5.6 m
10 m
100 m",A
504,"A student can run or walk up the stairs to her classroom.
Which statement describes the power required and the gravitational potential energy gained while running up the stairs compared to walking up them?

Running provides more gravitational potential energy and uses more power.
Running provides more gravitational potential energy and uses the same power.
Running provides the same gravitational potential energy and uses more power.
Running provides the same gravitational potential energy and uses the same power.",C
505,"Which statement about the principle of conservation of energy is correct?

Energy conversion helps to conserve energy sources.
Energy is conserved only in systems with an efficiency of 100%.
The supply of energy is limited so energy should be conserved.
The total amount of energy in a closed system is constant.",D
506,"Water has a density of 1.0 gcm–3.
Glycerine has a density of 1.3 gcm–3.
A student measures out a volume of 40 cm3 of glycerine into a container.
The student adds water to the container to make a mixture of water and glycerine. Assume that the total volume of water and glycerine does not change when the two liquids are mixed.
Which volume of water needs to be added to make a mixture of density 1.1 gcm–3?

4.0 cm3 
8.0 cm3 
34 cm3 
80 cm3",D
507,"What is the torque of the couple shown? 


0.75 N m
1.50 N m
3.00 N m
5.25 N m",A
508,"A shop sign weighing 75 N hangs from a frame attached to a vertical wall. 

The frame consists of a horizontal rod XY and a rod YZ that is at an angle of 30° to the horizontal. Rod XY is attached to the wall by a hinge at X and has length 0.50 m. Assume that the weights of the rods are negligible.
What is the horizontal force exerted by the wall on rod XY?

0 N
43 N
130 N
150 N",C
509,"A picture is suspended from a nail by a single cord connected to two points X and Y on the picture. There is negligible friction between the cord and the nail so that the tension in both sides of the cord is the same. The picture hangs symmetrically, as shown.

The tension in the cord is T. The angle between the cord and the vertical is θ on both sides.
Which statement is correct? 

Increasing the length of the cord, with points X and Y in the same place on the picture, would reduce the tension in the cord.
Moving points X and Y further apart on the picture while keeping the length of the cord constant would reduce the tension in the cord.
Moving points X and Y to the top edge of the picture while keeping their distance apart constant and the length of the cord constant would reduce the tension in the cord.
The weight of the picture is equal to T cosθ.",A
510,"A wire is attached at one end to a fixed point. A tensile force F is applied to the other end of the wire, causing it to extend. This is shown on the graph by the line OSP.
The force F is then gradually reduced to zero and the wire contracts. This is shown on the graph by the line PQ.  

Which area on the graph represents the work done by the wire as it contracts?

OSTO
OSPRO
QPRQ
OSPQO",C
511,"Four solid steel rods, each of length 2.0 m and cross-sectional area 250 mm2, equally support an object weighing 10 kN. The weight of the object causes the rods to contract by 0.10 mm. The rods obey Hooke's law.
What is the Young modulus of steel?

2.0 × 108 N m–2
2.0 × 1011 N m–2
8.0 × 108 N m–2
8.0 × 1011 N m–2",B
512,"On the surface of a planet, 30J of work is done against gravity to raise a mass of 1.0kg through a height of 10m.
How much work must be done to raise a mass of 4.0kg through a height of 5.0 m on this planet?

15 J
60 J
120 J
200 J",B
513,"A lead pellet is shot vertically upwards into a clay block that is stationary at the moment of impact but is able to rise freely after impact. 

The mass of the pellet is 5.0 g and the mass of the clay block is 95 g.
The pellet hits the block with an initial vertical velocity of 200 m s–1. It embeds itself in the block and does not emerge.
How high above its initial position will the block rise? 

5.1 m
5.6 m
10 m
100 m",A
514,"A student can run or walk up the stairs to her classroom.
Which statement describes the power required and the gravitational potential energy gained while running up the stairs compared to walking up them?

Running provides more gravitational potential energy and uses more power.
Running provides more gravitational potential energy and uses the same power.
Running provides the same gravitational potential energy and uses more power.
Running provides the same gravitational potential energy and uses the same power.",C
515,"Which statement about the principle of conservation of energy is correct?

Energy conversion helps to conserve energy sources.
Energy is conserved only in systems with an efficiency of 100%.
The supply of energy is limited so energy should be conserved.
The total amount of energy in a closed system is constant.",D
516,"Water has a density of 1.0 gcm–3.
Glycerine has a density of 1.3 gcm–3.
A student measures out a volume of 40 cm3 of glycerine into a container.
The student adds water to the container to make a mixture of water and glycerine. Assume that the total volume of water and glycerine does not change when the two liquids are mixed.
Which volume of water needs to be added to make a mixture of density 1.1 gcm–3?

4.0 cm3 
8.0 cm3 
34 cm3 
80 cm3",D
517,"What is the torque of the couple shown? 


0.75 N m
1.50 N m
3.00 N m
5.25 N m",A
518,"A shop sign weighing 75 N hangs from a frame attached to a vertical wall. 

The frame consists of a horizontal rod XY and a rod YZ that is at an angle of 30° to the horizontal. Rod XY is attached to the wall by a hinge at X and has length 0.50 m. Assume that the weights of the rods are negligible.
What is the horizontal force exerted by the wall on rod XY?

0 N
43 N
130 N
150 N",C
519,"A picture is suspended from a nail by a single cord connected to two points X and Y on the picture. There is negligible friction between the cord and the nail so that the tension in both sides of the cord is the same. The picture hangs symmetrically, as shown.

The tension in the cord is T. The angle between the cord and the vertical is θ on both sides.
Which statement is correct? 

Increasing the length of the cord, with points X and Y in the same place on the picture, would reduce the tension in the cord.
Moving points X and Y further apart on the picture while keeping the length of the cord constant would reduce the tension in the cord.
Moving points X and Y to the top edge of the picture while keeping their distance apart constant and the length of the cord constant would reduce the tension in the cord.
The weight of the picture is equal to T cosθ.",A
520,"There are protons, neutrons and electrons in the simple model of an atom.
To which class (group), hadron or lepton, do these particles belong?



 
hadron
lepton 


A
electron
proton and neutron


B
neutron
proton and neutron


C
proton and electron
neutron


D
proton and neutron
electron",D
521,"Which equation describes the changes to the quark composition of a nucleus and the lepton emission during the process of β+ decay?

down → up + positron + electron neutrino
down → up + positron + electron antineutrino
up → down + positron + electron neutrino
up → down + positron + electron antineutrino",C
522,"A nucleus of francium-221  decays into a nucleus of bismuth-209  in several steps.
Which particles could be emitted?

2 α-particles and 4 β– particles
2 α-particles and 4 β+ particles
3 α-particles and 2 β– particles
3 α-particles and 2 β+ particles",C
523,"A circuit contains two batteries, each of negligible internal resistance, and two resistors as shown.  

The galvanometer has a current reading of zero.
What is the electromotive force (e.m.f.) of battery X?

6.0 V
8.0 V
16.0 V
18.0 V",A
524,"Kirchhoff's first law states that the sum of the currents entering a junction in a circuit is equal to the sum of the currents leaving it.
The law is based on the conservation of a physical quantity.
What is this physical quantity?

charge
energy
mass
momentum",A
525,"A cell with internal resistance is connected to a variable resistor R as shown. 

The resistance of R is gradually decreased.
How do the current I and the terminal potential difference across the cell change?



 
current I
terminal potential difference across cell


A
decreases
decreases


B
decreases
increases


C
increases
decreases


D
increases
increases",C
526,"Four wires are made of the same metal. The cross-sectional areas, lengths and thermodynamic temperatures of the wires are shown.
Which wire has the largest resistance? 



 
cross-sectional area 
length 
temperature


A
A
2L
2T


B
A
L
T


C
2A
2L
2T


D
2A
L
T",A
527,"A length of wire is connected into a circuit. 

The area of the cross-section of the wire changes from A at R to ½A at S.
There is a constant current in the wire. Charge Q passes R in time t.
What is the charge passing point S in the same time t ?

½Q 
Q 
Q√2
2Q",B
528,"An electron is situated in a vacuum between two charged plates, as shown. 

Which statement describes the motion of the electron due to the uniform electric field?

It moves downwards with a constant acceleration.
It moves downwards with zero acceleration.
It moves upwards with a constant acceleration.
It moves upwards with a decreasing acceleration.",A
529,"A student sets up apparatus to observe the double-slit interference of monochromatic light, as shown. 

Interference fringes are formed on the screen.
Which change would increase the distance between adjacent fringes?

Decrease the distance between the two slits.
Decrease the width of each slit.
Move the screen closer to the double slit.
Use light of a higher frequency.",A
530,"Why can an observable interference pattern never be obtained between two monochromatic beams of light from different lamps?

The frequency of the light from the two lamps can never be the same.
The light from the two lamps can never be coherent.
The temperature of the filaments of the two lamps used can never be the same.
The wavelength of the light from the two lamps must always be different.",B
531,"Monochromatic light is directed at a diffraction grating, as shown.  

Which diagram could show all the possible directions of the light, after passing through the grating, that give maximum intensity?",C
532,"A cathode-ray oscilloscope (CRO) is used to display the trace from a sound wave. The time-base is set at 5 µs mm–1. 

What is the frequency of the sound wave? 

6.7 Hz
67 Hz
6.7 kHz
67 kHz",C
533,"The electromagnetic spectrum consists of waves with different wavelengths.
Which row correctly identifies regions of the electromagnetic spectrum?



 
10–10 m
10–8 m
10–5 m
10–2 m


A
microwaves
X-rays
ultraviolet 
infrared


B
infrared
microwaves
X-rays
ultraviolet 


C
microwaves
infrared
ultraviolet 
X-rays


D
X-rays
ultraviolet 
infrared
microwaves",D
534,"In one of the first experiments to demonstrate the Doppler effect, a train was filled with trumpeters all playing a note of frequency 440 Hz. The difference in observed frequency of the note as the train directly approached a stationary observer was 22 Hz. The speed of sound was 340 m s–1.
At which speed was the train moving?

15.4 m s–1 
16.2 m s–1 
17.0 m s–1 
17.9 m s–1",B
535,"In an experiment to determine the wavelength of sound in air, a stationary wave is set up in an air column.
The distance between a node and an adjacent antinode is L.
What is the wavelength of the sound?

½L 
L 
2L
4L",D
536,"A wave moves along the surface of water.
The diagram shows the variation of displacement s with distance along the wave at time t = 0. 

Which graph best shows the variation with time t of the displacement s of the point P on the wave?",D
537,"The diagram illustrates the position of particles in a progressive sound wave at one instant in time.  

The speed of the wave is v. P and Q are two points in the wave a distance L apart.
What is an expression for the frequency of the wave?",A
538,"The stress-strain graphs for loading and unloading four different materials are shown.
Which material exhibits purely elastic behaviour?",B
539,"The diagram shows the arrangement of atoms in a particular crystal. 

Each atom is at the corner of a cube.
The mass of each atom is 3.5 × 10–25 kg. The density of the crystal is 9.2 × 103 kgm–3.
What is the shortest distance between the centres of two adjacent atoms?

3.8 × 10–29m
6.2 × 10–15m
3.4 × 10–10m
3.0 × 10–9m",C
540,"A wire X is stretched by a force and gains elastic potential energy E.
The same force is applied to wire Y of the same material, with the same initial length but twice the diameter of wire X. Both wires obey Hooke's law.
What is the gain in elastic potential energy of wire Y?

0.25E 
0.5E 
2E 
4E",A
541,"A train on a mountain railway is carrying 200 people of average mass 70 kg up a slope at an angle of 30° to the horizontal and at a speed of 6.0 m s–1. The train itself has a mass of 80 000kg. The percentage of the power from the engine which is used to raise the passengers and the train is 40%.
What is the power of the engine?

1.1 MW
2.8 MW
6.9 MW
14 MW",C
542,"A bungee jumper jumps off a high bridge, when attached to it by a long elastic rope which obeys Hooke's law.
The gravitational potential energy of the jumper is measured relative to the lowest point reached by the jumper.
Which graph shows the variation of the gravitational potential energy of the jumper, and the elastic potential energy in the rope, with the vertical distance fallen from the top of the bridge?",A
543,"A combined heat and power (CHP) station generates electrical power and useful heat. The diagram shows the input and output powers for a CHP station. 

What is the efficiency of the CHP station for producing useful power?

31%
38%
50%
81%",D
544,"A parachutist is falling at constant (terminal) velocity.
Which statement is not correct?

Gravitational potential energy is converted into kinetic energy of the air.
Gravitational potential energy is converted into kinetic energy of the parachutist.
Gravitational potential energy is converted into thermal energy of the air.
Gravitational potential energy is converted into thermal energy of the parachutist.",B
545,"A volume of 1.5 m3 of water is mixed with 0.50 m3 of alcohol. The density of water is 1000 kgm–3 and the density of alcohol is 800 kgm–3.
The volume of the mixture is 2.0m3.
What is the density of the mixture?

850 kgm–3 
900 kgm–3 
940 kgm–3 
950 kgm–3",D
546,"A car of mass m travels at constant speed up a slope at an angle θ to the horizontal, as shown in the diagram. Air resistance and friction provide a resistive force F. The acceleration of free fall is g.

What is the force needed to propel the car at this constant speed?

mg cosθ
mg sinθ
mg cosθ + F
mg sinθ + F",D
547,"A small positive charge can move inside a uniform electric field. 

The charge moves along different straight paths between points P, Q, R and S.
Which row gives two paths that result in the same total work done on the charge? 



 
path 1
path 2


A
P to R
Q to S 


B
P to R
P to S


C
S to Q 
S to R 


D
S to Q 
R to P",C
548,"A submarine descends vertically at constant velocity. The three forces acting on the submarine are viscous drag, upthrust and weight.
Which relationship between their magnitudes is correct?

weight < drag
weight = drag
weight < upthrust
weight > upthrust",D
549,"Two bar magnets P and Q are mounted on floats which can slide without friction along an air track. 

The two magnets slide towards each other along the air track and interact, without makingcontact.
The relative speed of approach of the magnets is equal to their relative speed of separation.
Which statement about P and Q must be correct?

During the interaction between P and Q some of the total kinetic energy is lost.
During the interaction between P and Q some of the total momentum is lost.
The momentum of Q after the interaction is equal to the momentum of P before the interaction.
The values of (kinetic energy of P + kinetic energy of Q) before and after the interaction are equal.",D
550,"A car has mass m. A person needs to push the car with force F in order to give the car acceleration a. The person needs to push the car with force 2F in order to give the car acceleration 3a.
Which expression gives the constant resistive force opposing the motion of the car?

ma 
2ma 
3ma 
4ma",A
551,"What describes the mass of an object?

the force the object experiences due to gravity
the momentum of the object before a collision
the resistance of the object to changes in motion
the weight of the object as measured by a balance",C
552,"The graph shows how a physical quantity varies with time. 

Which event could best be represented by the graph?

the acceleration of a firework rising to a maximum height and falling to the ground
the acceleration of a skydiver leaving an aircraft, falling, opening a parachute and falling to the ground
the speed of a javelin as it leaves an athlete’s hand, falls and sinks into the ground
the speed of a high jump athlete leaving the ground, jumping over a bar and descending to the ground",B
553,"A man of mass 75.2 kg uses a set of weighing scales to measure his mass three times. He obtains the following readings. 



 
mass / kg


reading 1reading 2reading 3
80.280.180.2



Which statement best describes the precision and accuracy of the weighing scales?

not precise to ± 0.1 kg and accurate to ± 0.1 kg
not precise to ± 0.1 kg and not accurate to ± 0.1kg
precise to ± 0.1 kg and accurate to ± 0.1 kg
precise to ± 0.1 kg and not accurate to ± 0.1 kg",D
554,"Two quantities p and q are directly proportional to each other.
Experimental results are taken and plotted in a graph of q against p.
Which graph shows there were random errors in the measurements of p and q?",C
555,"A student wishes to determine the density ρ of lead. She measures the mass and diameter of a small sphere of lead:
mass = (0.506 ± 0.005) gdiameter = (2.20 ± 0.02) mm.
What is the best estimate of the percentage uncertainty in her calculated value of ρ?

1.7%
1.9%
2.8%
3.7%",D
556,"Two cables are attached to a bracket and exert forces as shown. 

What are the magnitudes of the horizontal and vertical components of the resultant of the two forces? 



 
horizontal component /N
vertical component /N


A
9.73 
0.534


B
9.73 
10.2


C
18.0 
0.534 


D
18.0 
10.2",C
557,"The Planck constant h has SI units J s.
Which equation could be used to calculate the Planck constant? 

 where D is distance, E is energy and v is velocity
 where v is velocity and D is distance 
 where E is electric field strength
 where F is force, r is radius and m is mass",A
558,"What is the number of SI base units required to express electric field strength and power?



 
electric field strength 
power 


A
3
3


B
3
2


C
4
2


D
4
3",D
559,"What is equivalent to 2000 microvolts?

2µJ C–1 
2 mV
2 pV
2000 mV",B
560,"Some particles are a combination of three quarks.
Which combination of quarks would not result in a particle with a charge of either +1.6 × 10–19 C or zero?

up, down, down
up, strange, strange
up, up, down
up, up, up",D
561,"Which statement about the alpha-particle scattering experiment provides evidence for the existence of the nucleus?

A tiny proportion of the alpha-particles are deflected through large angles.
Slower alpha-particles are deflected through larger angles.
The kinetic energies of the deflected alpha-particles are unchanged.
The number of alpha-particles deflected depends on the thickness of the foil.",A
562,"The diagram shows a potentiometer and a fixed resistor connected across a 12 V battery of negligible internal resistance. 

The fixed resistor and the potentiometer each have resistance 20 Ω. The circuit is designed to provide a variable output voltage.
What is the range of output voltages? 

0 – 6 V
0 – 12 V
6 – 12 V
12 – 20 V",A
