,Prompt,Response
248," A vertical money supply curve intersects a downward-sloping liquidity preference curve on a graph with interest rates on the vertical axis and quantity of money on the horizontal axis. The equilibrium interest rate occurs at this intersection.) For instance, an increase in the money supply shifts the vertical supply curve rightward, lowering the equilibrium interest rate as more liquidity is available relative to demand. ","\documentclass[tikz]{standalone}
\usepackage{pgfplots}
\pgfplotsset{compat=1.18}
\usepgfplotslibrary{fillbetween}

\begin{document}
\begin{tikzpicture}
\begin{axis}[
    axis lines = left,
    xlabel = {Quantity of money},
    ylabel = {Interest rate},
    xmin = 0, xmax = 12,
    ymin = 0, ymax = 10,
    xtick = \empty,
    ytick = \empty,
    clip = false,
    grid = none,
    axis line style = {thick},
    every axis y label/.style = {rotate=0, at={(ticklabel* cs:1.02)}},
    every axis x label/.style = {at={(ticklabel* cs:1.02)}},
]

% Money demand curve (downward sloping)
\addplot [name path=MD, thick, blue, domain=0:10] {8 - 0.6*x};
\node [blue, above] at (axis cs: 3,6.2) {Liquidity preference (MD)};

% Initial money supply (vertical)
\draw [thick, red] (axis cs:4,0) -- (axis cs:4,10) node[above] {MS\textsubscript{1}};

% Shifted money supply (vertical)
\draw [thick, red] (axis cs:7,0) -- (axis cs:7,10) node[above] {MS\textsubscript{2}};

% Equilibrium points
\fill (axis cs:4,5.6) circle (2pt) node[above left] {E\textsubscript{1}};
\fill (axis cs:7,3.8) circle (2pt) node[above left] {E\textsubscript{2}};

% Shift arrow
\draw [->, thick, black] (axis cs:4,8) -- (axis cs:7,8) node[midway, above] {Increase in money supply};

% Dashed lines for equilibriums
\draw [dashed] (axis cs:0,5.6) node[left] {$r_1$} -- (axis cs:4,5.6) -- (axis cs:4,0) node[below] {$Q_1$};
\draw [dashed] (axis cs:0,3.8) node[left] {$r_2$} -- (axis cs:7,3.8) -- (axis cs:7,0) node[below] {$Q_2$};

\end{axis}
\end{tikzpicture}
\end{document}"
249," budget line tangent to indifference curve). At this tangency point, the marginal rate of substitution (\( MRS_{XY} \)) — the rate at which the consumer is willing to substitute \( Y \) for \( X \) while maintaining utility — equals the price ratio \( \frac{P_X}{P_Y} \). If \( MRS_{XY} > \frac{P_X}{P_Y} \), the consumer values \( X \) more highly relative to \( Y \) than the market does, prompting increased \( X \) consumption until substitution effects align \( MRS_{XY} \) with the price ratio. This tangency condition ensures the consumer’s subjective valuation matches objective market prices, maximizing utility within their budget","\documentclass{standalone}
\usepackage{pgfplots}
\pgfplotsset{compat=newest}
\usetikzlibrary{calc}

\begin{document}
\begin{tikzpicture}
\begin{axis}[
    axis lines = left,
    xlabel = {Quantity of Good X},
    ylabel = {Quantity of Good Y},
    xmin = 0, xmax = 12,
    ymin = 0, ymax = 12,
    xtick = \empty,
    ytick = \empty,
    clip = false,
    every axis x label/.style={at={(ticklabel* cs:1)}, anchor=west},
    every axis y label/.style={at={(ticklabel* cs:1)}, anchor=south}
]

% Budget line: M = 10, Px = 1, Py = 1 => Intercepts (10,0) and (0,10)
\addplot[blue, thick, domain=0:10] {10 - x};
\node[blue, above right] at (10,0) {\footnotesize $\frac{M}{P_X}$};
\node[blue, left] at (0,10) {\footnotesize $\frac{M}{P_Y}$};
\node[blue, above left] at (5,5) {\footnotesize Budget constraint};

% Indifference curve (convex to origin) tangent at (5,5)
% Equation: U = x*y, so y = U/x. At (5,5), U=25 => y = 25/x
\addplot[red, thick, domain=2.5:10, samples=100] {25/x};
\node[red, above] at (8,3.125) {\footnotesize Indifference curve};

% Tangency point (5,5)
\addplot[only marks, mark=*, black] coordinates {(5,5)};
\node[above left] at (5,5) {\footnotesize Optimal bundle};

% MRS = Price ratio label
\node[below right] at (5.5,4.5) {\footnotesize $MRS_{XY} = \frac{P_X}{P_Y}$};

\end{axis}
\end{tikzpicture}
\end{document}"
250," A labour market diagram showing a binding minimum wage or union-negotiated wage above equilibrium, with excess supply labelled as real wage unemployment.) The persistence of this unemployment stems from wage rigidity: even if demand for labour falls, wages cannot adjust downward due to institutional constraints. This contrasts with frictional unemployment, as real wage unemployment is involuntary and reflects a fundamental mismatch between the wage rate and market equilibrium. It may persist indefinitely unless wages become flexible or labour demand increases sufficiently to absorb the surplus. ","\documentclass[tikz]{standalone}
\usepackage{pgfplots}
\pgfplotsset{compat=1.18}
\usetikzlibrary{patterns}

\begin{document}
\begin{tikzpicture}
\begin{axis}[
    axis lines = left,
    xlabel = Quantity of Labour,
    ylabel = Real Wage,
    xmin = 0, xmax = 120,
    ymin = 0, ymax = 14,
    xtick = \empty,
    ytick = \empty,
    clip = false,
    every axis y label/.style={at={(ticklabel* cs:1.02)}, anchor=west},
    every axis x label/.style={at={(ticklabel* cs:1.02)}, anchor=south}
]

% Supply and demand curves
\addplot[domain=0:100, thick, blue, name path=supply] {0.1*x + 2};
\addplot[domain=0:100, thick, red, name path=demand] {10 - 0.08*x};

% Equilibrium point
\coordinate (E) at (50,7);
\node[circle, fill=black, inner sep=1.5pt, pin={[pin edge={solid}]15:$E$}] at (E) {};

% Minimum wage line
\draw[thick, dashed, name path=minwage] (axis cs:0,9) -- (axis cs:100,9) 
    node[pos=0.97, above] {Minimum wage};

% Quantity markers
\draw[dashed] (axis cs:35,0) -- (axis cs:35,9) node[below left, pos=0] {$Q_d$};
\draw[dashed] (axis cs:70,0) -- (axis cs:70,9) node[below right, pos=0] {$Q_s$};

% Excess supply area
\path[name path=axis] (axis cs:35,0) -- (axis cs:70,0);
\addplot[pattern=north east lines, pattern color=gray!50] 
    fill between[of=minwage and axis, soft clip={domain=35:70}];

% Labels
\node[above] at (axis cs:52.5,9.8) {Excess supply};
\node at (axis cs:52.5,7.5) {Real wage\\unemployment};
\node[right] at (axis cs:100,2.2) {$D_L$};
\node[right] at (axis cs:100,12) {$S_L$};

% Arrow for wage rigidity
\draw[->, thick, >=stealth] (axis cs:75,10.5) -- (axis cs:75,8.5) 
    node[midway, right, align=left] {Wage\\rigidity};
\end{axis}
\end{tikzpicture}
\end{document}"
251, U-shaped MC curve intersecting the ATC curve at its minimum point.,"\begin{tikzpicture}
\begin{axis}[
    axis lines = left,
    xlabel = {Quantity},
    ylabel = {Cost},
    xmin = 0, xmax = 10,
    ymin = 0, ymax = 30,
    xtick = \empty,
    ytick = \empty,
    clip = false,
    grid = none,
    width = 8cm,
    height = 6cm
]

% Draw ATC curve (U-shaped)
\addplot [
    domain = 0.5:9.5,
    samples = 100,
    thick,
    red
] {0.5*(x-5)^2 + 5};
\node [red, above] at (axis cs: 9.3,23) {ATC};

% Draw MC curve (U-shaped, intersecting ATC at minimum)
\addplot [
    domain = 0.5:9.5,
    samples = 100,
    thick,
    blue
] {(x-5)^2 + 5};
\node [blue, above] at (axis cs: 9.3,25) {MC};

% Mark minimum point of ATC (intersection with MC)
\addplot [black, mark=*, only marks] coordinates {(5,5)};
\node [above right] at (axis cs: 5.1,5.2) {Minimum};

% Add dashed lines for minimum point
\addplot [dashed, gray] coordinates {(5,0) (5,5)};
\addplot [dashed, gray] coordinates {(0,5) (5,5)};
\node [below] at (axis cs: 5,0) {$Q_{\min}$};
\node [left] at (axis cs: 0,5) {$C_{\min}$};

\end{axis}
\end{tikzpicture}"
252," a firm’s cost curves with ATC, MC, and the productive efficiency point at the minimum ATC). At this point, all inputs—labour, capital, and raw materials—are combined in the most cost-effective manner, ensuring no resources are wasted. For instance, if a firm operates above this point, it implies inefficiencies such as excess labour or underutilised machinery, leading to higher costs and misallocation of resources. Productive efficiency ensures that resources are used to their fullest technical potential, minimising waste and maximising output for a given level of inputs","\begin{tikzpicture}
\begin{axis}[
    axis lines = left,
    xlabel = Quantity ($Q$),
    ylabel = Cost ($C$),
    xmin = 0, xmax = 10,
    ymin = 0, ymax = 10,
    xtick = \empty,
    ytick = \empty,
    clip = false,
    every axis y label/.style={at=(current axis.above origin),anchor=east},
    every axis x label/.style={at=(current axis.right of origin),anchor=north},
    samples = 100
]

% ATC curve (U-shaped)
\addplot[blue, thick, domain=1:9] {0.2*(x-5)^2 + 3};
\node[blue, right] at (axis cs: 9,7.2) {ATC};

% MC curve (U-shaped, intersects ATC minimum)
\addplot[red, thick, domain=1:9] {0.6*x^2 - 4*x + 8};
\node[red, right] at (axis cs: 9,9.8) {MC};

% Productive efficiency point (minimum ATC)
\addplot[only marks, mark=*, mark size=2pt] coordinates {(5,3)};
\node[above right] at (axis cs: 5,3) {Productive efficiency};
\draw[dashed] (axis cs:5,0) -- (axis cs:5,3) -- (axis cs:0,3);

% Labels
\node[below] at (axis cs:5,0) {$Q_{\min}$};
\node[left] at (axis cs:0,3) {$C_{\min}$};

\end{axis}
\end{tikzpicture}"
253," a supply and demand graph where equilibrium price intersects marginal cost). At this equilibrium, the value consumers place on the last unit produced (reflected in the price they are willing to pay) equals the opportunity cost of the resources used to produce it (reflected in MC). If P > MC, society values additional units more than the cost of producing them, signalling underproduction. If P < MC, resources are over-allocated to the good, as production costs exceed consumer valuation. Allocative efficiency ensures resources are directed towards goods that maximise societal welfare, avoiding over- or under-provision. For example, in a perfectly competitive market, profit-maximising firms naturally achieve allocative efficiency as they expand output until P = MC","\begin{tikzpicture}
\begin{axis}[
    axis lines = left,
    xlabel = Quantity,
    ylabel = Price,
    xmin = 0, xmax = 10,
    ymin = 0, ymax = 10,
    xtick = \empty,
    ytick = \empty,
    clip = false,
]

% Demand curve (D)
\addplot [blue, thick, domain=0:10] {10 - x};
\node[blue, above right] at (axis cs: 0.5,9.5) {D};

% Supply curve = Marginal Cost (MC)
\addplot [red, thick, domain=0:10] {x};
\node[red, above left] at (axis cs: 9.5,9.5) {S = MC};

% Equilibrium point (P* = MC)
\addplot[black, mark=*, only marks] coordinates {(5,5)};
\node[above] at (axis cs: 5.2,5.2) {E};
\draw[dashed] (axis cs: 5,0) -- (axis cs: 5,5) node[below] at (axis cs: 5,0) {$Q^*$};
\draw[dashed] (axis cs: 0,5) -- (axis cs: 5,5) node[left] at (axis cs: 0,5) {$P^*$};

% Underproduction region (P > MC)
\addplot[black, mark=*, only marks] coordinates {(3,7)};
\node[above] at (axis cs: 3,7) {A};
\addplot[black, mark=*, only marks] coordinates {(3,3)};
\node[below] at (axis cs: 3,3) {B};
\draw[dashed] (axis cs: 3,0) -- (axis cs: 3,7) node[below] at (axis cs: 3,0) {$Q_1$};
\draw[<->, thick, green] (axis cs: 3.2,3) -- (axis cs: 3.2,7) node[midway, right] {P > MC};
\node[above] at (axis cs: 3,7.5) {Value to consumers};
\node[below] at (axis cs: 3,2.5) {Opportunity cost};

% Overproduction region (P < MC)
\addplot[black, mark=*, only marks] coordinates {(7,3)};
\node[below] at (axis cs: 7,3) {C};
\addplot[black, mark=*, only marks] coordinates {(7,7)};
\node[above] at (axis cs: 7,7) {D};
\draw[dashed] (axis cs: 7,0) -- (axis cs: 7,7) node[below] at (axis cs: 7,0) {$Q_2$};
\draw[<->, thick, green] (axis cs: 7.2,3) -- (axis cs: 7.2,7) node[midway, right] {P < MC};
\node[above] at (axis cs: 7,7.5) {Opportunity cost};
\node[below] at (axis cs: 7,2.5) {Value to consumers};

% Allocative efficiency label
\node[align=center] at (axis cs: 8,1) {Allocative efficiency \\ where $P = MC$};

\end{axis}
\end{tikzpicture}"
254," A standard MC and MR curve intersecting at the profit-maximising quantity, with the corresponding price determined by the demand curve at this output.","\documentclass[tikz]{standalone}
\usepackage{pgfplots}
\pgfplotsset{compat=newest}
\usepgfplotslibrary{fillbetween}
\begin{document}
\begin{tikzpicture}
\begin{axis}[
    axis lines = left,
    xlabel = {Quantity (Q)},
    ylabel = {Price (P)},
    xmin = 0, xmax = 10,
    ymin = 0, ymax = 8,
    xtick = \empty,
    ytick = \empty,
    clip = false
]

% Demand curve (D)
\addplot [domain=0:8, blue, thick, name path=demand] {7 - 0.7*x};
\node [above, blue] at (1.5,6) {D};

% Marginal Revenue (MR)
\addplot [domain=0:7, red, thick, name path=mr] {7 - 1.4*x};
\node [left, red] at (3,3) {MR};

% Marginal Cost (MC)
\addplot [domain=1:9, green!60!black, thick, name path=mc] {0.5*x};
\node [right, green!60!black] at (7.5,3.75) {MC};

% Find intersection (MR = MC)
\path [name intersections={of=mr and mc, by=E}];
\node [circle, fill=black, inner sep=1.5pt, label=below:{$Q^*$}] at (E) {};

% Draw price line from intersection to demand curve
\draw [dashed] (E) -- (E|-{0,0}) node [below] {$Q^*$};
\draw [dashed] (E) -- (E|-{axis cs:0,0}) |- (axis cs:0,{7 - 0.7*(x(E))}) node [left] {$P^*$};

% Dot on demand curve at Q*
\coordinate (Pstar) at (axis cs:{x(E)},{7 - 0.7*(x(E))});
\node [circle, fill=black, inner sep=1.5pt] at (Pstar) {};

% Label equilibrium
\draw [dashed] (Pstar) -- (axis cs:0,{y(Pstar)}) node [left] {$P^*$};
\end{axis}
\end{tikzpicture}
\end{document}"
255, A firm’s short-run cost curves showing the shutdown point at the minimum AVC and the breakeven point at the minimum ATC.,"\documentclass[tikz]{standalone}
\usepackage{pgfplots}
\pgfplotsset{compat=1.18}
\usepgfplotslibrary{dateplot}

\begin{document}
\begin{tikzpicture}
\begin{axis}[
    axis lines = left,
    xlabel = {Quantity (Q)},
    ylabel = {Cost},
    xmin = 0, xmax = 10,
    ymin = 0, ymax = 8,
    xtick = \empty,
    ytick = \empty,
    clip = false,
    width = 10cm,
    height = 8cm
]

% Define functions
\addplot [domain=0:8, smooth, thick, blue, name path=MC] {0.375*(x-4)^2 + 2};
\addplot [domain=1:8, smooth, thick, red, name path=AVC] {0.2*(x-4)^2 + 2};
\addplot [domain=1:8, smooth, thick, green!70!black, name path=ATC] {0.2*(x-6)^2 + 3.5};

% Shutdown point (minimum AVC)
\coordinate (shutdown) at (4,2);
\fill [black] (shutdown) circle (2pt);
\draw [dashed] (shutdown) -- (axis cs: 4,0) node [below, black] {Q\textsubscript{sd}};
\draw [dashed] (shutdown) -- (axis cs: 0,2) node [left, black] {P\textsubscript{sd}};

% Breakeven point (minimum ATC)
\coordinate (breakeven) at (6,3.5);
\fill [black] (breakeven) circle (2pt);
\draw [dashed] (breakeven) -- (axis cs: 6,0) node [below, black] {Q\textsubscript{be}};
\draw [dashed] (breakeven) -- (axis cs: 0,3.5) node [left, black] {P\textsubscript{be}};

% Labels
\node [blue, above right] at (axis cs: 7,6) {MC};
\node [red, above right] at (axis cs: 2,3.5) {AVC};
\node [green!70!black, above right] at (axis cs: 7,4.5) {ATC};
\node [above] at (axis cs: 4,2.5) {Shutdown point};
\node [above] at (axis cs: 6,4) {Breakeven point};

\end{axis}
\end{tikzpicture}
\end{document}"
256," Long-run equilibrium under perfect competition, with the demand curve tangent to the minimum point of the ATC curve, indicating zero economic profit.","\documentclass{standalone}
\usepackage{pgfplots}
\pgfplotsset{compat=newest}

\begin{document}
\begin{tikzpicture}
\begin{axis}[
    axis lines = left,
    xlabel = {Quantity},
    ylabel = {Price, Cost},
    xmin = 0, xmax = 12,
    ymin = 0, ymax = 12,
    xtick = {5},
    xticklabels = {$Q^*$},
    ytick = {5},
    yticklabels = {$P^*$},
    samples = 100,
    clip = false,
    grid = none,
    every axis y label/.style={at={(ticklabel* cs:1.02)}, anchor=west},
    every axis x label/.style={at={(ticklabel* cs:1.02)}, anchor=south},
]

% Draw horizontal demand curve (D = MR)
\addplot [thick, blue, domain=0:12] {5} node[pos=0.95, above] {D = MR};

% Draw ATC curve (quadratic U-shape tangent at minimum)
\addplot [thick, red, domain=1:11] {0.2*(x-5)^2 + 5} node[at end, right] {ATC};

% Draw MC curve (linear, passing through minimum ATC)
\addplot [thick, green!70!black, domain=2:10] {1.5*x - 2.5} node[at end, above left] {MC};

% Mark equilibrium point at tangency (minimum ATC)
\addplot [only marks, mark=*, black] coordinates {(5,5)};

% Draw dashed lines for equilibrium quantity/price
\draw [dashed] (5,0) -- (5,5) -- (0,5);

% Add zero economic profit note
\node [font=\small] at (9,10) {Zero economic profit};
\end{axis}
\end{tikzpicture}
\end{document}"
257," Indifference curves and budget lines.) A decrease in the price of X shifts the budget line outward, with the new tangency point indicating a higher quantity demanded. Each tangency corresponds to a unique price-quantity combination. ","\documentclass{standalone}
\usepackage{pgfplots}
\pgfplotsset{compat=1.18}
\begin{document}
\begin{tikzpicture}
\begin{axis}[
    axis lines = left,
    xlabel = {Quantity of Good X},
    ylabel = {Quantity of Good Y},
    xmin = 0, xmax = 14,
    ymin = 0, ymax = 14,
    xtick = {4,8,12},
    xticklabels = {$Q_1$,,$Q_2$},
    ytick = \empty,
    clip = false,
    grid = none,
    axis line style = thick,
    samples = 200
]

% Initial budget line (BL1)
\addplot[blue, thick, domain=0:10] {10 - 1*x} 
    node[pos=0.95, below, font=\small] {BL\textsubscript{1}};

% New budget line (BL2) after price decrease
\addplot[blue, thick, domain=0:12] {10 - 0.833*x} 
    node[pos=0.95, below, font=\small] {BL\textsubscript{2}};

% Indifference curve IC1 (tangent to BL1)
\addplot[red, thick, domain=2:10] {20/x} 
    node[pos=0.7, above left, font=\small] {IC\textsubscript{1}};

% Indifference curve IC2 (tangent to BL2)
\addplot[red, thick, domain=3:12] {30/x} 
    node[pos=0.7, above left, font=\small] {IC\textsubscript{2}};

% Tangency points
\addplot[only marks, mark=*, mark size=2pt] coordinates {
    (4,5)  % Initial tangency (A)
    (8,2.5)  % New tangency (B)
};

% Point labels
\node[above right] at (axis cs:4,5) {\footnotesize A};
\node[above right] at (axis cs:8,2.5) {\footnotesize B};

% Dashed projection lines
\draw[dashed] (axis cs:4,5) -- (axis cs:4,0)
    node[below, font=\footnotesize] {$Q_1$};
\draw[dashed] (axis cs:8,2.5) -- (axis cs:8,0)
    node[below, font=\footnotesize] {$Q_2$};

% Quantity shift arrow
\draw[->, >=stealth, thick] (axis cs:4,0.5) -- (axis cs:8,0.5)
    node[midway, above, font=\footnotesize] {Increase in quantity demanded};

\end{axis}
\end{tikzpicture}
\end{document}"
258," Demand curve.) The demand curve is derived by linking these equilibrium points, illustrating the inverse relationship between price and quantity demanded. The curve slopes downward due to the substitution effect (cheaper X substitutes for other goods) and the income effect (increased purchasing power allows more X to be bought). ","\documentclass[tikz]{standalone}
\usepackage{pgfplots}
\pgfplotsset{compat=1.18}
\usetikzlibrary{arrows.meta}

\begin{document}
\begin{tikzpicture}
\begin{axis}[
    axis lines = left,
    xlabel = Quantity,
    ylabel = Price,
    xmin = 0, xmax = 120,
    ymin = 0, ymax = 120,
    xtick = \empty,
    ytick = \empty,
    clip = false,
    x label style = {at={(axis description cs:1,0.05)}, anchor=north},
    y label style = {at={(axis description cs:0.05,1)}, anchor=east},
    axis line style = {-Latex},
    every axis plot/.append style={smooth}
]

% Demand curve
\addplot[blue, thick, domain=20:100] {100 - x};
\node[blue, right] at (40,60) {Demand curve (D)};

% Equilibrium points example
\draw[dashed] (axis cs:40,60) -- (axis cs:40,0) node[below] {$Q_1$};
\draw[dashed] (axis cs:40,60) -- (axis cs:0,60) node[left] {$P_1$};
\fill (40,60) circle (2pt) node[above right] {E$_1$};

\draw[dashed] (axis cs:60,40) -- (axis cs:60,0) node[below] {$Q_2$};
\draw[dashed] (axis cs:60,40) -- (axis cs:0,40) node[left] {$P_2$};
\fill (60,40) circle (2pt) node[above right] {E$_2$};

% Arrow for quantity shift
\draw[-Latex, red, thick] (axis cs:42,58) -- (axis cs:58,42) 
    node[midway, above left] {Quantity demanded\\shifted from $Q_1$ to $Q_2$};

\end{axis}
\end{tikzpicture}
\end{document}"
259," A standard perfectly competitive firm diagram showing a horizontal AR = MR curve intersecting the U-shaped AC and MC curves at the minimum point of AC, with equilibrium output where MC = MR, resulting in zero economic profit.","\documentclass[tikz,border=10pt]{standalone}
\usepackage{pgfplots}
\pgfplotsset{
  compat=1.18,
  standard/.style={
    axis lines=left,
    axis line style={-stealth},
    xlabel={Quantity (Q)},
    ylabel={Price, Cost (P, C)},
    xlabel style={at=(current axis.right of origin), anchor=west},
    ylabel style={at=(current axis.above origin), anchor=south},
    xtick=\empty,
    ytick=\empty,
    samples=100,
    domain=0:10,
    xmin=0, xmax=10,
    ymin=0, ymax=10,
    clip=false
  }
}
\begin{document}
\begin{tikzpicture}
\begin{axis}[standard]
  % Draw MC curve (U-shaped)
  \addplot[blue, thick, name path=mc] {0.6*x^2 - 4*x + 10} node[above, pos=0.95] {MC};
  
  % Draw AC curve (U-shaped)
  \addplot[red, thick, name path=ac] {0.2*(x-5)^2 + 5} node[above right, pos=0.95] {AC};
  
  % Draw horizontal AR = MR line
  \addplot[black, thick, name path=mr] {5} node[right, pos=1] {AR = MR};
  
  % Mark equilibrium point (intersection of MC and MR)
  \node[circle, fill=black, inner sep=1.5pt, label=above left:E] at (5,5) {};
  
  % Draw dashed vertical line at equilibrium quantity
  \draw[dashed] (5,0) node[below] {Q\textsuperscript{*}} -- (5,5);
  
  % Label minimum point of AC (where MR intersects AC minimum)
  \node[circle, fill=black, inner sep=1pt] at (5,5) {};
  \node[below] at (5,0) {};
  
  % Axes origin label
  \node[below left] at (0,0) {0};
\end{axis}
\end{tikzpicture}
\end{document}"
260," A monopoly-style diagram showing a downward-sloping AR curve and a steeper MR curve below it. The profit-maximizing output occurs where MR = MC, with the corresponding price on the AR curve exceeding AC, illustrating supernormal profits as the area between AR and AC at this output level.","\begin{tikzpicture}
\begin{axis}[
    axis lines = left,
    xlabel = Quantity,
    ylabel = Price/Cost,
    xmin = 0,
    xmax = 20,
    ymin = 0,
    ymax = 13,
    xtick = \empty,
    ytick = \empty,
    clip = false,
    samples = 100,
    every axis y label/.style={at={(ticklabel* cs:1.05)}, anchor=south},
    every axis x label/.style={at={(ticklabel* cs:1.05)}, anchor=west}
]

% AR curve (Demand curve)
\addplot[domain=0:20, blue, thick] {10 - 0.5*x};
\node[blue, above right] at (axis cs: 2,9) {AR};

% MR curve
\addplot[domain=0:10, blue, thick, dashed] {10 - x};
\node[blue, below right] at (axis cs: 5,5) {MR};

% MC curve
\addplot[domain=0:20, red, thick] {0.1*x^2 - 2*x + 10};
\node[red, above left] at (axis cs: 15,2.5) {MC};

% AC curve
\addplot[domain=0:20, green!60!black, thick] {0.1*x^2 - 2*x + 12};
\node[green!60!black, right] at (axis cs: 15,4.5) {AC};

% Profit-maximizing point (MR = MC)
\draw[dashed, thick] (axis cs:10,0) node[below] {Q$^*$} -- (axis cs:10,5);
\draw[dashed, thick] (axis cs:0,5) node[left] {P$^*$} -- (axis cs:10,5);

% AC at Q*
\draw[dashed, thick] (axis cs:0,2) node[left] {AC$^*$} -- (axis cs:10,2);

% Supernormal profit area
\fill[gray!40, opacity=0.5] (axis cs:0,2) rectangle (axis cs:10,5);
\node at (axis cs:5,3.5) {Supernormal Profit};

\end{axis}
\end{tikzpicture}"
261," A downward shift in aggregate demand from AD1 to AD2 reduces real output from Y1 to Y2, increasing unemployment as the economy operates below full capacity.) Disequilibrium unemployment may also arise from rigidities, such as minimum wage laws or union bargaining power, preventing wages from adjusting downward to clear the labor market. (DIAGRAM: A real wage set above the equilibrium level (W1) creates excess labor supply (Q2-Q1), leading to involuntary unemployment.","\begin{tikzpicture}
\begin{axis}[
    axis lines = left,
    xlabel = Quantity of Labor,
    ylabel = Real Wage,
    xmin = 0, xmax = 10,
    ymin = 0, ymax = 10,
    xtick = {3,7},
    xticklabels = {$Q_1$, $Q_2$},
    ytick = {7},
    yticklabels = {$W_1$},
    clip = false,
    grid = none,
    every axis y label/.style={at={(ticklabel* cs:1.05)}, anchor=south},
    every axis x label/.style={at={(ticklabel* cs:1.05)}, anchor=west},
]

% Labor demand curve (downward sloping)
\addplot[blue, domain=0:10, thick] {10 - x};
\node[blue, above left] at (axis cs:1,9) {LD};

% Labor supply curve (upward sloping)
\addplot[red, domain=0:10, thick] {x};
\node[red, above right] at (axis cs:9,9) {LS};

% Fixed real wage W1 (horizontal line)
\draw[dashed, thick] (axis cs:0,7) -- (axis cs:10,7);
\node[left] at (axis cs:0,7) {$W_1$};

% Quantity markers
\draw[dashed] (axis cs:3,7) -- (axis cs:3,0) node[below] {$Q_1$};
\draw[dashed] (axis cs:7,7) -- (axis cs:7,0) node[below] {$Q_2$};

% Excess labor supply arrow
\draw[<->, >=stealth, thick] (axis cs:3,7.5) -- (axis cs:7,7.5) 
    node[midway, above] {excess labor supply ($Q_2 - Q_1$)};

\end{axis}
\end{tikzpicture}"
262," A standard profit-maximisation diagram for a firm, showing MC, AC, and MR curves. The profit-maximising output occurs where MC intersects MR. The vertical distance between AR and AC at this output represents the average profit per unit, with the total profit area shaded as the rectangle between AR and AC across the quantity axis.) ","\documentclass[tikz]{standalone}
\usepackage{pgfplots}
\pgfplotsset{compat=1.18}
\usepgfplotslibrary{fillbetween}

\begin{document}
\begin{tikzpicture}
\begin{axis}[
    axis lines = left,
    xlabel = {Output (Q)},
    ylabel = {Price, Cost},
    xmin = 0, xmax = 10,
    ymin = 0, ymax = 12,
    xtick = \empty,
    ytick = \empty,
    clip = false,
    every axis x label/.style={at={(ticklabel* cs:1.0)}, anchor=north west},
    every axis y label/.style={at={(ticklabel* cs:1.0)}, anchor=south east}
]

% Define functions
\addplot [name path=MR, domain=0:10, color=red, thick] {10 - x};
\addplot [name path=AR, domain=0:10, color=blue, thick] {10 - 0.5*x};
\addplot [name path=AC, domain=0:10, color=black, thick] {0.1*x^2 - 1.5*x + 10};
\addplot [name path=MC, domain=0:10, color=black, thick, dashed] {0.3*x^2 - 3*x + 10};

% Calculate profit-maximizing point (Q* ≈ 6.67)
\pgfmathsetmacro{\Qstar}{20/3}
\pgfmathsetmacro{\Pstar}{10 - 0.5*\Qstar}
\pgfmathsetmacro{\ACstar}{0.1*(\Qstar)^2 - 1.5*\Qstar + 10}
\pgfmathsetmacro{\MRstar}{10 - \Qstar}

% Shade profit rectangle
\fill [green!20] (0,\ACstar) rectangle (\Qstar,\Pstar);

% Mark curves
\node [right, blue] at (8,6) {AR};
\node [above left, red] at (2,8) {MR};
\node [right] at (9,4.6) {AC};
\node [right] at (9,7.3) {MC};

% Draw vertical dashed line at Q*
\draw [dashed] (\Qstar,0) node[below] {$Q^*$} -- (\Qstar,\Pstar);

% Draw horizontal dashed lines
\draw [dashed] (0,\Pstar) node[left] {$P^*$} -- (\Qstar,\Pstar);
\draw [dashed] (0,\ACstar) node[left] {$AC^*$} -- (\Qstar,\ACstar);

% Mark MC-MR intersection
\fill [black] (\Qstar,\MRstar) circle (2pt) node [right] {$E$};

\end{axis}
\end{tikzpicture}
\end{document}"
