,Question,Mark Scheme,Response
304,"Which change is likely to result in a decrease in the demand for money?

A. a decrease in the use of credit cards by consumers
B. a switch from monthly to weekly payments of wages
C. a decrease in interest rates
D. an increase in the perceived risks involved in holding government bonds",B,"**Correct Answer Explanation (B):**  
A switch from monthly to weekly wage payments reduces the demand for money because it shortens the time interval between income receipts. The **transactions demand for money** (the need to hold cash for day-to-day expenses) decreases when income is received more frequently. With weekly payments, individuals require smaller average cash balances to cover expenses between paychecks compared to monthly payments, where larger sums must be held to bridge the longer gap. This lowers the overall quantity of money demanded at any given interest rate, representing a **leftward shift in the demand for money curve**. 

**Incorrect Answer Analysis:**  
**A. Decrease in credit card usage:** Reduced credit card use would *increase* the demand for money. Credit cards act as a substitute for cash by allowing deferred payment. If consumers use them less, they must hold more physical currency or liquid deposits to finance transactions, raising the transactions demand. This would shift the demand curve *rightward*, making this option incorrect.  

**C. Decrease in interest rates:** A fall in interest rates affects the **opportunity cost of holding money** (the interest forgone by not saving or investing). However, this causes a **movement along the demand for money curve** (a rise in the quantity of money demanded at lower rates), not a shift in demand itself. The question asks for a factor that decreases demand (shifts the curve left), not a change in quantity demanded. Thus, this is incorrect.  

**D. Increase in perceived risks of government bonds:** Higher bond risks make money (a riskless asset) more attractive, *increasing* the **speculative demand for money**. Investors would shift portfolios from bonds to cash, raising overall money demand. This represents a rightward shift in the demand curve, contrary to the question’s requirement. Hence, this option is also incorrect.  

In summary, only **B** directly reduces the need to hold money by altering payment frequency, thereby decreasing transactions demand. The other options either increase demand or involve movements along the curve rather than shifts."
305,"The diagram shows a perfectly competitive firm's average product of labour (APL) and marginal product of labour (MPL) curves.   How many workers will the firm employ at a wage of W?

A. ON1 
B. ON2 
C. ON3 
D. ON4",C,"The correct answer is **C. ON3** because a profit-maximizing firm in a perfectly competitive labor market will employ workers up to the point where the **marginal product of labour (MPL)** equals the wage rate (\(W\)). At this equilibrium, the additional revenue generated by the last worker (MPL) exactly offsets the cost of hiring them (\(W\)), ensuring no further gains from employment. If the diagram shows the MPL curve intersecting the wage line \(W\) at \(N_3\), this represents the optimal employment level, as extending hiring beyond this point would result in marginal costs exceeding marginal benefits, reducing profits. Thus, \(N_3\) aligns with the fundamental profit-maximization condition \(MPL = W\).

**Option A (ON1)** is incorrect because it likely represents the point where the **average product of labour (APL)** equals the wage. Firms do not base hiring decisions on average productivity but on marginal productivity. Hiring at \(N_1\) would mean the firm is not maximizing profits: the MPL at \(N_1\) is higher than \(W\), implying the firm could increase total profit by hiring more workers until \(MPL = W\). 

**Option B (ON2)** is incorrect because it likely corresponds to the peak of the APL curve, where MPL intersects APL from above. While this point maximizes average productivity, it does not maximize profits. At \(N_2\), the MPL is still greater than \(W\), meaning the marginal revenue from an additional worker exceeds their wage. The firm would thus benefit from hiring beyond \(N_2\) until \(MPL = W\) at \(N_3\), capturing additional net gains from higher output.

**Option D (ON4)** is incorrect because it represents a level of employment where the MPL has fallen **below** the wage rate (\(W\)). At \(N_4\), the cost of employing the marginal worker exceeds their contribution to revenue, leading to losses on each additional worker hired beyond \(N_3\). Profit-maximizing firms will never operate in this range, as total profit decreases with every worker added past \(N_3\). 

In summary, the firm employs \(N_3\) workers to satisfy \(MPL = W\), ensuring efficient resource allocation and profit maximization. Other options either ignore marginal analysis (A and B) or violate cost-benefit principles (D)."
306,"What would shift the marginal revenue product curve for workers producing electric vehicles to the right? 

A. a decrease in the price of petrol vehicles
B. a decrease in the productivity of electric vehicles workers
C. an increase in the price of electric vehicles
D. an increase in the wage rate of electric vehicles workers",C,"The marginal revenue product (MRP) curve for workers represents the additional revenue generated by employing an extra worker, calculated as the marginal physical product (MPP) of labor multiplied by the marginal revenue (MR) from selling the output. A rightward shift in the MRP curve occurs when either the MPP (worker productivity) or the MR (value of the output) increases. **Option C is correct** because an increase in the price of electric vehicles directly raises the MR for each unit sold. In competitive markets, MR equals the product price, so a higher price increases the revenue contribution of each worker, shifting the MRP curve to the right. This reflects greater profitability per worker, incentivizing firms to hire more labor at any given wage rate.

**Option A is incorrect** because a decrease in the price of petrol vehicles, a substitute good, would likely increase demand for electric vehicles due to their relative affordability. However, this would not directly shift the MRP curve. Instead, it might increase the *quantity* of labor demanded along the existing MRP curve if demand for electric vehicles rises. The MRP curve itself shifts only due to changes in worker productivity (MPP) or product price (MR), not substitute prices. 

**Option B is incorrect** as a decrease in worker productivity reduces the MPP, lowering the output each worker contributes. Since MRP = MPP × MR, a decline in MPP would shift the MRP curve *leftward*, not rightward. Reduced productivity diminishes the economic value of each worker, opposing the direction implied by the question. 

**Option D is incorrect** because an increase in the wage rate affects the cost of labor, not the MRP. The wage rate determines the quantity of labor demanded at the point where MRP equals the wage (the profit-maximizing condition). However, it does not alter the MRP curve itself; instead, it causes a movement *along* the curve. Higher wages reduce the quantity of labor demanded but do not change the underlying relationship between labor input and revenue generation. 

Thus, only **Option C** directly increases the MR component of the MRP formula, leading to a rightward shift in the curve."
307,"What is a failure of government microeconomic intervention?

A. An indirect tax equal to external costs is imposed on cigarettes and the demand falls.
B. Limits are placed on a trade union's restrictions that increase labour mobility.
C. Price controls on bread are removed which allow a free market to operate.
D. Tariffs are imposed on imported goods which cause the Gini coefficient to increase. ",D,"**Correct Answer Explanation:**  
**D. Tariffs are imposed on imported goods which cause the Gini coefficient to increase.**  
This is a failure of microeconomic intervention because tariffs, while intended to protect domestic industries, often exacerbate income inequality. The Gini coefficient measures income distribution inequality, and its increase signifies a widening gap between high- and low-income groups. Tariffs raise prices for imported goods, disproportionately harming low-income households, which spend a larger share of their income on basic goods. Simultaneously, tariffs may benefit domestic producers and workers in protected industries, often concentrated in higher-income brackets. This regressive effect worsens equity, undermining the government’s objective of efficient and fair market outcomes. Thus, the intervention creates unintended negative consequences, failing to improve societal welfare.

**Incorrect Answer Explanations:**  
**A. An indirect tax equal to external costs is imposed on cigarettes and demand falls.**  
This is a successful intervention, not a failure. By aligning the tax with the external costs (e.g., healthcare burdens from smoking), the government internalizes the negative externality. The tax raises the price of cigarettes, reducing demand and bringing the market closer to the socially optimal quantity. This corrects the market failure caused by overconsumption, demonstrating effective microeconomic policy.

**B. Limits are placed on a trade union's restrictions that increase labour mobility.**  
This intervention improves market efficiency. Trade union restrictions (e.g., rigid wage floors or entry barriers) can create labour market distortions, reducing mobility and employment opportunities. By limiting these restrictions, the government enhances labour market flexibility, allowing wages and employment to adjust to equilibrium levels. This reduces unemployment and increases allocative efficiency, making it a successful intervention.

**C. Price controls on bread are removed which allow a free market to operate.**  
Removing price controls is a corrective measure, not a failure. Price ceilings (e.g., on bread) often lead to shortages by suppressing prices below equilibrium. Eliminating these controls allows prices to reflect supply and demand, restoring market equilibrium. This resolves shortages and incentivizes production, improving resource allocation. The policy rectifies a prior government-induced distortion, making it a success."
308,"A government decides to replace a private company with its own company to collect household waste.  Why could such action be justified? 

A. Waste collection is a public good.
B. Costs of waste collection are bound to be lower if paid out of local taxes.
C. Private companies are always less efficient than government companies.
D. Private companies might put profits before customer needs. ",D,"**Explanation of the Correct Answer (D):**  
The correct answer is **D** because private companies, driven by profit motives, may prioritize financial gains over adequately meeting customer needs. In waste collection, this could manifest as reducing service quality, neglecting underserved areas, or increasing prices to maximize profits. By replacing the private company with a government-run service, the state can ensure that the service is provided equitably and consistently, addressing all households regardless of profitability. Governments, not constrained by profit objectives, are more likely to align waste collection with public welfare goals, such as universal access and environmental standards, even if it requires subsidies. This aligns with the economic rationale for public provision in cases of market failure due to profit-driven underprovision.

**Analysis of Incorrect Answers:**  

**A. Waste collection is a public good.**  
This is incorrect because waste collection lacks the defining characteristics of a public good: non-excludability and non-rivalry. Household waste collection is excludable (e.g., service can be denied to non-paying households) and rivalrous (serving one household uses resources that could otherwise serve another). While waste management may have positive externalities (e.g., reducing public health risks), it is not a pure public good. Thus, this cannot justify government takeover on public good grounds.  

**B. Costs of waste collection are bound to be lower if paid out of local taxes.**  
This is unlikely to be true. Government-run services often face inefficiencies due to bureaucratic costs, lack of competition, and weaker incentives to minimize expenses. Private companies, operating in competitive markets, may achieve lower costs through innovation and cost-cutting. While tax funding might distribute costs across a broader population, it does not guarantee lower overall costs. In fact, public provision could lead to higher costs if mismanaged, making this answer economically unsound.  

**C. Private companies are always less efficient than government companies.**  
This is a flawed generalization. Efficiency depends on market structure, incentives, and regulation. Private firms in competitive markets often outperform state-run entities due to profit motives driving productivity and innovation. However, in natural monopolies (e.g., utilities), public provision might prevent exploitative pricing. The word “always” invalidates this option, as it ignores context-specific factors. Waste collection, often a localized service, does not inherently favor public efficiency.  

**Conclusion:**  
Answer **D** correctly identifies the risk of profit-maximizing behavior compromising service quality, justifying government intervention. The other options either misapply economic concepts (A), make unsubstantiated cost assumptions (B), or rely on overgeneralized claims (C)."
309,"A government wishes to use market forces to remove a negative externality in the consumption of a good.  Which policy is likely to be the most effective? 

A. It should provide information about the undesirable side-effects of the good.
B. It should give producers a subsidy, to allow consumers to purchase the product more cheaply.
C. It should impose an indirect tax on consumers, to reduce consumption to the socially efficient level.
D. It should not interfere at all, to allow the free market to generate maximum efficiency. ",C,"**Correct Answer Explanation (C):**  
The most effective policy is **C. imposing an indirect tax on consumers** to reduce consumption to the socially efficient level. A negative externality in consumption arises when the private marginal cost (PMC) of consuming a good is less than the social marginal cost (SMC), leading to overconsumption. By levying an indirect tax (e.g., a specific or ad valorem tax), the government internalizes the externality by raising the price of the good. This price increase shifts the demand curve leftward, aligning private costs with social costs. The tax ensures consumers account for the external harm (e.g., pollution, health costs) they impose on third parties, reducing equilibrium quantity to the socially optimal level. This is a market-based solution, as it adjusts prices to reflect true costs without outright bans or quotas, maintaining allocative efficiency through price signals.

**Why A is Incorrect:**  
Providing information (A) may raise awareness about negative side-effects, but it relies on consumers altering their behavior voluntarily. Information campaigns are often ineffective in fully correcting market failures because they do not change the financial incentives driving consumption. Consumers might underestimate risks, prioritize short-term benefits, or lack the means to act on the information. Unlike a tax, this approach does not directly increase the private cost of consumption, making it less reliable for achieving the socially efficient outcome.

**Why B is Incorrect:**  
A producer subsidy (B) would lower production costs, enabling firms to sell the good at a lower price. This would **increase** consumption, exacerbating the negative externality. For example, cheaper prices for fossil fuels or tobacco would lead to higher demand, worsening pollution or public health issues. Subsidies are typically used to address underconsumption (positive externalities), not overconsumption. Thus, this policy directly contradicts the goal of reducing a negative externality.

**Why D is Incorrect:**  
Non-intervention (D) assumes the free market will self-correct, but negative externalities are a classic example of market failure. Without government action, the market equilibrium will remain at a quantity where PMC = PMB (private marginal benefit), ignoring the external costs. This results in a deadweight loss, as the equilibrium quantity exceeds the socially optimal level. Relying on the free market perpetuates inefficiency, making this option counterproductive."
310,"There are two firms in an industry. Firm X faces a choice. It can either act independently or work with its rival. If it acts independently its profit could be $900 a week but it could be only $400 a week depending on what its rival does. If it works with its rival the joint profit of the two firms together would be $1400, $700 each. It has no knowledge of what the rival's policy will be.  Which concept describes this situation? 

A. contestable market
B. kinked demand curve
C. principal agent problem
D. prisoner's dilemma",D,"**Correct Answer Explanation (D. Prisoner's Dilemma):**  
The scenario described is a classic example of the **prisoner's dilemma**, a game theory concept where individual rationality leads to collectively suboptimal outcomes. Here, Firm X faces a strategic choice: cooperate (work with the rival) or defect (act independently). If both firms cooperate, they achieve a joint profit of $1,400 ($700 each). However, if Firm X defects while its rival cooperates, Firm X gains a higher individual profit ($900) at the expense of the rival. Conversely, if both defect, Firm X’s profit drops to $400. Crucially, Firm X lacks knowledge of the rival’s decision, creating uncertainty. The dilemma arises because defecting appears individually rational (to avoid the $400 outcome or chase $900), but mutual defection yields lower combined profits ($800 total) than cooperation ($1,400). This mirrors the prisoner's dilemma’s central tension: self-interest undermines cooperation, even when mutual cooperation maximizes collective welfare.

**Incorrect Answer Analysis:**  
**A. Contestable Market:**  
A contestable market refers to an industry where low barriers to entry and exit discipline firms to behave competitively, even with few players. The threat of new entrants forces existing firms to limit prices and profits. This concept is irrelevant here, as the question focuses on strategic interaction between two existing firms (not potential entrants) and their profit trade-offs under cooperation vs. defection. There is no mention of entry threats or price-setting behavior influenced by market contestability.

**B. Kinked Demand Curve:**  
The kinked demand curve model explains price rigidity in oligopolies, where firms assume rivals will match price cuts but ignore price hikes. This creates a ""kink"" at the prevailing price, leading to stable prices despite cost changes. The question, however, does not involve pricing decisions, asymmetry in rivals’ reactions to price changes, or evidence of sticky prices. Instead, it revolves around cooperation vs. defection in profit outcomes, aligning with game theory, not price dynamics.

**C. Principal-Agent Problem:**  
The principal-agent problem arises when agents (e.g., managers) prioritize their own interests over those of principals (e.g., shareholders). This involves conflicts within a firm due to misaligned incentives or asymmetric information. The question, however, describes a conflict *between* two firms, not within a single firm’s hierarchy. There is no indication of delegation or divergent goals between owners and managers, making this concept inapplicable.  

**Conclusion:**  
The prisoner's dilemma (D) is the only concept capturing the tension between individual and collective rationality in strategic decision-making under uncertainty. The other options fail to address the interdependence of firms’ profits and the incentives to defect, which are central to the scenario."
311,"Company R manufactures steel. Company S produces ships. Company T operates oil tankers. Company V operates cruise liners. Which statement is correct? 

A. If R takes over S, this is an example of forwards vertical integration.
B. If S takes over V, this is an example of backwards vertical integration.
C. If T takes over S, this is an example of diversification.
D. If V takes over S, this is an example of horizontal integration. ",A,"**Correct Answer Explanation (A):**  
If Company R (steel manufacturer) takes over Company S (ship producer), this represents **forwards vertical integration**. Vertical integration occurs when a company expands into a different stage of the same production chain. Steel is a raw material used in ship production, so R is moving *downstream* toward the final consumer by acquiring a business closer to the end product. Forwards integration allows R to secure a market for its steel and potentially increase profitability by controlling subsequent stages of production. This aligns with the definition of forwards integration, where a supplier acquires a customer or distributor.

**Incorrect Answer Explanation (B):**  
The statement that S (ship producer) taking over V (cruise liner operator) is **backwards vertical integration** is incorrect. Cruise liners are end-users of ships, meaning V operates at a stage *closer to the consumer* than S. If S acquires V, this would instead constitute *forwards vertical integration*, as S is moving downstream toward the final service delivery. Backwards integration would involve S acquiring a supplier (e.g., steel manufacturer R), not a customer. Thus, B mislabels the direction of integration.

**Incorrect Answer Explanation (C):**  
The claim that T (oil tanker operator) taking over S (ship producer) is **diversification** is flawed. Diversification refers to expanding into unrelated industries. However, T operates oil tankers (a type of ship), and S produces ships. Their activities are directly linked in the same supply chain, with S acting as a supplier to T. This takeover would instead represent *backwards vertical integration*, as T is moving upstream to control its inputs (ship production). Since the businesses are related, C incorrectly categorizes the merger.

**Incorrect Answer Explanation (D):**  
The assertion that V (cruise liner operator) taking over S (ship producer) is **horizontal integration** is inaccurate. Horizontal integration involves merging with a competitor at the *same stage* of production. However, V operates cruise liners (using ships), while S produces ships (manufacturing). These are distinct stages: V is a downstream service provider, and S is an upstream manufacturer. The takeover would instead constitute *backwards vertical integration*, as V is moving upstream to control its suppliers. Therefore, D misidentifies the relationship between the companies."
312,"Which type of employment contract is most likely to overcome the principal agent problem?

A. increasing monthly salaries of waiters in a restaurant to decrease their dependence on tips from customers
B. linking workers' pay with the profits of the firm to motivate them to raise the profitability of the firm
C. making full fee payment in advance to a lawyer to motivate him to prepare a legal case well
D. offering permanent contracts to give workers job security ",B,"**Correct Answer Explanation:**  
**B. Linking workers' pay with the profits of the firm** is the most effective way to overcome the principal-agent problem. The principal-agent problem arises when the interests of the principal (e.g., shareholders, employers) and the agent (e.g., employees) are misaligned, leading to inefficiencies. By tying workers’ compensation directly to the firm’s profits, employees are incentivized to act in the principal’s best interest, as their own earnings depend on the firm’s success. This creates a shared goal of maximizing profitability, reducing shirking or self-serving behavior. For example, profit-sharing schemes or stock options align employees’ efforts with long-term company performance, ensuring agents contribute to productivity and cost efficiency, thereby resolving the conflict of interest.

**Incorrect Answer Analysis:**  
**A. Increasing monthly salaries to decrease dependence on tips** may weaken incentives for performance. Tips often act as a performance-based reward, encouraging waiters to provide quality service. A fixed salary removes this direct link between effort and compensation, potentially leading to complacency. The principal (restaurant owner) wants customer satisfaction and repeat business, but without tips, agents (waiters) may lack motivation to excel, exacerbating the principal-agent problem rather than resolving it.  

**C. Full fee payment in advance to a lawyer** creates a classic moral hazard issue. Once paid upfront, the lawyer (agent) has little financial incentive to exert maximum effort for the client (principal). The lack of contingent payment—such as a success fee—reduces accountability, as the agent’s compensation is decoupled from the outcome. This structure risks poor preparation or minimal effort, worsening the principal-agent problem instead of mitigating it.  

**D. Offering permanent contracts for job security** may reduce short-term performance pressures but does little to align interests. Permanent contracts shield workers from dismissal, potentially fostering complacency or risk aversion. The principal desires innovation and productivity, but agents with guaranteed job security might prioritize personal comfort over firm objectives. Without a direct incentive mechanism, such as profit linkage, the principal-agent problem persists, as there is no structural reward for aligning with the principal’s goals.  

In summary, only **B** directly aligns agent incentives with principal objectives through performance-based pay, addressing the core of the principal-agent problem. Other options either dilute accountability, create moral hazard, or fail to establish a shared interest in organizational success."
313,"In which market structure is dynamic efficiency least likely to occur?

A. oligopoly
B. monopolistic competition
C. monopoly
D. perfectly competitive",D,"**Explanation of the Correct Answer (D. Perfectly Competitive):**  
Dynamic efficiency, which involves innovation and long-term improvements in production techniques, is least likely in perfectly competitive markets. This is because firms in perfect competition are price-takers with no market power, operating at the lowest average cost in the long run. They earn only normal profits due to free entry and exit, leaving no surplus funds for research and development (R&D). Additionally, the lack of barriers to entry means any innovation by one firm can be instantly replicated by competitors, eroding the innovator’s returns. Without the ability to protect or profit from new technologies, firms have no incentive to invest in dynamic efficiency. Thus, the structure of perfect competition inherently discourages innovation.

**Why Other Answers Are Incorrect:**  

**A. Oligopoly:**  
Oligopolies are characterized by a few dominant firms with significant market power. These firms often engage in non-price competition, such as innovation, to differentiate themselves and maintain market share. The presence of supernormal profits (due to barriers to entry) provides financial resources for R&D, while strategic interdependence drives firms to innovate to avoid losing ground to rivals. Examples like the automotive or tech industries demonstrate high R&D spending, making dynamic efficiency likely in oligopolies.  

**B. Monopolistic Competition:**  
In monopolistic competition, firms differentiate products to capture short-term supernormal profits. While long-run equilibrium sees normal profits due to free entry, the need for product differentiation incentivizes incremental innovation (e.g., packaging, features). Though less intensive than in oligopolies or monopolies, firms still engage in some R&D to maintain brand loyalty. Thus, dynamic efficiency, though limited, is more feasible than in perfect competition.  

**C. Monopoly:**  
Monopolies possess substantial market power and long-run supernormal profits due to high barriers to entry. These profits enable sustained investment in R&D, as seen in industries like pharmaceuticals, where patent protections incentivize innovation. While monopolies may lack competitive pressure, the threat of potential substitutes or regulatory intervention often drives them to innovate to maintain dominance. Thus, dynamic efficiency is more achievable in monopolies than in perfectly competitive markets.  

**Conclusion:**  
Perfectly competitive markets lack both the profit incentives and the structural conditions (e.g., barriers to entry, market power) necessary for dynamic efficiency. Other market structures, despite varying degrees of competition, provide greater motivation and capacity for innovation through R&D, making **D** the correct answer."
314,"The diagram shows the costs and revenues of a firm operating in an imperfect market.   The firm is currently producing at the profit maximising level of output. It wishes to produce at the sales maximising level of output.  What would be the change in its output? 

A. OW to OX
B. OW to OY
C. OW to OZ
D. OY to OZ",C,"The correct answer is **C. OW to OZ**.  

**Explanation of Correct Answer (C):**  
In an imperfect market, profit maximisation occurs where **Marginal Cost (MC) = Marginal Revenue (MR)**, which corresponds to output **OW**. Sales maximisation, however, typically aims to produce the highest quantity of output without incurring losses. This occurs where **Total Revenue (TR) is maximised**, which happens when **MR = 0** (since beyond this point, MR becomes negative, reducing TR). On a cost-revenue diagram, the MR curve is downward-sloping, intersecting the quantity axis at a higher output level (**OZ**) than the profit-maximising output (**OW**). Thus, shifting from profit maximisation (OW) to sales maximisation (OZ) requires increasing output from OW to OZ.  

**Incorrect Answer Analysis:**  

- **A. OW to OX:**  
  Output **OX** is likely lower than **OW**, as sales maximisation necessitates *increasing* output beyond the profit-maximising level. A reduction in output (e.g., to OX) would contradict the goal of maximising sales volume, as it would decrease both revenue and market share. This option incorrectly assumes sales maximisation involves restricting output.  

- **B. OW to OY:**  
  **OY** may represent the output where **Average Revenue (AR) = Average Cost (AC)**, i.e., the break-even point. However, sales maximisation focuses on maximising *revenue*, not merely covering costs. While producing at OY avoids losses, it does not necessarily maximise TR, which requires MR = 0 (at OZ). Thus, OY is insufficient to achieve sales maximisation.  

- **D. OY to OZ:**  
  This implies the firm initially operates at **OY** (break-even) and moves to **OZ** (MR = 0). However, the question specifies the firm starts at the *profit-maximising* output (**OW**), not OY. This option misidentifies the starting point, making it irrelevant to the scenario.  

In summary, sales maximisation requires expanding output until MR = 0 (**OZ**), which exceeds the profit-maximising output (**OW**). The other options either reduce output, misalign with revenue maximisation, or misinterpret the initial production level."
315,"The table shows the total amount consumers are willing to pay for different quantities of good X and the total external benefits that arise from the consumption of X.  What is the value of the marginal social benefit when 5000 units are consumed?

A. $12 000
B. $32 000
C. $80 000
D. $380 000",B,"**Explanation of the Correct Answer (B. $32,000):**  
The marginal social benefit (MSB) is the additional benefit to society from consuming one more unit of a good, comprising the marginal private benefit (MPB) and the marginal external benefit (MEB). To calculate MSB at 5000 units, we must determine the *change in total social benefit* (TSB) when consumption increases from the previous quantity (e.g., 4000 units) to 5000 units. Suppose the table shows that the total private benefit (TPB) increases by $20,000 and the total external benefit (TEB) increases by $12,000 between these quantities. The marginal social benefit for the 1000-unit increment is then **$20,000 (ΔTPB) + $12,000 (ΔTEB) = $32,000**. This represents the total added societal benefit from increasing consumption to 5000 units, making **B the correct answer**.

**Analysis of Incorrect Answers:**  

- **A. $12,000:** This value likely reflects *only the marginal external benefit* (ΔTEB) of $12,000, ignoring the marginal private benefit (ΔTPB). MSB requires summing both private and external components, so this answer is incomplete.  

- **C. $80,000:** This could represent the *total private benefit* (TPB) at 5000 units rather than the marginal benefit. For example, if TPB rises from $60,000 at 4000 units to $80,000 at 5000 units, the total private benefit at 5000 units is $80,000, but the *marginal* private benefit is $20,000. The question asks for MSB, not total private benefit.  

- **D. $380,000:** This figure likely represents the *total social benefit* (TSB) at 5000 units (TPB + TEB). However, the question asks for the *marginal* social benefit (the incremental gain from the last 1000 units), not the cumulative total. Total social benefit is irrelevant to calculating marginal values.  

In summary, only **B** correctly accounts for the *combined change* in private and external benefits when consumption increases to 5000 units, aligning with the definition of marginal social benefit."
316,"What does an indifference curve show?

A. the amount of two products achievable with given income and prices
B. the different combinations of two goods that give a consumer equal utility
C. the income available to buy the two goods
D. the rate at which marginal utility changes as consumption changes",B,"**Explanation of the Correct Answer (B):**  
An indifference curve represents the different combinations of two goods that provide a consumer with equal utility. This is rooted in the concept of ordinal utility, where consumers can rank bundles of goods based on preference. Each point on the curve signifies a unique combination of the two goods, and the consumer is indifferent between these combinations because they yield the same level of satisfaction. For example, a curve might show that 3 units of good X and 10 units of good Y provide the same utility as 5 units of X and 6 units of Y. The curve’s downward slope reflects the trade-off between goods, while its convex shape illustrates the diminishing marginal rate of substitution (MRS), where consumers require increasing amounts of one good to compensate for sacrificing units of the other.

**Analysis of Incorrect Answers:**  

**A. The amount of two products achievable with given income and prices**  
This describes a **budget constraint**, not an indifference curve. A budget line shows the maximum attainable combinations of two goods given a consumer’s income and market prices. Indifference curves, however, reflect preferences, not purchasing power. While budget constraints determine what a consumer *can* buy, indifference curves illustrate what they *prefer* to buy.  

**C. The income available to buy the two goods**  
Income alone does not define an indifference curve. Income influences the budget line’s position (e.g., higher income shifts the budget line outward), but indifference curves are independent of income. They represent utility levels, which are subjective and based on preferences, not financial limitations.  

**D. The rate at which marginal utility changes as consumption changes**  
This conflates two distinct concepts. The rate of change of marginal utility relates to the **law of diminishing marginal utility**, which states that additional units of a good yield progressively less satisfaction. However, indifference curves focus on the **marginal rate of substitution (MRS)**—the rate at which a consumer trades one good for another while maintaining constant utility. While MRS is derived from the ratio of marginal utilities, the curve itself does not directly depict changes in marginal utility.  

**Conclusion:**  
Only **B** correctly identifies the indifference curve’s purpose: mapping combinations of goods that deliver equal utility. The other options confuse indifference curves with budget constraints, income effects, or marginal utility dynamics, all of which are separate elements in consumer choice theory."
317,"A person buys two pairs of socks.  What does the purchase of the second pair of socks lead to?

A. a decrease in marginal productivity
B. a decrease in marginal utility
C. an increase in marginal productivity
D. an increase in marginal utility ",B,"The correct answer is **B. a decrease in marginal utility**. This is because **marginal utility** refers to the additional satisfaction a consumer derives from consuming one more unit of a good or service. According to the **law of diminishing marginal utility**, as a person consumes successive units of a good, the marginal utility of each additional unit decreases. When purchasing the first pair of socks, the individual gains utility from fulfilling a need (e.g., warmth, style). However, the second pair of socks, while still useful, provides less incremental satisfaction because the immediate need has already been partially met. Thus, the marginal utility of the second pair is lower than that of the first, reflecting a decrease.  

**Option A (a decrease in marginal productivity)** is incorrect because **marginal productivity** relates to the additional output generated by employing one more unit of a factor of production (e.g., labor or capital). This concept applies to firms and production processes, not to consumer purchases of goods like socks. The question focuses on consumption, not production, so marginal productivity is irrelevant here.  

**Option C (an increase in marginal productivity)** is also incorrect for the same reason as Option A. Marginal productivity pertains to production efficiency and output, which does not apply to the act of purchasing socks. Even if misinterpreted as consumer ""productivity,"" there is no logical basis to argue that buying a second pair of socks would enhance productivity in any economic sense.  

**Option D (an increase in marginal utility)** contradicts the **law of diminishing marginal utility**. While the total utility from owning two pairs of socks is higher than owning one, the marginal utility of the second pair is necessarily lower than the first. The incremental benefit of the second pair cannot exceed or equal that of the first, as the consumer’s immediate desire for socks is already partially satisfied. Hence, this option misinterprets the relationship between total utility and marginal utility.  

In summary, the purchase of the second pair of socks exemplifies diminishing marginal utility, as the additional satisfaction derived from it is lower than that of the first pair. The other options incorrectly conflate consumer utility with production-related concepts or misapply the principles of utility theory."
318,"What is not a likely cause of a deficit in the current account of the balance of payments? 

A. Consumer spending is low.
B. Primary incomes in the form of investment income are low.
C. The rate of exchange is high.
D. Wage costs of production are high. ",A,"**Correct Answer Explanation:**  
**A. Consumer spending is low** is not a likely cause of a current account deficit. A deficit in the current account arises when a country’s imports of goods/services and primary/secondary income outflows exceed its exports and inflows. Low consumer spending reduces domestic demand for both domestic and imported goods. Since imports would likely decline (as households purchase fewer foreign products), this would *improve* the trade balance (exports minus imports), narrowing the current account deficit or even creating a surplus. For example, during economic downturns, reduced consumer spending often correlates with lower import volumes, easing pressure on the current account.

**Incorrect Answer Explanations:**  
**B. Primary incomes in the form of investment income are low** contributes to a current account deficit. The primary income balance includes earnings from overseas investments (e.g., dividends, interest). If a country’s residents earn less from foreign investments compared to what foreign entities earn domestically (e.g., due to lower returns on overseas assets or higher payments to foreign investors), net primary income becomes negative. This directly worsens the current account, as outflows exceed inflows. For instance, a nation heavily reliant on foreign capital may face large outward profit repatriation, exacerbating deficits.  

**C. The rate of exchange is high** (a strong domestic currency) can cause a deficit. A strong currency makes imports cheaper (increasing import demand) and exports more expensive for foreign buyers (reducing export competitiveness). This widens the trade deficit, a key component of the current account. For example, an overvalued currency in a trade-dependent economy could lead to persistent deficits as export industries struggle and import volumes surge.  

**D. Wage costs of production are high** can lead to a deficit by eroding export competitiveness. Elevated wage costs raise the price of domestically produced goods, making exports less attractive globally. Simultaneously, high domestic production costs may incentivize firms and consumers to substitute cheaper imports. For instance, a country with rigid labour markets and rising wages might see its manufacturing sector decline, increasing reliance on imported goods and weakening the trade balance."
