,Unnamed: 0,Question,Mark Scheme,Question Type
156,156,A profit maximising firm operating in a perfectly competitive labour market might decide to increase the number of workers it employs but it will not choose to increase its workers' wage rates.Discuss the extent to which you agree with this statement. [12],"a

A profit maximising firm operating in a perfectly competitive labour market might decide to increase the number of workers it employs but it will not choose to increase its workers' wage rates.
Discuss the extent to which you agree with this statement.
Key assumptions which underpin the theory of a perfectly competitive labour market should include: homogeneous labour; perfect mobility of labour, no barriers to entry, firms are wage takers; perfect knowledge. A profit maximising firm operating in this market will employ labour up to the point where the marginal product of labour is equal to the wage paid to labour. An explanation of the link between MRP and the demand for labour should be provided. It should also be noted that the supply of labour to each firm will be perfectly elastic at a wage determined by the market forces of supply of and demand for labour. If the productivity of workers within the firm increases or the price received by this firm increase, then the demand for labour will rise and more workers will be employed.
However, the wage rate will not change. If a firm in perfect competition allowed an increase in its worker's wages it would no longer maximise profits at the new level of output. Therefore this would support the statement in the question. Similarly, if a firm in a perfectly competitive labour market decided to raise wages with an increase in MRP, profits would only be maximised if the level of employment fell. It should be recognised in a conclusion that both wages and employment could rise at the same time if any of the conditions which determine market demand or market supply change. In this case each firm will receive a perfectly elastic supply of labour at a higher wage rate.
L4 (9–12 marks) for a sound discussion that explains what is meant by a perfectly competitive labour market and how the profit maximising level of employment will be determined based on the supply of and demand for labour by the firm. Analysis should then be used to determine the extent to which the statement in the question might be true. A conclusion should refer to and consider the relationship between the labour market and the supply of labour to each firm.
L3 (7–8 marks) for a competent comment with limited analysis that recognises what constitutes a perfect labour market and the profit maximising level of employment in this market. Some attempt might be made to address the specific question but the analysis will not be fully developed. No conclusion will be provided.
L2 (5–6 marks) for an attempt which describes a perfectly competitive labour market and makes a limited attempt to explain how a firm in such a market might maximise profits but does not discuss why the demand for labour might change or why employment might rise but wages will not.
L1 (1–4 marks) for an answer that has some basic correct facts but includes irrelevancies and errors of theory.

12

","A-Level, [12] marks"
158,158,Explain what economists mean by indifference curves and budget lines and evaluate whether they might be used together to support rational consumer decision making. [12],"a

Explain what economists mean by indifference curves and budget lines and evaluate whether they might be used together to support rational consumer decision making.
Indifference curves describe all the combinations of two goods which when consumed will give an equal level of consumer satisfaction. This is why consumers are indifferent regarding which point on the curve they might attain. Typical indifference curves will be convex to the origin and downward sloping from left to right. Budget lines establish all the combinations of two goods which can be purchased given the price of each good and subject to an income constraint. This will be a straight line, sloping downwards from left to right.
A consumer will be considered to be in equilibrium when maximum consumer satisfaction is attained. This is when the consumer is able to reach a point on the furthest indifference curve from the origin while spending all their available income. On a diagram it is where the consumer budget line is at a tangent with this indifference curve. It is important to note that this point can only be attained by rational consumer decision making. This assumes: consumers always want to maximise satisfaction, that consumers can measure the total satisfaction obtained when consuming a combination of goods and that no external influences, for example advertising, might lead to irrational decision making.
L4 (9–12 marks) for a clear explanation of the concept of an indifference curve and a budget line. This might be supported by the use of clearly labelled accurate diagrams. Rational consumer decision making can then be explained either verbally or by combination of description plus diagrams. Evaluative comments should be provided and discussed.
L3 (7–8 marks) for an accurate reference to the question and the use of clear indifference curve analysis to illustrate how a rational consumer might maximise satisfaction subject to an income constraint.
L2 (5–6 marks) for a briefer descriptive comment that demonstrates some understanding of what is meant by indifference curves and budget lines but does not make the clear link between maximising consumer satisfaction and rational consumer decision making. No critical evaluation will be provided.
L1 (1–4 marks) for an answer that has some basic correct facts but includes irrelevancies and errors of theory.

12

","A-Level, [12] marks"
160,160,Explain what is meant by dynamic efficiency and consider which type of market structure is most likely to achieve dynamic efficiency. [12],"a

Explain what is meant by dynamic efficiency and consider which type of market structure is most likely to achieve dynamic efficiency.
Answers should provide a clear explanation of the meaning of dynamic efficiency which refers to the use of profits to re-invest in research and development to reduce long run average total costs. The effect on a firm’s long run average total cost curve should be clearly explained. And existing average total cost will move entirely in a downwards direction, showing that as a result of investment, the firm has now reduced its average total cost curve at every level of output.
There are four types of market structure. Firms operating in a perfectly competitive market and firms operating in a monopolistically competitive market are unlikely to be able to achieve dynamic efficiency. This is primarily due to both types of market consisting of small firms which make it very difficult to gain sufficient profits to enable investment in research and development.
However, monopoly and oligopoly firms are likely to be large and be able to generate sufficient profits to benefit from investment in research and development and gain dynamic efficiency. It is more likely that a monopoly will generate sufficient profits because they will have full market control whereas an oligopoly might need to use profits to use non price competition to maintain their market share. Although it should also be recognised that some monopolies might simply use profits to increase shareholder dividends or dynamic efficiency might not be achieved due to X inefficiency.
L4 (9–12 marks) For a reasoned and clear discussion which explains, the concept and analysis of dynamic efficiency. Each of the three main types of market structure should be discussed and an attempt should be made to conclude which market is most likely to achieve dynamic market efficiency.
L3 (7–8 marks) For a competent comment which clearly defines the analysis of dynamic efficiency. Some limited analysis might compare two types of market structure. No attempt will be made to evaluate which type of market structure is most likely to achieve dynamic efficiency.
L2 (5–6 marks) For a descriptive explanation of dynamic efficiency. Some attempt will be made to explain why a monopoly is most likely to achieve dynamic efficiency but no reference will be made to other types of market structure.
L1 (1–4 marks) For an answer that has some basic correct facts but includes irrelevancies and errors of theory.

12

","A-Level, [12] marks"
168,168,Explain how governments measure economic growth and discuss why this measurement is important. [12],"a
Explain how governments measure economic growth and discuss why this measurement is important. Economic growth should be defined as the change in real GDP in a specific time period. Measurement would require a monetary measure of the value of GDP using either income, expenditure, or output method. Importance relates to the relationship between changes in measured real GDP, changes in wealth and subsequent changes in living standards. Also, this measurement allows some assessment of the performance of those responsible for managing the economy and for those attempting to compare national economic performance with main international competitorsL4 (9–12 marks): for an answer that attempts to explain how a government measures economic growth and then discusses why this measurement is important. In particular, would expect comments on impact on living standards. Also, issues relating to the need to assess the performance of government's managing of an economy might be discussed, as well as how this might be used to influence future government macroeconomic policy. L3 (7–8 marks): for an answer that refers to measurement and makes some attempt to analyse why this measure is important. L2 (5–6 marks): for an answer that provides a brief account of what constitutes economic growth and a description of each of the alternative ways of measuring economic growth. L1 (1–4 marks): for an answer that has some basic correct facts but includes irrelevancies and errors of theory.
12

","A-Level, [12] marks"
170,170,Explain the role of liquidity preference in the determination of interest rates and assess its importance. [12],"a
Explain the role of liquidity preference in the determination of interest rates and assess its importance. Liquidity preference should be explained as that part of an individual’s assets which are held in cash rather than government securities or other assets. Key determinants such as the level of income and interest rates should be referred to. Answers should recognise that liquidity preference determines the demand for money and that it is the interaction of the market forces of supply of and demand for money which will determine interest rates.L4 (9–12 marks): for an answer that questions some of the assumptions which underlie liquidity preference theory. Also, some attempt might be made to discuss alternative approaches to interest rate determination which question the role of liquidity preference as a key determinant. L3 (7–8 marks): for an answer that demonstrates an understanding that liquidity preference represents the demand for money and when this is combined with the supply of money, we can show how market forces determine interest rates. A supporting diagram might be provided. L2 (5–6 marks): for an answer that is limited to explaining what is meant by liquidity preference and which describes some factors which might influence liquidity preference L1 (1–4 marks): for an answer that has some basic correct facts but includes irrelevancies and errors of theory.
12

","A-Level, [12] marks"
172,172,"Explain the difference between, and the purpose of, integration between firms and a cartel. [12]","a
Explain the difference between, and the purpose of, integration between firms and a cartel. Explanation of integration – vertical and horizontal; increase size of firm, ensure supply of inputs; control sales outlets or get better access to customers; cartel – to achieve higher profits, control the market, fix quotas, work as a group. L4 (9–12 marks): for a clear understanding of both integration and cartels with a good comment on the purpose of both. L3 (7–8 marks): for a weaker understanding of both concepts or a concentration on and good understanding of one of the concepts or a weaker explanation of the purpose. L2 (5–6 marks): for an undeveloped comment on one of the concepts. L1 (1–4 marks): for an answer that has some basic correct facts but includes irrelevancies and errors of theory.
12

","A-Level, [12] marks"
174,174,Explain the theory of how a consumer decides to achieve the situation described as 'equilibrium' when purchasing two different products. [12],"a
Explain the theory of how a consumer decides to achieve the situation described as 'equilibrium' when purchasing two different products. Marginal utility is significant in relating the utility/satisfaction to the price in determining equilibrium quantity bought. Candidates can use either MU theory or marginal changes on indifference curves related to budget lines. If MU is used, they must relate it to two products. L4 (9–12 marks): for a clear explanation and a sound comment on the relation between the price and the satisfaction obtained, referring to more than one good. L3 (7–8 marks): for a less developed answer but which still refers to the equilibrium but probably concentrates on only one good with MU or is unclear about the relevance of the tangency with indifference curves. L2 (5–6 marks): for a brief attempt which does not clearly bring out the significance of the marginal analysis. L1 (1–4 marks): for an answer that has some basic correct facts but includes irrelevancies and errors of theory.
12

","A-Level, [12] marks"
176,176,Explain the quantity theory of money and consider its relevance for a country's macroeconomic policy. [12],"a
Explain the quantity theory of money and consider its relevance for a country's macroeconomic policy. Definition of the 4 terms PTM and V in the QTM. Explanation of the interaction of the terms of PT=MV and the implications of changes in money supply M on price level P. The relevance for macroeconomic policy is considered e.g. a reduction in the rate of inflation. L4 (9–12 marks): For an answer that defines the terms of and explains the meaning of QTM clearly and understands it as a theory of prices/inflation. The assumptions of the theory are identified. Its relevance to macroeconomic policy. L3 (7–8 marks): For an answer that defines the terms of and explains the meaning of QTM clearly and understands it as a theory of prices/inflation or the assumptions of the theory are identified. L2 (5–6 marks): For an answer that describes the meaning of the terms in the QTM clearly and makes an attempt to link the theory to inflation. L1 (1–4 marks): For an answer that has some basic correct facts but includes irrelevancies. Errors of theory or omissions of analysis will be substantial.
12

","A-Level, [12] marks"
178,178,Explain the difference between frictional unemployment and real wage (classical) unemployment. [12],"a
Explain the difference between the frictional unemployment and real wage (classical) unemployment. Definition of frictional unemployment and explanation of how it is temporary as workers leave their job or are dismissed and are searching for another job. Real wage unemployment due to the exercise of trade union power/minimum wage legislation to raise the wage rate above the equilibrium wage. L4 (9–12 marks): For an answer that explains both forms of unemployment and the difference is made clear. L3 (7–8 marks): For an answer that explains one form of unemployment and the other form is described. L2 (5–6 marks): For an answer that explains one form of unemployment is or both forms of unemployment are described. L1 (1–4 marks): For an answer that has some basic correc
12

","A-Level, [12] marks"
180,180,Explain the link between diminishing marginal returns and the shape of a firm's short-run marginal cost curve and short-run average total cost curve. [12],"a
Explain the link between diminishing marginal returns and the shape of a firm's short-run marginal cost curve and short-run total average total cost curve. Explanation of diminishing returns in terms of one fixed factor plus increasing quantities of a variable factor on marginal physical product. The effect of the change in marginal physical product on the short-run marginal cost curve. The changes in the short run marginal costs (MC) determine the shape of the short-run average total cost curve (ATC). L4 (9–12 marks): For an answer that gives a clear explanation of diminishing marginal returns and explains the links to the MC. The link between the short run marginal cost curve and the ATC is determined. L3 (7–8 marks): For an answer that gives a clear explanation of diminishing marginal returns and links it to the MC. L2 (5–6 marks): For an answer that gives a clear explanation of either diminishing marginal returns or MC and ATC. L1 (1–4 marks): For an answer that has some basic correct facts but includes irrelevancies. Errors of theory or omissions of analysis will be substantial.
12

","A-Level, [12] marks"
182,182,Use marginal utility analysis to explain the derivation of the individual demand curve for a good. [12],"a
Use marginal utility analysis to explain the derivation of the individual demand curve for goodMarginal utility analysis:Explanation of total utility(TU) and marginal utility (MU) and falling MU. Link to ratio of MUx to Px. Principle of equi-marginal equality explained. MUx/Px = MUy/Py Development of the effect of a change in Px on MUx and thus demand by an individual. Conversion to an individual's demand curve and then a market demand curve. L4 (9–12 marks): For an answer that gives a sound explanation of the change in equilibrium when the price of one good changes in relation to the price of another good. The equi-marginal principle is used to analyse this effect. Extension of individual demand to market demand curve. Max 9 For individual demand curve with no reference to the market. L3 (7–8 marks): For an answer that develops the analysis to the equimarginal principle in relation to two goods and then attempts to determine an individual demand curve. L2 (5–6 marks): For an answer that explains total and marginal utility and its link to the purchase of one good. L1 (1–4 marks): For an answer that has some basic correct facts but includes irrelevancies. Errors of theory or omissions of analysis will be substantial.
12

","A-Level, [12] marks"
184,184,Explain what is meant by infrastructure and consider the view that an increase in investment in infrastructure will promote an increase in both actual and potential economic growth. [12],"a
Explain what is meant by infrastructure and consider the view that an increase in investment in infrastructure will promote an increase in both actual and potential economic growth. A clear explanation of what is meant by infrastructure should be provided along with supporting examples. Infrastructure provides the basic facilities which enable businesses to provide goods and services efficiently. Examples might include improved road/rail links; health/education facilities; power generation. Economic growth is attained by an increase in real GDP within a specific time period. A clear distinction should be made between actual growth and potential growth, ideally supported by relevant production possibility diagrams. An attempt should then be made to illustrate why an increase in investment in infrastructure will initially lead to an increase in aggregate demand which might lead to an increase in the actual growth rate. Also, the relationship between an increase in investment and infrastructure and potential economic growth should be analysed. A conclusion should be provided that recognises that both actual and potential economic growth are likely to be affected but one will be a short run effect and its extent will depend upon the existing state of the economy while potential growth will be attained in the long run and will depend upon the nature and extent of the level of investment. L4 (9–12 marks): For demonstrating a clear understanding of the meaning of infrastructure and making the clear distinction between actual and potential economic growth. Economic analysis of the impact of this type of investment on both types of growth will be provided. Evaluative comment will also be provided which distinguishes between the short run and long run impact and which also recognises the impact will depend upon the existing state of the economy. A conclusion will consider the validity of the view in question. L3 (7–8 marks): For an attempt to analyse the impact of this type of investment on both actual and potential growth but which does not provide any evaluative comment and which does not provide a conclusion. L2 (5–6 marks): For a competent comment which explains what is meant by infrastructure and which also distinguishes between actual and potential growth. However, the distinction will be based on description rather than analysis. No attempt will be made to consider the specific view.L1 (1–4 marks): For an answer that has some basic correct facts but includes irrelevancies and errors of theory.
12

","A-Level, [12] marks"
186,186,Explain the quantity theory of money and discuss why the theory might not work in practice. [12],"a
Explain the quantity theory of money and discuss why the theory might not work in practice.Answers should clearly explain the Quantity Theory of Money. The key elements of the equation i.e. MV = PT should be provided, and each variable should be explained. The monetarist explanation of the use of this equation to explain the cause of inflation should be discussed and the key assumptions necessary to support this theory should be identified. It is important to recognise the monetarist approach which assumes that V and T are constant/stable. Based on this formula and assumptions, the theory predicts a direct relation between changes in the money supply and changes in inflation. However, the predictions of the theory are not always borne out in practice. In practice it could be argued that: it is very difficult to identify a precise measure of the money supply; the velocity of circulation is not always constant; T is the full employment level of output which also not always the case; sometimes it is changes in the demand for money which cause changes in the money supply, this undermines the basic premise of the theory. A conclusion should be provided based on the preceding argument. L4 (9–12 marks): For a sound explanation of the Quantity Theory of Money which identifies the relevant equation and explains the component parts. Two key assumptions relating to V and T in the equation should be recognised. Some attempt should be made to evaluate the relative importance of these assumptions when considering the extent to which the theory might work in practice. A conclusion should summarize the preceding discussion. L3 (7–8 marks): For a competent explanation which clearly explains the key elements of the Quantity Theory of Money and analyses the links between the equation and the monetarist explanation of the cause of inflation. A limited attempt should be made to discuss how well this theory might work in practice. L2 (5–6 marks): For a brief and less developed explanation and some descriptive comment relating to its importance in relation to policies used to control inflation There will be no attempt to discuss the extent to which the theory might work in practice. L1 (1–4 marks): For an answer that has some basic correct facts but includes irrelevancies and errors of theory.
12

","A-Level, [12] marks"
188,188,Explain what economists mean by the marginal propensity to consume and consider the importance of this concept in relation to government macroeconomic policy. [12],"a
Explain what economists mean by the marginal propensity to consume and consider the importance of this concept in relation to government macroeconomic policy.An individual's marginal propensity to consume (MPC) is the proportion of any additional income received by the individual which is spent on consumption. Basic Keynesian economic theory assumes that the marginal propensity to consume remains constant regardless of the level of an individual's level of income. It is more realistic to assume that the marginal propensity to consume will fall as individual income increases. Government macroeconomic policy focuses on key goals, including: high employment; high growth; low/stable inflation; stable balance of payments/exchange rate; re-distributing income. It is possible to link the concept of marginal propensity to consume to each of these key goals. For example, a government may increase expenditure to increase aggregate demand to increase output and employment. The ultimate impact of this additional expenditure will be determined by the multiplier effect which in turn, will be determined by the value of the marginal propensity to consume. Also, due to this multiplier effect, some of the subsequent further increase in income might be spent on purchasing imports and this is likely to have a negative impact on the balance of payments.L4 (9–12 marks): For a response which clearly explains the concept of the marginal propensity to consume. An attempt should be made to analyse the importance of the MPC in relation to the use of government policy to achieve at least three macroeconomic goals. Also, also some attempt to evaluate whether the importance of the MPC might be different, depending upon the type of macroeconomic policy under consideration. An explanation of the multiplier should be provided. L3 (7–8 marks): For a competent analysis of the importance of the MPC in relation to two government policies relating to two macroeconomic goals but no attempt made to evaluate whether the importance of the concept might be different depending upon the macroeconomic policy under consideration.L2 (5–6 marks): For a descriptive comment on the meaning of marginal propensity to consume but only a very brief attempt to analyse the links between macroeconomic goals, macroeconomic policy and MPC.L1 (1– 4 marks): For an answer that has some basic correct facts but includes irrelevancies and errors of theory.
12

","A-Level, [12] marks"
190,190,Explain the factors which determine the elasticity of demand for labour and discuss the importance of the elasticity of demand for labour in relation to the effectiveness of a government's minimum wage policy. [12],"a
Explain the factors which determine the elasticity of demand for labour and discuss the importance of the elasticity of demand for labour in relation to the effectiveness of a government's minimum wage policy. Responses should identify and explain some key factors which might determine the elasticity of demand for labour. Candidates might refer to: the proportion of labour costs in relation to a firm's total cost; the ease with which labour can be substituted by capital; the elasticity of the demand for the product produced; the time period under consideration. An attempt should then be made to link these factors in relation to a government’s minimum wage policy. For example, labour operating in a monopolistically competitive market is likely to be producing a product which has an elastic demand. This means that if the imposition of a minimum wage leads to higher prices, there will be a significant decrease in the demand for the product and subsequently, a significant rise in unemployment. This suggests that a government minimum wage policy will have a substantially negative effect on the labour market. A similar approach might be adopted in relation to other factors referred to above. A conclusion should comment that the effectiveness of policy will depend upon the factor under consideration but also other factors should be taken into account, for example, the elasticity of supply of labour.L4 (9 ̶ 12 marks): For a clear explanation and analysis of at least two factors which might determine the elasticity of the demand for labour. The link between each factor and the subsequent effectiveness of a government's minimum wage policy should be clearly established and the effectiveness of the policy in each case should be discussed. Effectiveness would be primarily determined by the trade-off between the benefit of higher wages and the loss of jobs. A conclusion based on the preceding discussion should be made.L3 (7 ̶ 8 marks): For a fair but undeveloped analysis perhaps concentrating on two factors but not fully linking the factors to the effectiveness of a government's minimum wage policy. Evaluative comment which directly addresses the specific question will not be provided. L2 (5 ̶ 6 marks): For a more descriptive explanation that explains some key determinants of the elasticity of demand for labour but does not analyse the links between these factors and a government's minimum wage policy and does not attempt to discuss the effectiveness of this policy. L1 (1 ̶ 4 marks): For an answer that has some basic correct facts but includes irrelevancies and errors of theory.
12

","A-Level, [12] marks"
210,210,Explain what is meant by quantitative easing (QE) and consider whether it is an effective policy to be used in a recession. [12],"a
Explain what is meant by quantitative easing (QE) and consider whether it is an effective policy to be used in a recession.  QE is the purchase of both government and commercial bonds. This increases their price and reduces the rate of interest. The Increase in bonds has an income effect which can boost spending as should the reduction in interest rates. The fall in interest rates should also increase investment. The effect is to increase the growth rate and also increase the rate of inflation. Limitations of QE e.g. the liquidity trap.  L4 (9–12 marks) For an answer which gives a sound discussion of the QE process and its links to its effects on investment/consumption/asset prices and inflation/economic growth/employment. Effectiveness of QE for 10–12 marks.  L3 (7–8 marks) For an answer which gives a sound analysis of QE and some links to its effect on investment/consumption/asset prices and inflation in a recession.  L2 (5–6 marks) For an answer which gives a description of QE.  L1 (1–4 marks) For an answer which has some basic correct facts but includes irrelevancies. Errors of theory or omissions of analysis will be substantial.
12

","A-Level, [12] marks"
212,212,Explain the causes of unemployment and consider which is most likely to occur in a developing country. [12],"a
Explain the causes of unemployment and consider which is most likely to occur in a developing country.  Explanation of Frictional, Seasonal, Structural and Cyclical as causes of unemployment, alternatively an explanation in terms of voluntary/involuntary unemployment. The relevance of one of these types of unemployment to developing countries is explained.  L4 (9–12 marks) Explanation of three causes of unemployment: or voluntary/involuntary unemployment is made and then consider their relative significance for developing countries 11/12 marks.  L3 (7–8 marks) Explanation of three causes of unemployment: or voluntary/involuntary unemployment is made or two causes and their significance.  L2 (5–6 marks) Explain two causes of unemployment: or voluntary/involuntary unemployment is made.  L1 (1–4 marks) For an answer which has some basic correct facts but includes irrelevancies. Errors of theory or omissions of analysis will be substantial.
12

","A-Level, [12] marks"
214,214,Use indifference curve analysis to explain how an individual's demand curve for an inferior good is derived. [12],"a
Use indifference curve analysis to explain how an individual’s demand curve for an inferior good is derived.  Definitions and explanations of Indifference curves (IC) and budget line (BL). The use of tangency of IC to BL to determine demand. The shift of the BL to reflect price change. The connection of changes in price to the shape of the demand curve, or candidates may suggest a change in income and the budget line shift causing a shift in the demand curve for an inferior good.  L4 (9–12 marks) For an answer which explains the meaning of indifference curves and budget line. The analysis of the effect of a change in price shifting the BL and the effect on demand. The derivation of the demand curve is explicit using reference to the income and substitution effects, or a shift of the demand curve for a change in income.  L3 (7–8 marks) For an answer which explains the meaning of indifference curves and budget line. The analysis of the effect of a change in price shifting the BL or a shift in the BL.  L2 (5–6 marks) For an answer which explains the meaning of indifference curves and budget line.  L1 (1–4 marks) For an answer which has some basic correct facts but includes irrelevancies. Errors of theory or omissions of analysis will be substantial.
12

","A-Level, [12] marks"
216,216,What is meant by 'efficiency' in relation to the use of resources? [12],"a
What is meant by 'efficiency' in relation to the use of resources?  Definitions and explanations of productive efficiency operating on the lowest average cost curve and allocative efficiency where Price = Marginal Cost (MC). The relationship between resource use and PE and the allocation of resources and AE.  L4 (9–12 marks) For an answer which has a full discussion of 2 from productive, allocative, dynamic or Pareto efficiency. Needs reference to resources. 9/10 if resources linked to one form of efficiency and 11/12 if reference is made to both forms of efficiency.  L3 (7–8 marks) For an answer which is a full analysis of one efficiency and a description of another.  L2 (5–6 marks) For an answer which is good description of one form of efficiency or a limited description of 2 forms of efficiency.  L1 (1–4 marks) For an answer which has some basic correct facts but includes irrelevancies. Errors of theory or omissions of analysis will be substantial.
12

","A-Level, [12] marks"
218,218,Explain and critically evaluate the quantity theory of money. [12],"a
Explain and critically evaluate the quantity theory of money. The quantity theory of money is based on the assumption that there is a direct relationship between a change in the money supply and the rate of inflation. The theory uses the equation MV= PT. This assumes that V is constant and T is constant (i.e. consistent with the full employment level of transactions). On this basis, any change in M (the money supply) will have a direct effect on P (the price level). Critics question both of these assumptions and also point out that it is extremely difficult to measure the money supply and also difficult to effectively control the money supply.  L4 (9–12 marks) For a clear explanation of the quantity theory of money and the assumptions upon which this theory is based. At least two critical evaluation points should be raised which question the assumptions and the ability to measure/control some of the variables in the equation.  L3 (7–8 marks) For detailed analysis of the quantity theory and how it is supposed to work in practice. This should be supported by some critical comment based on the assumptions of the theory.  L2 (5–6 marks) For some knowledge of the quantity theory of money and how it might be used to support the monetarist explanation of the cause of inflation. Key assumptions relating to this theory might not be considered and critical comment will be brief and undeveloped.  L1 (1–4 marks) For an answer that shows some knowledge but does not indicate that the question has been fully grasped or where the answer is mostly irrelevant.
12

","A-Level, [12] marks"
220,220,Distinguish between a country's national debt and its public sector budget deficit and consider which is the more important. [12],"a
Distinguish between a country’s national debt and its public sector budget deficit and consider which is the more important.Candidates should clearly distinguish between the national debt and the public sector budget deficit. The national is the cumulative amount of debt which consists of the total amount of money borrowed from the private sector and other purchases of government securities since the government began borrowing. The public sector budget deficit occurs when a government spends more than its income in a particular time period, usually one year. Both are important due to their potential effects on the macro economy. Interest has to be paid on the national debt and this has an opportunity cost regarding the use of scarce public sector resources. The budget deficit has to be financed and this has important implications for the impact of this on key macroeconomic indicators. L4 (9–12 marks) For an answer that provides a clear explanation of both terms and why each is important in relation to macroeconomic policy. An attempt should be made to evaluate the relative importance of each indicator and also an attempt should be made to show how both elements are linked. A conclusion should provide evidence of some consideration of why one indicator may or may not be more important than the other.  L3 (7–8 marks) For responses that demonstrate a good grasp of both indicators and why both indicators are important by linking each to macroeconomic management. No attempt will be made to examine the relative importance of each indicator and the conclusion will not be fully developed.  L2 (5–6 marks) For a description of both indicators but with a limited attempt to establish the importance of each indicator. There will be little reference to the potential links between the indicators and no discussion regarding their effect on key macroeconomic indicators. No conclusion will be provided.  L1 (1–4 marks) For an answer that has some basic correct facts but includes irrelevancies and errors of theory.
12

","A-Level, [12] marks"
222,222,What costs ought a profit-maximising firm take into consideration when making decisions about price and output? [12],"a
What costs ought a profit-maximising firm take into consideration when making decisions about price and output? Comment on different types of cost. If the aim is profit maximising, then the significance of marginal cost should be mentioned and the significance of average total cost in the long run and average variable cost in the short run.  L4 (9–12 marks) For a consideration of profit maximising position and role of ATC in long run and AVC in the short run.  L3 (7–8 marks) For an answer that concentrates on the profit maximising position and the role of ATC in the long run. AVC will probably be omitted.  L2 (5–6 marks) For an answer that concentrates only on the profit maximising position.  L1 (1–4 marks) For an answer that has some basic correct facts but includes irrelevancies and errors of theory.
12

","A-Level, [12] marks"
224,224,Explain what is meant by the concept of the 'equilibrium position of a consumer' and how the concept might be used to construct a demand curve for a good. [12],"a
Explain what is meant by the concept of the 'equilibrium position of a consumer' and how the concept might be used to construct a demand curve for a good.  Explanation of consumer equilibrium using either marginal utility or indifference curves. The equilibrium must be related to a point on the demand curve and then there should be an explanation of how other points on the demand curve might be caused.  L4 (9–12 marks) For a sound explanation of the analysis and a clear link to the demand curve caused by either changes in price or changes in marginal utility. With accurate diagrams and a clear understanding of the principles involved.  L3 (7–8 marks) For an accurate reference to the question but with a more limited explanation showing the effect of a change in price with the budget line but not linked to a demand curve,  L2 (5–6 marks) For a briefer explanation of the analysis and equilibrium position but with no link to the demand curve; or with inaccurate diagrams and weak explanation.  L1 (1–4 marks) For an answer that has some basic correct facts but includes irrelevancies and errors of theory.
12

","A-Level, [12] marks"
244,244,'Economic growth should be the most important macroeconomic aim.'  Discuss this view. [12],"a

'Economic growth should be the most important macroeconomic aim.' Discuss this view.
A clear definition of the term economic growth is required. Each of the four key macroeconomic goals should be clearly stated and their importance recognized. The main body of the response should focus upon whether economic growth should be considered the most important, along with supporting evidence. This evidence will examine the costs/benefits of achieving this goal in comparison to the costs/benefits of achieving alternative goals.
Good responses will recognize that all four goals are linked and achieving/not achieving one goal might have a significantly impact on the potential to achieve other goals. A conclusion should be provided which considers the extent to which the statement is correct.
L4 (9–12 marks): For demonstrating a clear understanding of the concept of economic growth and an awareness of other key macroeconomic goals.The question requires an assessment of the importance of this particular macroeconomic goal with reference to two alternative goals. An awareness of the difficulties involved in isolating alternative macroeconomic goals might also be demonstrated.
L3 (7–8 marks): For a clear definition of the economic growth and the identification of other important macroeconomic goals. Analysis will be provided but it will be less detailed and the links between the key macroeconomic goals will not be fully recognised. A final comment on the validity of the view under consideration might not be provided.
L2 (5–6 marks): For a competent comment with the emphasis on describing alternative macroeconomic goals. Some limited explanation will be provided but there will be no attempt to examine the links between these goals. There will be no attempt to discuss the validity of the view.
L1 (1–4 marks): For an answer that has some basic correct facts but includes irrelevancies and errors of theory.

12

","A-Level, [12] marks"
762,762,'Economic growth should be the most important macroeconomic aim.'  Discuss this view. [12],"a

'Economic growth should be the most important macroeconomic aim.' Discuss this view.
A clear definition of the term economic growth is required. Each of the four key macroeconomic goals should be clearly stated and their importance recognized. The main body of the response should focus upon whether economic growth should be considered the most important, along with supporting evidence. This evidence will examine the costs/benefits of achieving this goal in comparison to the costs/benefits of achieving alternative goals.
Good responses will recognize that all four goals are linked and achieving/not achieving one goal might have a significantly impact on the potential to achieve other goals. A conclusion should be provided which considers the extent to which the statement is correct.
L4 (9–12 marks): For demonstrating a clear understanding of the concept of economic growth and an awareness of other key macroeconomic goals.The question requires an assessment of the importance of this particular macroeconomic goal with reference to two alternative goals. An awareness of the difficulties involved in isolating alternative macroeconomic goals might also be demonstrated.
L3 (7–8 marks): For a clear definition of the economic growth and the identification of other important macroeconomic goals. Analysis will be provided but it will be less detailed and the links between the key macroeconomic goals will not be fully recognised. A final comment on the validity of the view under consideration might not be provided.
L2 (5–6 marks): For a competent comment with the emphasis on describing alternative macroeconomic goals. Some limited explanation will be provided but there will be no attempt to examine the links between these goals. There will be no attempt to discuss the validity of the view.
L1 (1–4 marks): For an answer that has some basic correct facts but includes irrelevancies and errors of theory.

12

","A-Level, [12] marks"
