,Question,Mark Scheme
31,"In recent years, many countries have faced economic difficulties. At such a time, discovering the best means of allocating scarce resources becomes much more pressing.Consider whether the study of economics has anything to offer to achieve an efficient allocation of resources in a country. [25]","


Question
Answer
Marks


7
Explanation of meaning of efficient allocation and explanation of the analysis which ensures an efficient optimum may be reached.Distinction between productive and allocative efficiency. Discussion of reasons for market failure and necessity/desirability of government intervention to achieve efficiency.This could be by persuasion (nudge theory) rather than by enforcement.Nudge theory, originally an ethical idea not a government manipulative tool,involves designing choices to encourage decision making in wider positive interests of society. But it can be used in government context. Conclusion about efficacy of relying on market system. Max 21 with no conclusion.L4 for a thorough explanation and a reasoned discussion dealing with both aspects of efficiency and possible reasons for government intervention. A conclusion should be drawn. 18–25L3 for a competent explanation of the terms with accurate but limiteddiscussion. 14–17L2 for a correct but undeveloped explanation with some attempt at analysis but only brief discussion with no conclusion. 10–13L1 For an answer that shows some knowledge but does not indicate that the question has been fully grasped or where the answer is mostly irrelevant. 1–9
25


"
32,"'A society that cares about efficiency needs to provide government funds for social sciences that work on the assumption that efficiency matters'. (Royal Society of Arts Journal, Issue 4, 2013)Explain what is meant by economic efficiency. Consider whether you agree that the only way to achieve economic efficiency is through public sector intervention in the economy. [25] ","


Question
Answer
Marks


2
Explanation of meaning of efficiency and explanation of the analysis which ensures an efficient optimum may be reached. Productive efficiency makes the best use of resources, and allocative efficiency ensures that no one can be made better off without someone being worse off. Individual actions are not always best for society as a whole. Discussion of reasons for market failure and necessity/desirability of government intervention to achieve efficiency. This could be by persuasion (nudge theory) rather than by enforcement. Nudge theory, originally an ethical idea not a government manipulative tool, involves designing choices to encourage decision making in wider positive interests of society. But it can be used in government context. Government intervention may thus be necessary, but it need not overcome inefficiency as there may be inefficiency in government through lack of information.L4 (18–25 marks): for a thorough explanation dealing with productive and allocative efficiency and a comment on the importance of both concepts; and an accurate discussion of market failure, with examples and a conclusion about the need for government intervention and whether such intervention is a sufficient solution.L3 (14–17 marks): for a competent but less developed explanation of the terms with accurate but limited comment on the importance. Also for a more limited discussion of the reasons for market failure and the need for government butwithout a comment on whether such intervention is sufficient to overcome marketfailure.L2 (10–13 marks): for a correct but brief explanation with some attempt at analysispossibly with only one type of efficiency correctly elaborated, no comment onimportance; and for a brief analysis of market failure with few examples and noconclusion about necessity of government intervention.L1 (1–9 marks): for an answer that has some basic correct facts but includesirrelevancies and errors of theory. 
25


"
33,"In recent years, many countries have faced economic difficulties. At such a time, discovering the best means of allocating scarce resources becomes much more pressing.Consider whether the study of economics has anything to offer to achieve an efficient allocation of resources in a country. [25]","


Question
Answer
Marks


7
Explanation of meaning of efficient allocation and explanation of the analysis which ensures an efficient optimum may be reached.Distinction between productive and allocative efficiency. Discussion of reasons for market failure and necessity/desirability of government intervention to achieve efficiency.This could be by persuasion (nudge theory) rather than by enforcement.Nudge theory, originally an ethical idea not a government manipulative tool,involves designing choices to encourage decision making in wider positive interests of society. But it can be used in government context. Conclusion about efficacy of relying on market system. Max 21 with no conclusion.L4 for a thorough explanation and a reasoned discussion dealing with both aspects of efficiency and possible reasons for government intervention. A conclusion should be drawn. 18–25L3 for a competent explanation of the terms with accurate but limiteddiscussion. 14–17L2 for a correct but undeveloped explanation with some attempt at analysis but only brief discussion with no conclusion. 10–13L1 For an answer that shows some knowledge but does not indicate that the question has been fully grasped or where the answer is mostly irrelevant. 1–9
25


"
34,The merit of the economic theory of wage determination is that it clearly shows what the best level of wage rates should be and thus is evidence that there is no need for either the government or trades unions to fix wages.Discuss this assertion. [25],"


Question
Answer
Marks


5
The merit of the economic theory of wage determination is that it clearly shows what the best level of wage rates should be and thus is evidence that there is no need for either the government or trades unions to fix wages.Analysis of wage determination and employment levels. Consideration of perfect and imperfect markets. Discussion of meaning of 'best level'–for whom(worker,employer) with relation to what? (Employment levels, wages, productivity, efficiency of firm, safety issues?) For whom?L4 for a thorough critique of the statement and an explanation of the analysis of wage determination with a clear comparison of perfect and imperfect markets. A sound discussion about meaning of 'best'. Max 21 no conclusion. 18–25L3 for a weaker critique of the statement but a competent explanation of imperfect market wage determination and a consideration of the meaning of 'best'. Max L3 if no MRP. 14–17L2 for a correct but undeveloped analysis with only a brief comment and recognition of the range of relevant issues to consider. 10–13L1 for an answer that shows some knowledge but does not indicate that the question has been fully grasped or where the answer is mostly irrelevant 1–9 
25


"
35,"'The measurement of living standards is problematic. It is never certain that people in one country are better off than those in another. The classification of countries into developing and developed is, therefore, never clear.'Do you agree with this argument? [25] ","


Question
Answer
Marks


6
Each part of the statement should be considered. There should be a discussionof whether there are many difficulties in measuring living standards and reasons given for the conclusion on this part of the question.There should then be a consideration of whether it is possible to compare one country with another and discuss what use the statistics might be. There should be an overall conclusion.L4 for a thorough explanation of the difficulties of measuring living standards and a clear conclusion to the assertion followed by a consideration of the usefulness of using the statistics to make comparisons. 18–25L3 for a competent explanation of the difficulties but with a limited conclusion. There will be some consideration of comparison between countries but this will not be fully developed or extensive. 14–17L2 for an accurate though undeveloped explanation with some attempt at analysis but only limited evaluation. No real conclusion. 10–13L1 for an answer that shows some knowledge but does not indicate that the question has been fully grasped or where the answer is mostly irrelevant. 1–9
25


"
36,Use indifference curves to distinguish between the income and substitution effects of a price change. Discuss whether the distinction might be important for a manufacturer. [25],"


Question
Answer
Marks


3
Explanation of indifference curves, income, substitution of a price change.These can then be related to a demand curve to show the effect on demand of a price change and determine the possible change in revenue, and maybe profits, depending on the type of good.L4 for a reasoned and clear discussion, logically presented dealing with income,substitution, link to the demand curve, and clear link to importance for manufacturers. Maximum 21 with no conclusion. 18–25L3 for a fair but undeveloped discussion probably concentrating on income,substitution effects without a clear link to demand, or without a clear analysis of the possible effect on manufacturer’s revenue through elasticity. 14–17L2 for a briefer comment on income/substitution, no link to demand, nopertinent comment on revenue/elasticity or normal/inferior goods 10–13L1 for an answer that shows some knowledge but does not indicate that the question has been fully grasped or where the answer is mostly irrelevant. 1–9
25


"
37,Discuss whether privatisation and an increase in competition would hinder or help the achievement of economic efficiency. [25],"


Question
Answer
Marks


2
Explanation of efficiency. Competitive markets may achieve efficient outcomes but individual actions are not always best for society as a whole.Further, privatisation does not necessarily mean increased competition.Discussion of reasons for market failure and necessity/desirability of government intervention to achieve efficiency. This could be by persuasion (nudge theory) rather than by enforcement. Nudge theory, originally an ethical idea not a government manipulative tool, involves designing choices to encourage decision making in wider positive interests of society. But it can be used in government context.L4 for an accurate discussion of efficiency and competition, privatisation,market failure, with examples and a conclusion about the need forgovernment intervention. 18–25L3 for a competent explanation of productive and allocative efficiency andmore limited discussion of whether privatisation necessarily results in morecompetition, and of the reasons for market failure and the need forgovernment. 14–17L2 for a briefer analysis of efficiency and of market failure with few examplesand no comment about whether privatisation is the same as increasedcompetition and no conclusion. 10–13L1 for an answer that shows some knowledge but does not indicate that thequestion has been fully grasped or where the answer is mostly irrelevant. 1–9
25


"
38,"Economic development can only be achieved by economic growth and this depends solely on higher levels of government investment.
To what extent would you agree with this statement? [25]","


Question
Answer
Marks


7
Answers should clearly distinguish between economic growth and development and examine the extent to which economic growth relies solely on higher levels of investment. Alternative ways of achieving economic development should be discussed and the role of private sector investment as an alternative to government investment should also be considered. A conclusion should be drawn based on the preceding discussion. L4 (18–25): for an answer that examines the extent to which economic development can only be achieved by economic growth and which discusses whether economic growth is the sole determinant of investment. A conclusion would be required L3 (14–17): for an answer that attempt to analyse the relationship between change in the level of investment and changes in growth and how this might impact on the level of development L2 (10–13): for an answer that provides a descriptive account of the difference between economic growth and economic development and the difference between government and private investment L1 (1–9): For an answer that shows some knowledge but does not indicate that the question has been fully grasped or where the answer is mostly irrelevant 
25


"
39,"In recent years the prices of many electronic products have fallen as sales have increased. Research to improve the products is expensive but there are large economies of scale in production.
Discuss what is likely to happen to the costs, prices of products and market structure in industries where there are large economies of scale. [25] ","


Question
Answer
Marks


3
Costs will increase initially as research is expensive but in the long run average costs would decrease. Candidates should explain how economies of scale affect costs. Market structure is likely to become more imperfect and this may lead to potentially higher profits and higher, not reduced, product prices. Small firms are unlikely to be able to afford the research. L4 (18–25): for clear explanation of economies of scale; consideration of likely effect on prices and profits as industries become larger and the market more imperfect. Conclusion should be given to a reasoned answer L3 (14–17): for an answer that concentrates more on one side – either economies or the market structure: or a briefer explanation of both parts; a conclusion should still be given L2 (10–13): for a more limited answer probably concentrating on economies. Maximum 11 if no conclusion L1 (1–9): for an answer that has some basic correct facts but includes irrelevancies and errors of theory
25


"
40,"A free market economy operates to the benefit of both consumer and producer to achieve the most efficient outcome, and therefore there is no role for a government to play in controlling the market.
Consider the extent to which this statement is correct. [25]","


Question
Answer
Marks


7
An explanation of productive and allocative efficiency. A discussion of the free market economy and its limitations. The role and limitations of government in controlling the market. L4 (18–25 marks) For a discussion of both efficiencies which considers the effects of competition in achieving them. Two or more alternative forms of market failure and the application of government policies to reduce them. Maximum 21, if no conclusions. L3 (14–17 marks) For a discussion of efficiency with a single form of market failure. A brief reference to the need for government. L2 (10–13 marks) For an accurate though undeveloped explanation of efficiencies, market failure and/or government intervention. L1 (1–9 marks) For an answer which shows some knowledge but does not indicate that the question has been fully grasped, or where the answer contains irrelevancies and errors of theory.
25


"
41,"A businessman claimed it was difficult to make decisions as his business was subject to uncertainty and interdependence.
Discuss the methods used by oligopoly firms to reduce uncertainty and interdependence and the extent to which these methods exploit the consumer. [25]","


Question
Answer
Marks


3
Explanation of oligopoly market structure, which gives rise to uncertainty and interdependence. Discussion of methods used to reduce these problems (Collusion, Non-price competition or Other) and the impact of these on the consumer. L4 (18–25 marks) For discussion of the methods used in oligopolistic competition to reduce uncertainty and interdependence and which considers the likely impact on the consumer. Maximum 21 if no conclusion. L3 (14–17 marks) For a competent analysis and a more limited discussion of the methods used and their impact on the consumer. L2 (10–13 marks) For accurate though undeveloped explanation. L1 (1–9 marks) For an answer which shows some knowledge but does not indicate that the question has been fully grasped, or where the answer contains irrelevancies and errors of theory.
25


"
42,"'Both developed and developing economies can experience high levels of unemployment, high rates of inflation and large current account deficits. Therefore there is now no real difference between these two types of economy'.
How far would you agree with the view that this statement is misleading? [25]","


Question
Answer
Marks


7
The statement refers to developed and developing economies and some performance indicators. Candidates should clearly explain the difference between these terms. Answers should also recognise the links between developed and developing economies and the indicators. It should be recognised that although key performance indicators might be similar, it is often for different reasons and these reasons should be explained. Key elements of developing economies should also be identified to support the conclusion that significant differences between the two types of economy remain, regardless of the similarity of the performance indicators. L4 (18–25): for an answer that attempts to discuss key differences between developed and developing economies which do not necessarily relate to performance indicators. A conclusion should be produced which emerges out of the discussion L3 (14–17): for an answer that analyses the relation between different indicators and different types of economy. For example, causes of balance of payments deficits in developing economies are likely to be significantly different from those in a developed economy. This should be examined in relation to at least two indicators mentioned L2 (10–13): for an answer that provides a basic description of the terms developed and developing and the possible differences in inflation unemployment and balance of payments deficits L1 (1–9): for an answer that shows some knowledge but does not indicate that the question has been fully grasped or where the answer is mostly irrelevant
25


"
43,"Trade unions, minimum wage legislation and large powerful businesses invalidate the conclusions of the traditional economic theory of wage determination. The theory needs to be replaced.
How far do you agree with this assertion? [25]","


Question
Answer
Marks


4
Candidates should consider each part of the statement. The theory of wage determination should be explained and a comment given on how the outcome may be affected by the existence of trade union bargaining, by minimum wages affecting the supply, by large monopsonies forcing down wages from the competitive level. A conclusion of the possible usefulness of the theory should be given. L4 (18–25): for a critique of the statement and a thorough explanation of the analysis of wage determination with a clear comment on how unions, minimum wages and large monopsonistic businesses may be incorporated into the theory. There should be a conclusion and a well-structured answer. Must have MRP to reach L4. L3 (14–17): for a weaker critique of the statement mentioning either all three elements less rigorously or two elements more fully. There should still be a competent explanation of imperfect markets together with a conclusion. L2 (10–13): for a correct but undeveloped analysis with much briefer critique of the statement. Max 11 without a conclusion. L1 (1–9): for an answer that shows some knowledge but does not indicate that the question has been fully grasped or where the answer is mostly irrelevant. 
25


"
44,"Private sector developers have discovered potentially profitable supplies of gas and proposed a new method of extracting it that involves drilling in some areas of natural beauty. They say it is important that a country's resources are used efficiently.
Consider whether they might mean the same as economists when they talk about the efficient use of resources and whether it is possible in practice for private organisations to achieve such economic efficiency. [25] ","


Question
Answer
Marks


7
There are three elements to the question. What is meant in economics by efficiency? Is it likely that private developers use the term in the same way? Is it possible to achieve efficiency? Candidates should explain the meaning of allocative efficiency and productive efficiency; they should conjecture whether the private developers comments relate to profits rather than allocative/productive efficiency; they should discuss whether private firms achieve allocative/productive efficiency.They may mention polices that might be used to approach allocative efficiency when the market does not reflect that situation–subsidies, regulation, taxes. It might be possible to achieve productive efficiency but more difficult to measure and achieve allocative efficiency L4 (18–25) For a reasoned and clearly structured answer which gives an explanation of both types of efficiency and a discussion of the three elements to the question. L3 (14–17) For a fair explanation but with a weaker or undeveloped discussion maybe dealing with two elements of the question. L2 (10–13) For an answer which concentrates on the explanation but does not explore the discussion or deals very briefly with one part of the discussion. L1 (1–9) For an answer which has some basic correct facts but includes irrelevancies and errors of theory. 
25


"
45,Equilibrium is a key concept in the study of economics. Explain what an equilibrium level of national income means and discuss the relative merits of policies a government might use to cause the equilibrium level to change in an open economy. [25] ,"


Question
Answer
Marks


6
Candidates should explain the link between injections and withdrawals and comment on the balance between them which forms an equilibrium. The process of change by the multiplier should be explained. They should recognise that there is an open economy with a government sector. Any reasoned discussion should be accepted. They might suggest the equilibrium changes because of tax changes, or government spending changes. Investment might change because of interest rate policy. The private sector may be influenced by regulative policy. They could also suggest that governments may encourage foreign investment or international trade. They need to relate the policy to the aim of the government to assess its merits. L4 (18–25) For a thorough discussion of the factors which are involved in the analysis of an equilibrium income involving public and private sectors in an open economy together with a discussion on the merits together with a reasoned conclusion.(weak or no conclusion 18 max). L3 (14–17) For a competent discussion of the factors involved in an equilibrium. The multiplier will be explained well but the suggested relative importance of different policies will be brief. With a conclusion. Weak or no conclusion 15 max). L2 (10–13) For an answer which concentrates on the first part of the question explaining what is meant by an equilibrium income; or for an answer with a weak analysis of equilibrium and the multiplier but also with a little discussion of the merits of different policies. L1 (1–9) For an answer which shows some knowledge but does not indicate that the question has been fully grasped, or where the answer contains irrelevancies and errors of theory. 
25


"
46,Imagine you have been asked to produce a report about the quality of life in your country. Discuss what would be important to include in your report and what economic indicators you would use in order to reach a conclusion. [25],"


Question
Answer
Marks


6
Candidates should explain what they would consider to be important to include – for example, output, health, housing, education, crime, income distribution. They should comment on the merit of using the value of GDP as an indicator of quality of life and discuss other possible indicators. L4 (18–25) For an clear discussion of the merits and drawbacks of using GDP, a comment on alternative indicator(s) and reasoned evaluation and conclusions. (Max 20 if no conclusion.) L3 (14 –17) For a competent explanation which does not fully analyse the drawbacks of using GDP or does not provide a developed comment on an alternative indicators. There will be some discussion but the evaluation will not be extensive. L2 (10–13) For an accurate though undeveloped discussion of the use of GDP with very brief mention of its limitations – any reference to an alternative indicators would be a passing remark. L1 (1–9) For an answer which shows some knowledge but does not indicate that the question has been fully grasped. The answer will have some correct facts but include irrelevancies. Errors of theory or omissions of analysis will be substantial. 
25


"
47,"'Government economic policy is based on the idea that people cannot be trusted to choose what isgood for them but instead sometimes choose things that are harmful to themselves or detrimentalto the environment (or both). Therefore a free market cannot allocate resources efficiently.'
Do you support this argument? [25] ","


Question
Answer
Marks


2
The answer should consider the initial proposition and comment on its validity. It should then identify and describe the necessary conditions for efficient resource allocation and consider whether it can be achieved by the market alone. L4 (18–25) For a reasoned and clear discussion with accurate development of theory and good explicit links to the statement together with reasoned evaluative comments and conclusions. Max 20 if no conclusion. L3 (14–17) For a competent comment together with limited elaboration of the analysis or imprecise links to the statement. There will be some discussion but the evaluation will not be fully developed or extensive. L2 (10–13) For a brief explanation but weak or ill-explained links to the statement. The explanation will be undeveloped with some limited analysis. L1 (1–9) For an answer which shows some knowledge but does not indicate that the question has been fully grasped. The answer will have some correct facts but include irrelevancies. Errors of theory or omissions of analysis will be substantial. 
25


"
48,Discuss which issues are at the heart of the debate about the quality of life in a country and what indicators might be used to assess them. [25] ,"


Question
Answer
Marks


7
Candidates should explain what they would consider to be important to include–for example, output, health, housing, education, crime, income distribution. They should comment on the merit of using the value of GDP, HDI or MEW as indicators of quality of life. L4 (18–25) For an clear explanation of the issues to be included and a discussion of the Merits and drawbacks of using alternative indicators and a reasoned conclusion. L3 (14–17) For a competent explanation of the issues but which do not provide a developed comment on alternative indicators. There will be some discussion but the evaluation will not be extensive. L2 (1—13) For an accurate though undeveloped explanation of the issues and a limited reference to alternative indicators. L1 (1–9) For an answer which shows some knowledge but does not indicate that the question has been fully grasped. The answer will have some correct facts but include irrelevancies. Errors of theory or omissions of analysis will be substantial. 
25


"
49,"'Wage rate inequalities are inevitable and can be justified.'
Discuss whether this statement can be supported by economic theory. [25]","


Question
Answer
Marks


4
The question presents an argument. Candidates should analyse whether the theory does explain differentials in wage rates, and discuss the conclusion that they should be accepted. There should be a conclusion to the candidate's argument. [25]L4 (18–25) For a thorough analysis of theoretical wage determination with a clear discussion of each part of the argument, together with a comment on the conclusion of the argument. (14–17 for demand and supply only although the answer contains a full discussion of the argument)L3 (14–17) For a competent explanation of wage theory but with a more limited discussion of the structure of the argument although the answer itself should come to a conclusion for higher marks. (10–13 for demand and supply)L2 (10–13) For a correct but undeveloped theoretical analysis with scant comment about the structure of the argument, and no conclusion. (6–9 for demand and supply)L1 (1–9) For an answer which contains inaccuracies and only a few correct points. (1–5 for demand and supply only) 
25


"
50,"'In a complex modern economy there is no possibility of a perfect market system. A concentration of market power always results and does not serve the public interest.'
Do you agree with this opinion? [25]","Candidates are expected to consider the argument. First, what is meant by a perfect market system and whether it is possible. Secondly whether a complex modern economy inevitably leads to a concentration of market power, and thirdly, if this is so, whether it serves the public interest. Candidates may refute, or accept, the subsidiary conclusion about market power, or the final conclusion or both.
L4 (18–25) For a clear consideration of each stage of the argument in the question.                 A reasoned conclusion should be presented.
L3 (14–17) For a competent but more limited comment on the whole argument or by concentrating on part of the argument – maybe the link between market power and public interest by discussing market failures.
L2 (10–13) For an undeveloped discussion of the argument concentrating on only one aspect and with no overall comment on the conclusion in the question.
L1 (1–9) For an answer which shows some knowledge but does not indicate that the question has been fully grasped, or where the answer contains irrelevancies and errors of theory.  "
51,"The use of indifference curves to establish a consumer's equilibrium is purely a theoretical tool.They show the relation between two goods;they do not show prices or income and,therefore,cannot be used to determine a demand curve.How far do you agree with this statement?[25]","
Explanation of the characteristics of both markets in terms of price determination,profit levels,branding, size, barriers to entry. [12]L4 For a sound explanation of the analysis and a clear understanding mentioning at least four comparisons. [9–12]L3 For a competent comment but with limited development of the analysis or a fuller analysis of three comparisons. [7–8]L2 For a brief explanation of the characteristics and a weak comment or a fuller explanation of only two comparisons. [5–6]L1 For an answer which has some basic correct facts but includes irrelevancies.Errors of theory or omissions of analysis will be substantial. [1–4] 
Discussion of the two types of market structure. Long run profit will be normal in perfect competition but not necessarily so in monopoly which usually results in higher prices in monopoly.Output is likely to be lower in monopoly.However,economies in monopoly may lead to lower prices.[13]L4 For a sound discussion with good explanation of the analysis and a clear understanding of the differences between the two market structures, allowing for economies and possible lower prices,together with a conclusion.[9–13]L3 For a competent comment but with more limited discussion of the two market structures but still with a conclusion. [7–8]L2 For a brief explanation of the structures,limited discussion and no conclusion. [5–6]L1 For an answer which has some basic correct facts but includes irrelevancies.Errors of theory or omissions of analysis will be substantial. [1–4] 
"
52,'The price mechanism is the most effective and certain method for ensuring an efficient allocation of resources to achieve maximum welfare.'Comment on this opinion. [25],The answer should consider the initial proposition – there is a premise concerning the theoretical analysis. The curves do show the relation between goods and although levels of income and prices are not shown on the diagrams the analysis rests on the assumption of a given income and given prices. Changes in either can be reflected in the analysis and can be linked to a demand curve. [25]L4 For a reasoned and clear discussion with accurate development of theory and good links to the statement together with a reasoned conclusion. [18–25]L3 For a competent comment together with limited elaboration of the analysis or imprecise links to the statement. There will be some discussion but the evaluation will not be fully developed or extensive. There should still be a conclusion. [14–17]L2 For a brief explanation but weak or ill-explained links to the statement. The explanation will be undeveloped with some attempt at analysis but only limited evaluation. [10–13]L1 For an answer which shows some knowledge but does not indicate that the question has been fully grasped. The answer will have some correct facts but include irrelevancies. Errors of theory or omissions of analysis will be substantial. [1–9] 
53,Explain what is meant by the 'equilibrium of a perfectly competitive firm' and consider the view that equilibrium is always achieved in perfect competition but never in a monopoly market. [25],"Explanation of the meaning of equilibrium in perfect competition and monopoly. Comparison of equilibrium in perfect competition and monopoly in both short run and long run. Both structures will be in equilibrium in the short run and long run, however perfect competition can only make normal profits in the long run. [25]L4 For a reasoned and clear explanation of the concept of equilibrium applied to both perfect competition and monopoly with accurate development of theory and good comparison between short run/long run, and perfect competition and monopoly together with a reasoned conclusion.[18–25] (max 20 no conclusion)L3 For a competent comment together with a more limited elaboration of the analysis or imprecise comparisons. Short run and long run analysis is limited. There should still be a conclusion. [14–17] (max 16 no conclusion)L2 For a brief explanation but weak or ill-explained comparisons. The explanation will be undeveloped with some limited analysis. [10–13]L1 For an answer which shows some knowledge but does not indicate that the question has been fully grasped.The answer will have some correct facts but include irrelevancies. Errors of theory or omissions of analysis will be substantial. [1–9] "
54,It has been said that the aim in the allocation of resources should be to achieve the greatest happiness for the greatest number of people.Discuss whether economics has anything to say about the best way to maximise welfare from the use of resources. [25],The answer should consider the initial proposition and comment on its validity. Economic theory uses the concept of efficiency to achieve maximum welfare. Candidates should then identify and describe the necessary conditions for efficient resource allocation and consider how/whether it can be achieved. [25]L4 For a reasoned and clear discussion with accurate development of theory and good links to the statement together with a reasoned conclusion. [18–25] (max 20 no conclusion)L3 For a competent comment together with limited elaboration of the analysis or imprecise links to the statement. There will be some discussion but the evaluation will not be fully developed or extensive. There should still be a conclusion. [14–17] (max 16 no conclusion)L2 For a brief explanation but weak or ill-explained links to the statement. The explanation will be undeveloped with some attempt at analysis. [10–13]L1 For an answer which shows some knowledge but does not indicate that the question has been fully grasped. The answer will have some correct facts but include irrelevancies. Errors of theory or omissions of analysis will be substantial. [1–9] 
55,"In 2014, the average monthly salary in South Africa for an executive business manager in the private sector was 60 000 rand; for a public sector nurse, 13 700 rand;for a cleaner, 3 600 rand.These differences in wage rates can be entirely explained by the economic theory of the labour market.Discuss whether you agree with this conclusion. [25]","The question presents an assertion. Candidates should discuss whether the theory does explain differentials in wage rates, and comment on the conclusion presented. The examples given can be used to illustrate the answer, reference may be made to the private/public sector examples and possible political issues in fixing wage rates. [25]L4 For a thorough analysis of theoretical wage determination together with a comment on the conclusion of the argument. 18–25 (14–17 for demand and supply only although the answer contains a full discussion of the argument)L3 For a competent explanation of wage theory but with a more limited discussion of the conclusion. 14–17 (10–13 for demand and supply)L2 For a correct but undeveloped theoretical analysis with no comment on the conclusion in the statement. 10–13 (6–9 for demand and supply)L1 For an answer which contains inaccuracies and only a few correct points 1–9 (1–5 for demand and supply only "
56,Adam Smith's eighteenth century idea of an 'invisible hand' where the free market allocates resources effectively and efficiently is false because the 'invisible hand' cannot work in a complex modern economy.Do you agree with this argument? [25],The answer should consider the initial proposition and comment on its validity. It should then identify and describe the necessary conditions for efficient resource allocation and consider whether it can be achieved by the 'invisible hand'of the market and whether this is because of the complexities of a modern economy. [25]L4 For a reasoned and clear discussion with accurate development of theory and good links to the statement together with a reasoned conclusion. [18–25] L3 For a competent comment together with limited elaboration of the analysis or imprecise links to the statement. There will be some discussion but the evaluation will not be fully developed or extensive. There should still be a conclusion. [14–17] L2 For a brief explanation but weak or ill-explained links to the statement. The explanation will be undeveloped with some attempt at analysis but only limited evaluation. [10–13]L1 For an answer which shows some knowledge but does not indicate that the question has been fully grasped. The answer will have some correct facts but include irrelevancies. Errors of theory or omissions of analysis will be substantial. [1–9] 
57,"Analyse the difference shown by marginal revenue productivity theory between wage determination in perfect and imperfect labour markets. Discuss the proposition that, in imperfect markets, a trade union can only increase the wage rate by allowing a reduction in employment. [25]","


Question
Answer
Marks


5
Analysis of difference between perfect competitive factor markets and imperfectly competitive markets. Wages may be increased by unions in imperfect markets without decreasing unemployment as long as it doesn't rise above point where mc=mr. This still leaves the firm with abnormal profit. Beyond this point, higher wages will result in a decrease in employment. Level 4 (18–25 marks): for a critique of the statement and a thorough explanation of the analysis of wage determination with a clear comparison of perfect and imperfect markets. The conclusion about employment should be clearly stated. Level 3 (14–17 marks): for a weaker critique of the statement but a competent explanation of imperfect market wage determination together with a conclusion. Level 2 (10–13 marks): for a correct but undeveloped analysis with only a brief consideration of the employment position and no real conclusion. Level 1 (1–9 marks): for an answer that shows some knowledge but does not indicate that the question has been fully grasped or where the answer is mostly irrelevant.
25


"
58,"Firms should be allowed to produce in the manner they wish and consumers allowed to buy what they believe they want.
Discuss whether this is the best means of ensuring an efficient use of an economy’s resources.[25]","


Question
Answer
Marks


2
Explanation of meaning of efficient allocation and explanation of the analysis which ensures an efficient optimum may be reached. Distinction between productive and allocative efficiency. Individual actions are not always best for society as a whole. Discussion of reasons for market failure and necessity/desirability of government intervention to achieve efficiency. This could be by persuasion (nudge theory) rather than by enforcement. Nudge theory, originally an ethical idea not a government manipulative tool, involves designing choices to encourage decision making in wider positive interests of society. But it can be used in government context. Level 4 (18-25 marks): for a thorough explanation and a reasoned discussion dealing with both aspects of efficiency and possible reasons for market failure/government intervention. A conclusion should be drawn. Level 3 (14-17 marks): for a competent explanation of the terms with accurate but limited discussion. Level 2 (10-13 marks): for a correct but undeveloped explanation with some attempt at analysis but only brief discussion with no conclusion. Level 1 (1-9 marks): For an answer that shows some knowledge but does not indicate that the question has been fully grasped or where the answer is mostly irrelevant. 
25


"
59,"Economic models have little practical relevance.
Discuss whether this is true of the analysis of how a fall in interest rates might affect an economy's GDP. [25] ","


Question
Answer
Marks


5
Explanation of meaning of GDP; analysis of effect of interest rates on investment, saving, spending, and link between these variables and GDP. Understanding of leakages and injections. Multiplier / accelerator. Level 4 (18–25 marks): for a sound explanation and discussion with good illustrations and a clear understanding of the principles involved with accurate links and a reasoned conclusion referring to the question, explicitly. No conclusion max. 22. Level 3 (14–17 marks): for a competent explanation with an accurate but limited discussion without a full analysis of the links. Level 2 (10–13 marks): for a correct but undeveloped explanation with some attempt at analysis but only brief discussion. Level 1 (1–9 marks): For an answer that shows some knowledge but does not indicate that the question has been fully grasped or where the answer is mostly irrelevant. 
25


"
60,"Choice is an essential part of economics. Sometimes consumers change their choices either when shops have special offers on previously very expensive luxury products, or when advertising persuades them to change their preferences.
Analyse how the economic theory of indifference curves can be used to construct a consumer's demand curve. Discuss whether this theory can explain the above changes in choice. [25]","


Question
Answer
Marks


2
(i) Explanation of indifference curves, equilibrium point, (ii) link between indifference curves and demand curve, (iii) discussion of how reduced price can affect equilibrium/demand for a luxury product, shift of budget line, income substitution effects, (iv) advertising, change in tastes would change the shape of the indifference curve. Level 4 (18–25 marks): for an answer illustrating all the 4 elements of the question, equilibrium, construction of a demand curve, change in demand, and change in shape of indifference curve and a conclusion. No conclusion max. 22, 18–19 marks if 3 elements well done with a conclusion.Level 3 (14–17 marks): for a less developed answer that deals with 3 points. Level 2 (10–13 marks): for a limited answer that deals with only 2 points.  Level 1 (1–9 marks): for an answer that shows some knowledge but does not indicate that the question has been fully grasped or where the answer is mostly irrelevant.
25


"
