,Question,Mark Scheme
25,Consider the extent to which the depreciation of its foreign exchange rate contributes to the economic growth of a low-income country. [20],"


Question
Answer
Marks


4

Consider the extent to which the depreciation of its foreign exchange rate contributes to the economic growth of a low-income country.
Use Table A: AO1 Knowledge and understanding and AO2 Analysis and Table B: AO3 Evaluation to mark candidate responses to this question. 
AO1 and AO2 out of 14 marks. AO3 out of 6 marks.  
Indicative content
Responses may include: 
AO1 Knowledge and understanding and AO2 Analysis

Knowledge and understanding of the effect of depreciation on the external value of a country’s currency (exchange rate - ER), economic growth and low-income country
Analysis of this effect on the price of exports (X) and imports (M) and the effect on their demand and supply, links to aggregate demand (AD) through the balance of payments effect (X-M) 
Candidates may refer to this in terms of injections and leakages and their effect on AD 
AD and AS diagram showing this may be used to show the effect on the level of national income.
Alternatively, the analysis of the increased injection may be through the multiplier effect and/or the 45° diagram. 
A clear link must be made between the effect of the depreciation and the level of economic growth, the type of economic growth: actual or potential should be made. 

AO3 Evaluation 

The ability of supply capacity in the low-income country to react to the effect of the depreciation. 
The nature of many developing countries exports of agricultural commodities being price inelastic in supply compared with oil exports. 
The short run effects on employment (positive) and inflation (negative) 
Beneficial effect on ability to service international debt positive if denominated in domestic currency but negative if borrowings are in a foreign currency. 

Accept all valid responses. 

20


AO1 Knowledge and understanding and AO2 Analysis 
14


AO3 Evaluation 
6


"
26,"Evaluate, with the help of a diagram(s) how total market demand and minimum efficient scale may determine the form of market structure in an industry. [20]","


Question
Answer
Marks


3

Evaluate, with the help of a diagram(s) how total market demand and minimum efficient scale may determine the form of market structure in an industry. 
Use Table A: AO1 Knowledge and understanding and AO2 Analysis and Table B: AO3 Evaluation to mark candidate responses to this question.
AO1 and AO2 out of 14 marks. AO3 out of 6 marks.  
Indicative content
Responses may include: 
AO1 Knowledge and understanding and AO2 Analysis

The concepts of increasing/constant/decreasing returns to scale and the minimum efficient scale (MES) of production the level of output where LRAC are initially minimized. 
The explanation of a number of examples of economies of scale: division of labour, financial, marketing, managerial technical and their impact on the long run average cost curve (LRAC). 
An analysis of the relationship between total demand for a product and the minimum efficient scale effectively total demand divided by MES to give the maximum number of firms who could operate at the MES. 
A description of different forms of market structure eg perfect competition, monopolistic competition, oligopoly or monopoly. 
An analysis of the relationship between the MES and the market demand determining the number of firms many/a few/one equivalent to perfect competition, monopolistic competition, oligopoly or monopoly. 
Examples MES and market demand. MES = 50% therefore in theory 2 firms – a duopoly MES 2% therefore 50 firms perfect/monopolistic competition. 
Relevant diagram for economies of scale with indication of MES and demand curve. 

AO3 Evaluation

MES is not static and may change over time eg technological change. 
The definition of the market will affect the calculation of the relationship. The village shop which operates at a small scale is appropriate for the village market. 
Markets will still exist where particular firms produce small scale highcost items e.g. luxury cars or designer clothes to satisfy a niche portion of a bigger market. 

Accept all valid responses

20


AO1 Knowledge and understanding and AO2 Analysis
14


AO3 Evaluation
6


"
27,"The increased use of electric vehicles (EVs) is encouraged as part of governments' climate change policies because they create fewer negative externalities than diesel and petrol (gas) vehicles.
Evaluate, with the help of a diagram(s), two policies that a government may use to encourage the use of EVs. [20]","


Question
Answer
Marks


2

The increased use of electric vehicles (EVs) is encouraged as part of governments’ climate change policies because they create fewer negative externalities than diesel and petrol (gas) vehicles. 
Evaluate, with the help of diagrams, two policies that a government may use to encourage the use of EVs. 
Use Table A: AO1 Knowledge and understanding and AO2 Analysis and Table B: AO3 Evaluation to mark candidate responses to this question.
AO1 and AO2 out of 14 marks. AO3 out of 6 marks. 
Indicative content
Responses may include:  
AO1 Knowledge and understanding and AO2 Analysis

Market failure regarding this question would relate to allocative inefficiency. Market failure can be explained by defining allocative efficiency and linking this to the requirement to allocate resources to maximise consumer satisfaction. This can be supported by a diagram illustrating a level of output where AR = MC or MSB = MSC which is consistent with an outcome that achieves allocative efficiency. 
Negative externalities occur when the when the consumption/use of a good produces a cost to society which is greater than that received by an individual producer MPB > MSB or MSC >MPC. This is sometimes described as a negative ‘spill-over’ effect. The negative externality leads to an over production of the good.
Government intervention takes place to address the failure of market forces to allocate resources efficiently. In this case positive externalities would lead to under-consumption of a good or service. 
Different types of government intervention can be used to correct the under-production of output to enable consumer satisfaction to be maximised. 
Forms of government intervention might include: the use of subsidies for consumers to increase consumption and also producers to change production methods, use of positive advertising; the direct provision of goods and services such as alternative transport methods. Indirect taxation. Nudge theory effects. 
A clearly labelled, accurate diagram can be used to show the impact of a positive/negative externality on the level of output and the welfare change will be identified.
The diagram could show the market equilibrium point which does not take into account the existence of a negative consumption externality and may compare this with the allocatively efficient level of output when the negative externality is taken into account. The diagram may be amended or re-drawn to show the impact of a chosen policy(ies) and the impact on consumption or production shown. 
Reference to the diagram and the outcomes it illustrates is made in the text. 

AO3 Evaluation

A government might introduce a subsidy to encourage producers to increase output to enable allocative efficiency, however it is difficult to measure the precise value of the subsidy. Subsidies are costly in that the funds might have been used by governments for other purposes. This means governments will have to make a value judgement when deciding whether to provide a subsidy. 
Also, the impact on price and output in some circumstances takes a long time to become effective.
Advertising is often costly and it is not always certain that it will have a sufficiently persuasive effect to ensure the correct level of output/ consumption is reached. 
Direct provision is also costly and sometimes less efficient than that provided through market forces. 
It is possible to show that government intervention can reduce the level of inefficiency caused by the existence of positive externalities but it is not clear whether the net effect of government intervention will always be positive. Some types of intervention will be more effective than others depending on the nature of the good/service under consideration. 

Accept all valid responses.  

20


AO1 Knowledge and understanding and AO2 Analysis 
14


AO3 Evaluation 
6


"
28,To what extent do you agree that an increase in productivity will lead to a higher standard of living in low-income countries? [20],"


Question
Answer
Marks


5


Low – income countries might increase productivity due the transfer of new technology from high income countries, however this might lead to a substitution of capital for labour thus increasing the level of unemployment. 
An increase in Foreign Direct Investment (FDI) might lead to the exploitation of the indigenous raw materials, thus leading to a long run decline in economic growth. 
Increases in productivity might provide opportunities to create more real wealth but it will still depend upon a government in a low – income country to ensure that any increases in wealth lead to equitable outcomes. 

It is relatively easy to link an increase in productivity to the availability of more goods, however living standards are also influenced by an increase in the provision of services such as health and education. It is not easy to measure change 

In conclusion, it is clear that there is a potential role for an increase in productivity to influence living standards in low re – income countries but this will depend on many factors which have been referred to above, some of which might have a less direct positive impact. 

Accept all valid responses. 

The links between an increase in FDI and GDP and an increase in living standards are not clear. Sometimes, labour is exploited by MNCs in lowincome countries. The majority of MNC profit might be repatriated rather than re – invested in the low re – income country. 
Higher skilled work might be provided separately by the MNC therefore training of the indigenous population does not take place. In some cases it has been argued that MNCs extract key resources and then leave.
It is not certain that a government will use the increase in tax revenue to invested in key sectors such as health, education and the country’s infrastructure. 
es in productivity in relation to services such as health and education.
A government in a low-income economy has to decide whether to allow FDI into their economy which might produce short – term benefits but result in long re – term consequences of resource depletion in the long run. 
It is very difficult to measure changes in living standards. Increases in GDP might not be divided equally among the population. FDIs might introduce external costs of production which are likely to have a negative effect on overall living standards. 
In conclusion, it is clear that there is a potential role for FDIs to improve   living standards but this will depend on many factors which have been referred to above, some of which might have an overall negative impact. Also, it is very important to ensure that an appropriate measure of the standard of living is used, one which does not focus entirely on an increase in access to material goods and services.

Accept all valid responses

20


AO1 Knowledge and understanding and AO2 Analysis 
14


AO3 Evaluation 
6


"
29,"An increase in a government’s budget surplus will increase unemployment in the short run but it will make it easier to control a balance of payments deficit on the current account in the long run.
Evaluate this statement. [20]","


Question
Answer
Marks


4

An increase in a government’s budget surplus will increase unemployment in the short run but it will make it easier to control a balance of payments deficit in the long run. 
Evaluate this statement.
Use Table A: AO1 Knowledge and understanding and AO2 Analysis and Table B: AO3 Evaluation to mark candidate responses to this question. 
AO1 and AO2 out of 14 marks. AO3 out of 6 marks. 
Indicative content
Responses may include: 
AO1 Knowledge and understanding and AO2 Analysis

Knowledge of what is meant by a budget surplus, in relation to the difference between government expenditure and government income.  
Reference to links between a government surplus, aggregate monetary demand and unemployment. 
Explanation of the specific type of unemployment that might relate to an increase in a governments budget surplus.
Analysis of the links between changes in interest rates and unemployment in the short run. 
Explanation of some of the key elements of the balance of payments accounts and how they might be influenced by changes in fiscal policy. 
Analysis of the links between a budget surplus and the control of a balance of payments in the long run.

AO3 Evaluation 

The impact of a budget surplus in the short run on the level of unemployment will depend upon the main cause of the existing level of unemployment. 
A budget surplus is more likely to have a negative effect on unemployment when an economy has a lot of existing spare capacity.
If structural factors are responsible for unemployment, supply side policies might be more effective. 
A budget surplus might lead to lower interest rates and cause problems for specific industries within an economy. For example, low interest rates might cause a boom in the housing market.
If a budget surplus leads to a subsequent fall in interest rate, this might ultimately make it more difficult to control a balance of payments in the long run. 
A conclusion should make an attempt to make an overall comparison between the use of monetary policy and alternative fiscal or supply side policies. A judgement should be made which directly addresses the statement in question. 

Accept all valid responses. 

20


AO1 Knowledge and understanding and AO2 Analysis
14


AO3 Evaluation
6


"
30,"Some firms frequently use price discrimination.
Assess the view that when this occurs, price discrimination will always benefit the producer at the expense of the consumer and society. [20]","


Question
Answer
Marks


3

Some firms frequently use price discrimination.
Assess the view that when this occurs, price discrimination will always benefit the producer at the expense of the consumer and society.
Use Table A: AO1 Knowledge and understanding and AO2 Analysis and Table B: AO3 Evaluation to mark candidate responses to this question. 
AO1 and AO2 out of 14 marks. AO3 out of 6 marks. 
Indicative content
Responses may include:
AO1 Knowledge and understanding and AO2 Analysis

The key characteristics for effective price discrimination (PD) to take place. (Ability to set price, separable markets with different price elasticities of demand) 
The use of practical examples to illustrate the meaning of PD. 
An explanation / analysis of at least one model of PD to show the effects on the producer in terms of price, output and profit. 
An explanation / analysis of PD on the consumer in terms of price and quantity demanded. 
The use of relevant labelled diagrams (not mandatory) 

AO3 Evaluation
If firms are rational profit – maximisers, the firms must benefit from their action therefore the initial point that the producer will always benefit is true. 
As total spending on the good / service takes place this represents a transfer of consumer surplus to the producers. 
But it depends on whether the firms gain at the expense of consumer and society. 
If the price discrimination exists between domestic and foreign markets The producer may also be able to drive competition from the foreign market if it charges high domestic prices / recovers overheads domestically. This may improve a country’s balance of payments. 
Some consumers gain and some lose. The lower price in the low PED market will benefit those consumers in that market whilst the opposite occurs in the High PED market. 
The increase in profits may allow the producer to increase its research and development leading to innovative production techniques which lower long term costs – dynamic efficiency. The benefits of the dynamic efficiency may be enjoyed by consumers / society as lower prices. 
The assessment of the statement should conclude with the view that it should benefit the producer as a matter of rationality but whether this is always at the expense of consumers / society is debateable. Accept all valid responses. 

20


AO1 Knowledge and understanding and AO2 Analysis
14


AO3 Evaluation
6


"
31,"To improve allocative efficiency economists frequently advise governments to remove existing subsidies to the private sector providers of education.
With the help of a diagram, evaluate this advice. [20]","


Question
Answer
Marks


2

To improve allocative efficiency economists frequently advise governments to remove existing subsidies to the private sector providers of education.
With the help of a diagram, evaluate this advice.
Use Table A: AO1 Knowledge and understanding and AO2 Analysis and Table B: AO3 Evaluation to mark candidate responses to this question. 
AO1 and AO2 out of 14 marks. AO3 out of 6 marks. 
Indicative content
Responses may include: 
AO1 Knowledge and understanding and AO2 Analysis

The distinction between public and private ownership should be clearly explained 
Education should be identified as a merit good and the significance of merit goods explained. 
The links between a merit good, positive externalities and allocative efficiency should be analyzed. 
Analysis of the relationship between the private provision of education, the use of subsidies and potential efficient outcomes should be provided.
A diagram should be provided to illustrate the impact of a subsidy on the provision of education by the private sector 

Where no diagram – max marks top L2 
AO3 Evaluation

The use of subsidies to encourage the provision of education in the private sector might not be entirely successful because of the difficulties involved when attempting to assess the precise level of subsidy required to achieve an allocatively efficient outcome. 
Subsidies provided by the public sector are often expensive and their use will automatically create opportunity costs. For example, money spent on state subsidies to health care 
Subsidies in the private sector will mean that access to education is still based on an ability to pay, this might create inequitable outcomes in society. 
The pursuit of profit supported by subsidies might enable private firms to cut costs and reduce any unnecessary bureaucracy thus leading to a more efficient use of scarce resources. 
Direct state provision of education might lead to less efficient outcomes and reduce the time taken to ensure a high standard of education is available on an equal basis throughout the population. 
A conclusion should be attempted which examines the net benefits of each alternative i.e. private or public sector provision of education. 
Also, the impact on price and output in some circumstances takes a long time to become effective. 
Advertising is often costly and it is not always certain that it will have a sufficiently persuasive effect to ensure the correct level of output / consumption is reached 
It is possible to show that government intervention can reduce the level of inefficiency caused by the existence of negative externalities, but it is not clear whether the net effect of government intervention will always be positive. Some types of intervention will be more effective than others depending on the nature of the good / service under consideration. 

Accept all valid responses. 

20


AO1 Knowledge and understanding and AO2 Analysis
14


AO3 Evaluation
6


"
32,Assess the impact of globalisation on the standard of living in low-income countries. [20],"


Question
Answer
Marks


5

Assess the impact of globalisation on the standard of living in lowincome countries.
Use Table A: AO1 Knowledge and understanding and AO2 Analysis andTable B: AO3 Evaluation to mark candidate responses to this question.
AO1 and AO2 out of 14 marks. AO3 out of 6 marks.
Indicative content
Responses may include:
AO1 Knowledge and understanding and AO2Analysis

Globalisation would promote free trade, free movement of capital and labour and the transfer technology. Cultural and political ties would be strengthened.
Key characteristics of low-income countries would include: low levels of productivity; high dependency ratios; low GDP per capita; significant dependence on producing and exporting primarygoods.
Low living standards are generally associated with: high poverty levels; inequality; poor housing, education and health; and rapid population growth.
An improvement in living standards is very closely linked with an improvement in economic performance. An improvement in economic performance is measured by increases in GDP per capita and changes in productivity which enable changes in GDP to beachieved.
Globalization through trade and technology transfer should provide opportunities to create more real wealth. 
Higher levels of tax revenue are likely to be received by a low-income country’s government. This will enable more expenditure on health, housing and education as well as increased access to more consumer goods. These improvements are generally associated with a rise in the standard ofliving.

AO3 Evaluation

The links between globalisation and GDP and an increase in living standards in low-income countries are not clear. Sometimes, labour is exploited by more advanced, higher income countries. inlow- income countries
Globalisation can lead to economic dependency and significant imbalances of trade which, in the long run, might have a negative effect on living standards in low-income countries
Higher skilled work might be provided through the global transfer of labour therefore training of the indigenous population does not take place.
In somecases, individual firms in low-income countries might be outcompeted and go out of business. Unemployment might then rise and living standards might fall.
In conclusion, it is clear that there is a potential role for globalisation to improve the standard of living but this will depend on many factors which have been referred to above, some of which might have an overall negativeimpact. Also, it is very important to ensure that an appropriate measure of the standard of living is used, one which does not rely entirely on the material benefits gained by globalisation.

Accept all valid responses.

20


AO1 Knowledge and understanding and AO2 Analysis
14


AO3 Evaluation
6


"
33,"Expenditure-reducing policies will reduce a balance of payments deficit but will also cause significant unemployment.
Evaluate this statement. [20]
 ","


Question
Answer
Marks


4

Expenditure-reducing policies will reduce a balance of payments deficit but this will also cause significant unemployment. 
Evaluate this statement.
Use Table A: AO1 Knowledge and understanding and AO2 Analysis and Table B: AO3 Evaluation to mark candidate responses to this question. AO1 and AO2 out of 14 marks. AO3 out of 6 marks.
Indicative content 
Responses may include:
AO1 Knowledge and understanding and AO2Analysis

Expenditure reducing policies will be defined by the relationship between changes in aggregate demand and changes in the demand for imports.
Examples of expenditure reducing policies such as an increase in interest rates or a deflationary fiscal policy will be provided.
A consideration of and an explanation of the type of unemployment that might occur.
Analysis of the use of specific policy instruments and their impact on reducing a balance of payments should be provided.
Analysis of the potential impact of expenditure reducing policies on unemployment will be considered. For example, an increase in interest rates will decrease investment expenditure, decrease aggregate spending which will include spending on imports therefore helping to reduce a balance of payments deficit

AO3 Evaluation

The impact of expenditure reducing policies will depend upon the state of the economy when these policies are introduced. For example, raising interest rates when an economy is experiencing high levels of inflation and a positive output gap will have a limited effect on unemployment.
If contractionary fiscal policies are used the impact on unemployment will depend upon the main cause of the existing level of unemployment.
Contractionary demand side policies might also be accompanied by positive supply side policies which might simultaneously reduce structural unemployment.
Expenditure reducing policies might lead to the substitution of domestically produced goods for goods which were previously imported

Accept all valid responses.

20


AO1 Knowledge and understanding and AO2Analysis
14


AO3 Evaluation
6


"
34,"Some firms in oligopoly markets choose to collude rather than engage in price competition. This will lead to higher prices and a less efficient allocation of resources.
Evaluate this statement. [20]","


Question
Answer
Marks


3

Some firms in oligopoly markets choose to collude rather than engage in price competition. This will lead to higher prices and a less efficient allocation of resources.
Evaluate this statement.
Use Table A: AO1 Knowledge and understanding and AO2 Analysis andTable B: AO3 Evaluation to mark candidate responses to this question. 
AO1 and AO2 out of 14 marks. AO3 out of 6 marks.
Indicative content
Responses may include:
AO1 Knowledge and understanding and AO2Analysis 

The key characteristics of an oligopoly market should be described.
Collusion should be explained and compared to the alternative of price competition.
Some explanation of what is meant by an efficient allocation of resources.
Analysis of the links between collusion, higher prices and allocative efficiency should be provided.
Analysis of alternative price and non-price competitive approaches by oligopolistic firms should be discussed.
A large, dominant organization might have less incentive to operate efficiently and X inefficiencies might occur.

AO3 Evaluation

Colluding oligopolistic firms might argue that an increase in size will lead to more opportunities to provide a wide range of goods and therefore more consumer choice.
It is possible that collusion will lead to an increase in dynamic efficiency and this increase would allow long term more investment and ultimately lower prices. A supporting diagram can be provided.
Such a decision will enable the firms to benefit from economies of scale. For example, reducing managerial inefficiencies. This could also lead to lower prices.
Any potential negative effects of collusion can be accounted for by government intervention and regulation after the collusion has taken place.
A conclusion should refer to the preceding analysis and then make some attempt to make a judgement whether, on balance, collusion will have a net negative effect on prices and/or efficiency. 

Accept all valid responses. 

20


AO1 Knowledge and understanding and AO2Analysis
14


AO3 Evaluation
6


"
35,"The use of air travel leads to market failure caused by negative externalities.
With the help of a diagram, assess the extent to which a government can intervene to correct this market failure. [20]","


Question
Answer
Marks


2

The use of air travel leads to market failure caused by negative externalities. 
With the help of a diagram, assess the extent to which a government can intervene to correct this market failure.
Use Table A: AO1 Knowledge and understanding and AO2 Analysis andTable B: AO3 Evaluation to mark candidate responses to this question.
AO1 and AO2 out of 14 marks. AO3 out of 6 marks.
Indicative content
Responses may include:
AO1 Knowledge and understanding and AO2Analysis

Market failure regarding this question would relate to allocative inefficiency. Market failure can be explained by defining allocative efficiency and linking this to the requirement to allocate resources to maximise consumer satisfaction. This can be supported by a diagram illustrating a level of output where AR = MC which is consistent with an outcome thatachieves allocative efficiency. 
Negative externalities occur when the consumption/production of a good produces a cost to society which is greater than that incurred by an individual consumer/producer. This is sometimesdescribed as a negative ‘spill-over’ effect.
Forms of government intervention might include: the use of taxation; the use of negative advertising, direct regulation
A clearly labelled, accurate diagram can be used to show the impact of a negative externality on the level of output and the welfare loss will be identified.
The diagram could show the market equilibrium point which does not recognize the existence of a negative externality and may compare this with the allocatively efficient level of flight use when the negative externality is taken into account.
One type of intervention might involve the use of taxation by a government. A tax will increase the cost of air travel which will decrease demand. A decrease in demand will decrease the equilibrium number of flights and achieve allocative efficiency.
A government might use negative advertising to decrease demand. A decrease in demand will lead to fewer flight, volume of air travel will fall and allocative efficiency might then be achieved.

AO3 Evaluation

A government might introduce a tax however it is difficult to measure the precise level of taxation required.
Also, the impact of a tax on price and demand in some circumstances takes a long time to become effective.
Advertising is often costly, and it is not always certain that it will have a sufficiently persuasive effect to ensure the correct level of consumption is reached 
It is possible to show that government intervention can reduce the level of inefficiency caused by the existence of negative externalities, but it is not clear whether the net effect of government intervention will always be positive. Some types of intervention will be more effective than others depending on the nature of the good/service under consideration.

Accept all valid responses.


20



AO1 Knowledge and understanding and AO2Analysis
14


AO3 Evaluation
6


"
36,Assess the contribution of Foreign Direct Investment (FDI) to the improvement of the standard of living in low-income countries. [20],"


Question
Answer
Marks


5

Assess the contribution of Foreign Direct Investment (FDI) to the improvement of the standard of living in low-income countries.
Use Table A: AO1 Knowledge and understanding and AO2 Analysis andTable B: AO3 Evaluation to mark candidate responses to this question. 
AO1 and AO2 out of 14 marks.AO3 out of 6 marks.
Indicative content
Responses may include:
AO1 Knowledge and understanding and AO2 Analysis
Key terms ‘Foreign Direct Investment’ (FDI) and ‘low-income countries’ may be identified and explained before considering the main issues that might influence the discussion. 

FDI is long-term investment usually by multinational companies (MNCs) in countries abroad.
This type of investment would normally be in fixed capital such as machinery and building factories.
Key characteristics of low-income countries would include: low levels of productivity; high dependency ratios; low GDP per capita; significant dependence on producing and exporting primary goods.
Low living standards are generally associated with: high poverty levels; inequality; poor housing, education and health; and rapid population growth.
An improvement in living standards is very closely linked with an improvement in economic performance. An improvement in economic performance is measured by increases in GDP per capita and changes in productivity which enable changes in GDP to be achieved.
FDI mainly takes place in the secondary (manufacturing) sector of a low-income economy and focuses on the provision of new technology, building new factories and training the work force. As a result of this type of investment it is likely that productivity, output, employment and income levels will rise.
More real wealth will be created and higher levels of tax revenue are likely to be received by a low-income country's government. This will enable more expenditure on health, housing and education as well as increased access to more consumer goods. These improvements are generally associated with a rise in the standard of living.
However, an overreliance on FDI by a low-income economy might mean neglecting more important domestic macroeconomic policies, which might have a negative impact on the economy in the long run. 

AO3 Evaluation

The links between an increase in FDI and GDP and an increase in living standards are not clear. Sometimes, labour is exploited by MNCs in lowincome countries. The majority of MNC profit might be repatriated rather than re-invested in the low-income country.
Higher skilled work might be provided separately by the MNC therefore training of the indigenous population does not take place. In some cases it has been argued that MNCs extract key resources and then leave.
It is not certain that a government will use the increase in tax revenue to invested in key sectors such as health, education and the country's infrastructure.
A government in a low-income economy has to decide whether to allow FDI into their economy which might produce short-term benefits but result in long-term consequences of resource depletion in the long run.
It is very difficult to measure changes in living standards. Increases in GDP might not be divided equally among the population. FDIs might introduce external costs of production which are likely to have a negative effect on overall living standards. 
In conclusion, it is clear that there is a potential role for FDIs to improve living standards but this will depend on many factors which have been referred to above, some of which might have an overall negative impact. Also, it is very important to ensure that an appropriate measure of the standard of living is used, one which does not focus entirely on an increase in access to material goods and services.

Accept all valid responses.

20


AO1 Knowledge and understanding and AO2 Analysis
14


AO3 Evaluation
6


"
37,"'Devaluation of a country's currency will reduce a persistent balance of payments deficit on its current account in goods and services in the short run but this will inevitably lead to high levels of inflation in the long run.'
Evaluate this statement. [20]","


Question
Answer
Marks


4

‘Devaluation of a country’s currency will reduce a persistent balance of payments deficit on its current account in goods and services in the short run but this will inevitably lead to high levels of inflation in the long run.’
Evaluate this statement.
Use Table A: AO1 Knowledge and understanding and AO2 Analysis andTable B: AO3 Evaluation to mark candidate responses to this question.
AO1 and AO2 out of 14 marks.AO3 out of 6 marks.
Indicative content
Responses may include:
AO1 Knowledge and understanding and AO2 Analysis

A devaluation relates to a decision by a government to fix the exchange rate of its domestic currency at a new lower level.
A persistent balance of payments deficit on a country's current account in goods and services will create problems because it has to be financed. If it is not financed by positive currency flows on the financial account due to direct investment or portfolio investment, it will have to be financed by reducing its reserves of foreign currency. This particular problem will only apply to a country that has adopted a fixed exchange rate.
In this situation the difference between the short run and the long run will be determined by the time taken to reduce the deficit and will also be measured by the final impact on the general price level that is the rate of inflation.
A devaluation of the domestic currency will immediately make all exported goods cheaper and all imported goods more expensive. On this basis it is assumed more exports will be sold and fewer goods will be imported. This would then help to reduce a balance of payments deficit.
To some extent, the ability of domestic suppliers to reduce a country’s current account balance deficit in the short run will depend on how domestic suppliers respond to the opportunity to sell more exports at a lower price. We can measure this response by calculating the price elasticity of supply of domestic producers.
A devaluation might not solve a balance of payments deficit on a country’s current account in goods and services in the short run because domestic supply of goods might be inelastic. This means domestic producers cannot increase output sufficiently to meet the additional demand for exports.
Further analysis of a devaluation on the general price level could be provided. For example, analysis might consider the proportion of imports accounted for by raw materials and how this might affect the cost of goods and services provided in an economy and how an increase in costs might lead to cost push inflation. Links to other costs such as subsequent wage demands might also be examined.

AO3 Evaluation 

In the long run it is necessary to consider both the price elasticity of demand for imports and the price elasticity of demand for exports. The Marshall-Lerner condition states that the sum of the two elasticities must be greater than one to achieve a successful outcome. 
While the long-run impact on the current account is dependent upon respective export/import price elasticities of demand, it is also important to recognise that if raw materials such as oil constitute a significant proportion of the value of imports then the price elasticity of demand for imports is likely to be low. 
The long-run impact on inflation will be influenced by the current state of the economy when the devaluation takes place. For example, if there is a significant amount of spare capacity, the effect on Aggregate Demand of a lower price of exports might be limited.
It could also be noted that a government which chooses to use a policy of devaluation is perhaps prioritising the need to correct a balance of payments disequilibrium at the possible expense of other key macroeconomic goals such as controlling inflation.
Based on the evidence/analysis provided, it is not clear whether a devaluation of the currency will solve a persistent current account deficit in either the short run or the long run. Similarly, the impact on the general price level will depend on a number of variables which are difficult to predict or measure accurately. 

Accept all valid responses. 

20


AO1 Knowledge and understanding and AO2 Analysis 
14


AO3 Evaluation
6


"
38,"With the help of a diagram, assess whether imperfect labour markets will always lead to lower wages and higher unemployment. [20]","


Question
Answer
Marks


3

With the help of a diagram, assess whether imperfect labour markets will always lead to lower wages and higher unemployment. 
Use Table A: AO1 Knowledge and understanding and AO2 Analysis andTable B: AO3 Evaluation to mark candidate responses to this question.
AO1 and AO2 out of 14 marks.AO3 out of 6 marks. 
Indicative content
Responses may include:
AO1 Knowledge and understanding and AO2 Analysis

A perfect labour market would assume homogenous labour, perfect mobility, identical jobs, many buyers and sellers of labour and perfect information. This would mean that each firm’s supply of labour would be perfectly elastic and a wage taker.
In perfect labour markets the wage that has to be taken by each firm will be determined by the interaction of supply and demand in the industry.
Imperfect labour markets might occur due to the intervention of trade unions or government. A monopsony, single buyer of labour would also lead to market failure. 
Market failure associated with imperfect markets will often result in lower wages and/or higher levels of unemployment.
Intervention by trade unions by controlling the supply of labour might lead to higher wages but this is likely to cause higher levels of unemployment. A diagram that illustrates supply of and demand for labour showing a decrease in supply will illustrate this potential outcome.
A government might impose a minimum wage above the market equilibrium wage which would also result in higher wages but would be accompanied by higher levels of unemployment. This analysis would be supported by an accurate, clearly labelled diagram plus an explanation. 
A monopsony firm would employ labour where the marginal cost of labour was equal to the marginal revenue product of labour. This would potentially lead to both lower wages and higher levels of unemployment. An accurately labelled diagram plus an explanation would support this conclusion.

AO3 Evaluation

In some circumstance it is possible for trade unions to increase labour productivity through increased training. This would increase the demand for labour by increasing the marginal productivity of labour which would enable both higher wages and higher levels of employment to be attained. This can be illustrated by a supporting diagram and further explanation.
The negative impact of imposing a minimum wage on the level of employment will depend upon the relative elasticities of the demand for and supply of labour. If the demand and supply are relatively inelastic then it would be possible to introduce a relatively high minimum wage which will not have a significant impact on the level of employment.
It is possible for trade unions to intervene in monopsonistic markets and undertake bilateral wage negotiations. Depending on the respective bargaining strengths of the union and monopsony, it might be possible for collective bargaining to raise both wages and employment. A supporting diagram plus an explanation would illustrate this potential outcome. 
In some circumstances a government might need to intervene to maintain the provision of vital public services as a priority, if trade unions attempt to increase wages through the withdrawal of labour. 
In conclusion it is possible to show that imperfect labour markets do not always lead to lower wages and a higher level of unemployment. Trade unions, through the power of collective bargaining, can counteract the negative effects of monopsony labour markets. Also trade unions can train labour to increase labour productivity to enable an increase in wages at the same time that employment levels are rising.

Accept all valid responses.

20


AO1 Knowledge and understanding and AO2 Analysis
14


AO3 Evaluation
6


"
