,Instruction,Question,Answer
256,"You are an A-Level economics teacher with full knowledge of the A-Level economics syllabus. Your task is to write a sample essay that will obtain top marks according to the A-Level mark scheme on the given essay question.
","Explain, with examples, the difference between (a) a public good and a private good (b) a demerit??good and a merit good","In economic theory, a good is a tangible or intangible??item that gives utility to people when consumed. Goods??can be classified into free or economic goods. The former??entails no opportunity cost to people. This means that??no one else is made worse off when a person consumes??a free good. Examples are sea water, desert sand and??air. An economic good, on the other hand, entails an??opportunity cost. Some other good has to be foregone??in order to create an economic good. The cause of this??is scarcity, which is a situation where human demand??exceeds the supply of factors needed to satisfy the??demand.Economic goods can further be subdivided into public??and private goods. A public good is one that has 2??unique characteristics that private goods do not. Firstly,??public goods are non-exclusive (or non-excludable). This??means that a producer or seller cannot separate nonpayers??from benefiting from the good. As a result, the??payer too, eventually does not want to pay. As a consequence,??the market will not produce a public good.??This is termed as market failure. Contrary to this, private??good is one that has excludability. Only payers will be??able to benefit from the good. As a consequence the??market can provide.Using the concept of externality for public goods, there??are no private benefits or revenue for the producer at??all but only benefit to society at large. Examples of??public goods are street lighting, defence and radio??broadcasts. In the case of private good, there are private??benefits. There is revenue, and possibly profits for the??producer who produces it. Examples are most things??around us - books, pens, cars and houses.The second unique characteristic is public goods are??non-exhaustible. Thus means that the use by one person??does not reduce the amount available to another. As a??result, there is no rivalry in consumption. As a result??too, there is no additional opportunity cost for the second??and third person to use. Private goods are exhaustible??- therefore having an opportunity cost on every additional??unit consumed because they can be finished.??Consumers have to compete for them.Merit goods are classified into private goods because??they are excludable and exhaustive. But merit goods??have plenty of external benefits. This means that producers??can earn revenue on the sale of such goods, and??payers do benefit from what they pay for. But the benefit??extends to society at large. Examples of merit goods??are education and medicine.Demerit goods have the features of private goods. They??too have excludability. It is possible to separate the nonpayer??from benefiting and the good can be finished.??However, demerit goods have negative externalities. Its??use by one person causes a 'loss' to a third party. For??example. smoking?? where non-smokers suffer the inconvenience.??Drug addiction where others are at risk??when addicts are intoxicated. Private car driving where??too much space is taken up by one person; denying a??larger group the space. The production and consumption??of any good or services that causes a loss to nonparticipants??is a demerit good."
257,"You are an A-Level economics teacher with full knowledge of the A-Level economics syllabus. Your task is to write a sample essay that will obtain top marks according to the A-Level mark scheme on the given essay question.
",Explain why economies make use of money.,"Money has many functions and these are the reason for??using it.The most important function of money is to act as a??medium of exchange. This means that all goods and??services can be exchanged for this commodity, called??money. Everybody accepts because the commodity can??be exchanged again for other goods and services. This??function solves the cumbersome problem of satisfying??the double coincidence of wants that barter requires.Money also acts as a store of wealth. Traditionally a??rich man could store his wealth in the form of land,??property, jewelry and other commodities. Money offers??another alternative and the biggest advantage of money,??as a store of wealth, is its liquidity - it can be reconverted??into goods and services instantly.Moreover, money is used as a standard for deferred payment.??Because of its stable value in purchasing power.??Producers or firms are prepared to offer their goods and??services on credit. This again, facilitates and increases??trade.Lastly, money is used as a unit of measurement and a??unit of account. The former means that money is able??to price or give the exchange value of things accurately.??Because it has many denominations, goods and services??can be priced to the last cent. Barter was not able to??this and divisibility was a problem. As a unit of account,??money allows us to take stock of our wealth??conveniently. A man's or a country's wealth is quoted??in one number and not by the long list of things processed."
258,"You are an A-Level economics teacher with full knowledge of the A-Level economics syllabus. Your task is to write a sample essay that will obtain top marks according to the A-Level mark scheme on the given essay question.
",Explain the differences in the features of a market??economy and a planned economy. Comment:list out and describe the main features of a market economy and command??(centrally-planned) economy.,"Firstly, in a market economy there is private ownership??of resources and finished goods. A man, a company or??a family is allowed to own houses, land, cars, shares??and livestock. They can transfer ownership to any other??party they wish. In a command economy, all resources??and finished goods are owned by the government or??state. This is called collective ownership. Theoretically,??all property is returned to a state when a person dies.??There is no inheritance in such an economy. Secondly, the allocation of resources is determined by??a very unique system called the price mechanism in a??market economy. The forces of demand, representing??consumers and supply, representing producers determine??the value or prices of goods. The price mechanism is??the channel by which consumers signal to producers on??the goods and their respective quantity they want. It??also answers the question on how to produce and for??whom to produce. The latter is called the distribution??function. In this system, the highest bidder secures the??good. However, in the command economy, all the above??decisions are made on the basis of central-planning.??The government though surveys, careful studies and??investigations, decides on the 4 basic economic questions.??Its aim is to maximise society's welfare. In a market economy there is freedom of enterprise.??People are allowed to organize themselves into business??units where they organize factors of production. The??objective is only to maximise profits for the entrepreneur.??However, again in a command economy, there is??no such freedom. Only the government produces and??allocates goods to consumers. As its objective is to??maximise society's welfare, the government will distribute??goods as equally as possible. Its ideal is to have??a classless society. In the market economy, the disparity??between income groups can be quite large."
259,"You are an A-Level economics teacher with full knowledge of the A-Level economics syllabus. Your task is to write a sample essay that will obtain top marks according to the A-Level mark scheme on the given essay question.
",Explain how the determination of a??fixed exchange??rate differs from that of a floating exchange rate.,"An exchange rate refers to the external value of a??country's currency. It refers to the amount or a foreign??currency needed to buy one unit of the local currency.??For example, it may take US50?? to buy 1 Singapore??dollar. In the long term, it would be the free market forces of??demand and supply that determines the exchange rate??However, in the short term, there are, basically, three methods from which a government can choose from. The first system is called the fixed exchange rate system.??As the name implies, the rate is fixed by the central??bank (CB) of the country. This rate, called the official??rate, is maintained by constant intervention by the CB.Refer to the diagram below:  This is the foreign exchange market for Singapore dollars??expressed in US$. The official rate is US50?? to S$1.??Initially the market demand (Dd S$) and market supply??(SS S$) intersects at the official rate. There is equilibrium in the market. If the demand for??S$ rises from D0 to D1 (in the diagram below); the??government CB will have to increase supply from S0??to S1; otherwise the market will not clear. There will??be shortage of q0q1. On the other hand, should the market??supply increase, the government will have to buy up??its currency in order to support it. This is done by selling??away its reserves of other currencies. For this to work,??it is necessary that the government maintains a buffer??stock of currencies (official reserves).  The second system is the market system. It has been??called the floating, free-fluctuating and flexible exchange??rate system. The rate is determined by the free market??forces of demand and supply, which is allowed to change??even on a daily basis. The government does not intervene??to maintain a particular rate; although the CB does??buy and sell currencies for its own needs. The market??clears because the rate is allowed to change. If demand??rises, the rate, in turn rises which attracts sellers. In the??diagram below, the rate rose from US$0.50 to US$0.70??per S$ when the demand rose from D0 to D1. The higher??rate caused supply to increase from q0 to q1 quantity.  Likewise, when the supply increases in the market, the??price is allowed to fall; this induces buying of the??currency. In this system, there is no necessity for the??government to maintain reserves for stabilization purposes.??However, there will be plenty of currency fluctuations."
260,"You are an A-Level economics teacher with full knowledge of the A-Level economics syllabus. Your task is to write a sample essay that will obtain top marks according to the A-Level mark scheme on the given essay question.
",Discuss whether the operation of a market economy always produces a desirable outcome.,"In a free enterprise economy, the government or central??authority does not decide what goods to produce, how??they are to be produced and which individuals or group??should have what goods and how much of each. Production??and distribution are governed by the price or??market mechanism. A market is defined as a network??within which buyers and sellers of a particular good are??in such close communication that the price of the good??tends to be the same everywhere. The price mechanism works through the interaction of??market forces. They determine the prices of goods and??services and the prices of factors of production (in this??case, it is labour). The motive of production is profit. The decisions of??consumers determine the demand for goods and services:??the decision of producers determine the supply??of commodities. The interaction of demand and supply??determines the price of the good. Changes in demand??and supply lead to changes in market prices, which in??tum affect the ways in which resources are being allocated. Is it best to leave the allocation of goods and labour??to the price mechanism? The answer lies in the following??discussion. An advantage of using the price mechanism is that the??allocation and distribution of resources is efficiently??performed without the need for an extensive central??authority. Through a system of prices, people's preferences??for different goods and services are being registered.??Like a marvelous computer, these preferences??are transmitted to those responsible for producing the??goods, and moving the factors to produce them. All??these occur without employing a host of officials. Secondly the goods and services produced would be??determined by price signals, which reflect consumer??wants. Consumers are given the freedom to choose what??they wish to have rather than goods and services imposed??upon them, as would have occurred under the command??system. Thirdly, the price system leads to efficiency in the??allocation of resources. Competition among firms forces??them to choose the least-cost production techniques, thus??avoiding wastages. Furthermore, maximum economic??value is obtained from a given set of resources at any??point of time. Not only is there no wastage of resources,??all resources are also being put to their best or most??profitable uses. There are disadvantages of using the price mechanism.??Firstly a perfectly performing price system does not??provide for the issue of an ethical income distribution.??In such a system, the limited supplies of goods and??services are rationed out to those who have the money??to buy them. This may mean that the scarce resources??are diverted to the production of luxuries for the rich??before an adequate output of commodities for the poor??is produced. This explains why in most countries, the??government intervenes in one way or another to correct??the inequalities that arise from the automatic operation??of the price system. Under the price system, for instance,??education may be an expensive commodity. If??education is sold according to what consumers can pay,??then the poor will hardly have a chance to be educated. Secondly, in the non-provision of vital services, like??merit goods and services, essential services for example??health and education which would benefit everybody??may not be provided in adequate amounts under the??price system because they are not profit-yielding. In??most advanced countries, the state now provides for??what is considered to be basic needs such as medical??care, insurance against sicknesses, industrial accidents,??education etc. Then there are public goods. There are some goods, for??example defence and street lightning, which can be??consumed only on a public, or collective basis. Such??goods, known as public goods, cannot be purchased in??small amounts by households and individuals. Furthermore;??another individual cannot be excluded from??consuming these goods if he has not paid for them. The??price system is, not capable of providing such goods??because it can be effective only when prices rightly??reflect the wants of consumers.The price system does not consider all the costs and??benefits associated with the production and consumption??of commodities. Because they are profit-motivated,??producers ignore the costs of benefits that they impose??on society as a result of their activities. Similarly, for??the consumers. Such costs of benefits are termed externalities.??Externalities accrue to parties other than the??immediate buyer and seller involved in the transaction. The price mechanism does not always function smoothly??and perfectly because of imperfect flow of information.??Businessman or producers do not always know when??consumers demand will change and may produce to??much or too little. Also, many producers may not be aware of the cheapest??method of production. There may also be inadequate??information regarding ??job opportunities. Consequently,??labour is not mobile between industries and occupations.??Hence there may be shortage of some types of??labour. In sum, imperfections in information (on prices)??make it impossible for buyers and sellers to react??correctly enough to changing conditions.In conclusion, the price mechanism may not be the best??method in the allocation of goods and resources. The??government's discretionary intervention is sometimes??needed to correct any market failures."
261,"You are an A-Level economics teacher with full knowledge of the A-Level economics syllabus. Your task is to write a sample essay that will obtain top marks according to the A-Level mark scheme on the given essay question.
",An economy is faced by the exhaustion of an important natural resource at a time when it is??introducing improved technology. Explain how these events will affect the economy?€?s production possibility curve.,"The Production Possibility Curve (PPC) or frontier shows??combinations of two goods a country can produce using??up all factors of production; that is, at full employment. The PPC is drawn on the following assumptions: factors??of production are fixed and limited. Technology is??constant and labour productivity stays the same. In fact??we simply assume ccteris paribus (all other factors remaining??constant). Based on these, the PPC will look??like any of the 3 below:   It slopes downward because of scarcity but PPC1 shows??increasing opportunity cost, PPC2 shows falling opportunity??cost and PPC3 shows constant opportunity cost. As given, when a country's resources (natural raw??material) are being depleted, the PPC will shift inwards.??With fewer resources, its maximum production is now??less:  Here we assume other factors stay constant. However??if new technology is being discovered - and introduced,??the PPC will shift outward. New technology (and??more of it) is capital; a man-made resource.  If this second factor offsets the earlier factor; then the??PPC, overall, will shift outwards.  Most countries in the world experience this trend.??Science and technology gives new capital. This always??offsets the lost in natural resources. PPC3 is the final??PPC. Thus the productive capacity of a country keeps on??expanding."
262,"You are an A-Level economics teacher with full knowledge of the A-Level economics syllabus. Your task is to write a sample essay that will obtain top marks according to the A-Level mark scheme on the given essay question.
","In October 2005 the Monetary Authority of Singapore stated??that its policy of allowing the Singapore dollar to strengthen??against a basket of currencies would be maintained. Using a diagram, explain what might cause a country's??exchange rate to appreciate in a floating exchange rate??system. Discuss the extent to which problems are likely to result??from an appreciation of Singapore's exchange rate. ??","Exchange rate is the amount of domestic currency??needed to be given up for one unit of currency of the??other country. It is defined as the price of one currency??in terms of another currency. The three types of exchange??rate regimes are, fixed, floating and managed??float exchange rate. With reference to the question, the??floating exchange rate is determined by the forces of??the demand and supply of the currency. The point of??intersection determines the exchange rate. There is no??government intervention in the determination of the??exchange rate which means that the government does??not have an official rate over it. The determination of??the exchange rate under the floating exchange rate is??illustrated in the diagram below. Take the case of the??Singapore dollar (S$) against the US$.As shown in the diagram above, D0 and S0 are the??original demand and supply of the currency respectively,??and P0 is the original exchange rate. Supply of??the currency is influenced by the people of the country,??who want to buy imports or they wish to invest in??foreign countries. Also, it can be supplied by anyone??in the world who has it. On the other hand, the demand??for the currency is influenced by foreigners who wish??to buy imports from the domestic country or when they??wish to invest in the country. Also, it can be demanded??by anyone in the world who wants it. The effect of a??change in either the demand or supply of the currency,??or even both will affect the exchange rate of the country.Take the case of a factor that would affect the supply??of the exchange rate - a change in the??rate of compulsory savings imposed by the government.??When the rate of the compulsory savings is raised,??the supply of the currency is reduced from S0 to S1.This is due to the fact that people now have lesser??money in hand or disposable income to purchase??imports. Ceteris paribus, the exchange rate strengthens??or appreciates. The supply of the Singapore currency??would also fall if the government adopts a contractionary??fiscal policy, or if there is a change in the taste away??from imported goods. Or, if the government imposes??tariffs or quotas against imports; with an elastic demand.Factors that could influence the demand would be when??there is political instability, the demand of the country's??currency could decrease to Dr Ceteris paribus, the??exchange rate of the currency is reduced from P0 to??P2. The domestic currency weakens. On the flip side,??an improvement in the quality of exports would increase??the demand of the currency to D1 as shown in??the figure. This is due to the fact that more people??nowadays desire better quality products. Ceteris paribus,??the price of currency in US dollar rises which??means that domestic currency strengthens.Factors that would influence both the demand and supply??would be speculation and monetary policy. When people??expect the currency to appreciate soon, they will increase??their demand for it, shifting the demand curve??upwards, ceteris paribus causing the exchange rate to??appreciate. On the other hand, when they expect the??currency to fall, they will give up the currency and the??supply curve will shift to the right, ceteris paribus??causing the exchange rate to depreciate.An expansionary monetary policy increases the money??supply which, ceteris paribus reduces interest rates.??Interest rates is the cost of borrowing money or the??reward for savings. The cost of borrowing money is??lower which encourages borrowing. If people were to??spend on imports, the supply of the currency increases,??which ceteris paribus, decreases the exchange rate. At??the same time, capital outflow occurs, moving out of??the country causes the demand for the currency to fall??and supply to increase. In conclusion, this is how the??exchange rate of a country under a floating exchange??rate changes. An appreciation of the Singapore currency means that??it becomes stronger against foreign currency. For example,??the original exchange rate between Singapore??and USA is S$1 = US$0.45 but when the Singapore??dollar strengthens against the US$, the exchange rate??is now S$1 = US$0.80. Just as there are advantages to??the currency appreciating, there are also disadvantages.In the capital account, the theory states that, foreign??and local investments may drop or may pull out of the??country because it is more expensive to undertake??production for exports, and entrepreneurs are often??profit-maximising. It would thus be unprofitable to??undertake further investments. When disinvestments??occur, the multiplier works backward, where ceteris??paribus, income, employment and standard of living in??Singapore will fall via the multiplier. This is shown in??the diagram below.From reference to the diagram above, AD0 and Y0 are??the original aggregate demand and national income respectively.??When AD0 falls to AD, because there is a??fall in investment (investment is a component of the??aggregate demand, AE = C + I + G + X - M), the multiplier??will work backward which results in a multiple??fall in the national income to Y. A following fall in??employment and standard of living occurs.However, this may not occur in Singapore because??Foreign Direct Investors (FDIs) do not only consider??the currency. Other factors which can affect investments??in Singapore are also considered by investors. For example,??her low taxes, especially corporate taxes are one??of the lowest in the world invites investments because??entrepreneurs find it more worthwhile to invest.??Singapore's highly productive labour also encourages??investments. Also, Singapore has extensive infrastructure??such as the airport and good and efficient road??networks. In addition, Singapore is financially and??politically stable which has caused FDIs to flood??Singapore recently.A stronger currency makes imports cheaper in the??domestic currency, and exports more expensive in??foreign currency. In the long run when the demand and??supply of these goods becomes elastic, the country's??current account worsens as illustrated in diagram a??below which reflects the J-curve, but in the opposite??way.The Marshall Lerner condition states that the sum of??elasticities of demand and supply must be more than??one for the current account to improve. This is for??devaluation. For revaluation, the current account will??worsen if the Marshall Lerner condition is true. With??reference to diagram b, since elasticities of demand??and supply are inelastic, the current account would improve.??This is because when the imports are cheaper??in domestic currency, ceteris paribus, the quantity??demanded for the imports increases less than proportionately.??On the other hand, when the exports are more??expensive in foreign currency, the quantity demanded??of exports fall less than proportionately. In the long run??the current account improves. This can also be illustrated??in the two diagrams below:As shown in the above diagram, D0 and P0 is the price??of exports in US dollar and q0 the quantity of exports.??When Singapore dollar strengthens, the price of exports??in US dollar increases to P1. Ceteris paribus, the??quantity demanded falls less than proportionately to q1??since demand is inelastic in the short run. The gain in??total revenue is more than the loss in total expenditure??as shown in the diagram. In the other diagram, D0 is??demand for imports in the local currency and P0 is the??price of imports in Singapore dollars. The demand for??imports is also price inelastic. When the exchange rate??rises, price of imports in Singapore currency falls to??P1. Ceteris paribus, the quantity demanded for the??currency increases less than proportionately to q1. The??fall from total spending is more than the rise in import??spending as reflected in the diagram.However, since the question refers to Singapore, it is??possible that this situation may not be true for Singapore.??This is because developed countries are the ones who??buy our exports and they are more interested in the??quality of the products, which Singapore is known to??produce. Therefore, in the long run, the Singapore's??current account will improve because the price elasticities??of her exports remain inelastic. The typical J-curve??would not apply to Singapore because of this. Instead,??it will extend upwards as shown in the earlier diagram.??In addition, even if the Singapore currency appreciates,??her exports in the foreign currency are still cheaper??than their domestic goods which are substitutes. Therefore,??Singapore will benefit from it because she is able??to enjoy higher income, a higher standard of living and??an improved balance of payments.Another benefit of a stronger Singapore dollar is that,??since Singapore is going regional and global in investments,??the strong currency makes it easier for her??investors as it gives them a competitive edge over the??others. It is cheaper for Singapore to invest in other??countries because their currencies are now cheaper. In??the future when entrepreneurs from Singapore send??profits back from investments overseas, it will improve??the balance of payments current account. The multiplier??then works forward, raising the national income,??followed by a rise in employment, output and standard??of living.Lastly, the strong currency helps to keep the inflation??rate low. Inflation is the persistent rise in the general??price level in an economy. Since the average??Singaporean imports from Malaysia, Thailand and??Indonesia which are develonino countries when the??Singapore dollar strengthens, all imports become cheaper??in Singapore dollars and real income increases. It will??also not give a current account deficit because of the??high CPF of (35% of incomes) and national savings??(45% of GDP). Demand for imports by Singaporeans??thus remain inelastic because they cannot buy more??imports, but only pay less for them.In conclusion, the benefits that a stronger Singapore??currency would bring are economic growth, a healthy??balance of payments, low inflation and increased??employment. Thus all the main macro economic objectives??could be achieved in Singapore."
263,"You are an A-Level economics teacher with full knowledge of the A-Level economics syllabus. Your task is to write a sample essay that will obtain top marks according to the A-Level mark scheme on the given essay question.
",In the fourth quarter of 2004 Singapore's unemployment??rate rose to 3.7%.??Discuss whether supply-side policies are the best way of??achieving full employment in Singapore. ??,"Unemployment is a major macro economic problem for any government. Members of the labor force who cannot find work can be termed as being unemployed. In Singapore's case, as long as a person is working, even if his job does not match his qualifications, as far as the government is concerned, he is employed. Singapore is a small country with limited resources. The jobs and prosperity level in the country depends on external demand. Singapore experiences unemployment both on the demand and supply side. Unemployment on the supply side can be grouped into structural, frictional and voluntary unemployment (Singapore does not have voluntary unemployment as the government does not hand out welfare benefits) and unemployment on the demand side is referred to as either cyclical or recessionary unemployment. Supply side policies would work for structural and frictional unemployment but not for cyclical unemployment. People who are structurally unemployed are those workers who are unemployable currently due to the fact that they have no skills or have outdated skills. The main cause of structural unemployment is technological advancement. The Singapore government has continuously campaigned for technology to keep Singapore competitive in its various industries so as to remain cost effective. The problem however, is that technology displaces workers and makes them redundant. Examples of this would be the EZ-link card which has made bus conductors redundant and the setting up of self service kiosks in banks which have made many staff working there redundant. The rapid rise in living standards has resulted in a rise in cost of living and thus there has been a need to give in to the higher wage demands of workers. As such, Singapore has lost its comparative advantage in many of its earlier industries (like manufacturing) to neighbouring countries. The unexpected, sudden rise of China and India that took away thousand's of jobs from Singapore has only exacerbated the problem. The long term solution to this would be to undertake supply side policies to regain Singapore's competitiveness as an investment centre (to attract foreign investments), develop new higher value industries and hence in the process also create more jobs. Singapore depends a lot on FDI due to the fact that they come with new industries, technology, management skills and jobs and training. Singapore has??money but it lacks the above factors. Singapore has been, for example, successful in 2 new industries, namely stem cell research and running an up market casino. The type of supply side policies to pursue would be to have complete political stability, good infrastructure, very low corporate taxes, a liberalized labor market, open door policy to foreign workers, allowing a free flow of international funds, very low income taxes (which encourages talent to stay in Singapore or migrate to Singapore, hence preventing brain drain), focus on education inculcating the concept of live long learning, and no state welfare (which keeps Singaporeans on their toes, making sure they always upgrade their skills and it also keeps wages down). With all these policies in place, foreign MNC's would be more attracted to Singapore and hence this would lead to them setting up new industries that come hand in hand with new jobs. Then comes the massive task of reeducating workers. Government educational institutions and the NTUC run many full and part-time courses which are subsidised. Even private education can claim government support. Another type of unemployment is frictional unemployment and such unemployment arises when there are workers in between jobs or in between school leaving and jobs. The main cause of this is imperfect knowledge in the labour market and also the fussiness of workers. The supply side solution for this problem would be to provide placement services for such people. The ministry of manpower and NTUC run several services in helping workers to find jobs and employers to find the right workers. They also provide a few free job websites. The government can also encourage private employment agencies to provide the??same service by administering low corporate taxes on employment agencies. In the case of bussiness, the policy of no welfare for the unemployed and the policy of open door to foreigners compel Singaporeans to be realistic and accept any available job. Otherwise, they will run dry of savings and foreigners may grab all the available jobs. Cyclical unemployment is another type of unemployment. Here, supply side policies would not work at all. Singapore's cyclical or recessionary unemployment is imported. Since??Singapore is a very export orientated country whereby 150% - 200% of the country's GDP is taken up by exports. It exports??mainly to developed countries like US, Japan and Europe. Therefore, when these countries are in recession there is??nothing much Singapore can do. However, supply side policies are used to sit out a recession. The policy of having a high level of private and??government savings is an example. Singapore saves 45% of GDP (which is the highest in the world) and so during a recession, Singapore has money to buy food and busy the people by upgrading skills and building up infrastructure. In the long term, perhaps supply side policies can be used to preempt cyclical unemployment. Using public and government funds the economic development board can seek new markets for Singapore in the world so that we do not over depend on US markets like we do currently. Thus, when USA is in a recession, Singapore can switch to exporting to countries lfke China, India or the Middle East. Supply side policies can also be used to develop new industries which are recession resistant. Recently Singapore has been trying to go into such industries like banking, high value manufacturing, biotechnological and medical industries. Unfortunately, the casino is not one of them (it is very recessionary-prone)."
264,"You are an A-Level economics teacher with full knowledge of the A-Level economics syllabus. Your task is to write a sample essay that will obtain top marks according to the A-Level mark scheme on the given essay question.
",The annual inflation rate in Singapore rose from 0.5% in??2003 to 1.7% in 2004.??Discuss whether an increase in the rate of inflation is??more likely to cause problems for the domestic or the??external sector of the Singapore economy. ??,"Singapore is a small country with limited resources and a small population. It is also a very open economy and makes its living from trade (exports as a percentage of GDP is 150%). Also for the last two decades, Singapore has been enjoying a high standard of living. Other nations prefer Singapore exports as they are price and value competitive. We offer value for money. Thus it can be concluded that an increase in the rate of inflation will have a more detrimental effect on the external??sector of the Singapore economy. Ceteris paribus, if price of exports increases (during a period where inflation in Singapore, which has been??going on for many years, is higher than it is in other nations) Singaporean exports will become less competitive. As such, this results in a fall in demand for exports and an increase in demand for imports.   Therefore this worsens Singapore's current account. Due to the net withdrawals that have taken place, the multiplier works backwards.  When the multiplier has taken full effect, the economy would have shrunk by the multiplied amount of times hence causing a fall in income, employment and standard of living. However, the impact as described above may be limited. Although price of exports have increased, the demand for Singaporean exports may still be there as Singapore depends on quality, selling to developed countries for whom quality comes first and price is a??secondary factor to consider. Thus Singapore may just suffer a smaller surplus rather than a deficit. If inflation is cost push, meaning wages are going up fast, GST (indirect taxes) is increasing rapidly and land rent and general utility charges are rising rapidly then general cost of production would be increasing too quickly. If this situation persists for a few years ( ceteris paribus), it will adversely affect Singapore's capital account. Singapore has always been attractive to foreign investments due to its political stability, good infrastructure, low taxes and labor productivity. Recently??however, other countries like Malaysia and Thailand have been eroding Singapore's attractiveness by catching up with her. The emergence of China and India as alternative investment destinations has also threatened Singapore's attractiveness as an investment hub. Thus, if cost push inflation erodes Singapore's competitiveness for investment then divestment would occur whereby FDl's would leave the country, local companies??would relocate and new firms would then chose??no to come in. This results in an even more serious??backward multiplier effect on the whole economy. As seen from the above discussion, it is evident that external effects of inflation are directly connected to internal effects. High inflation (domestic) has the potential to disrupt the economy. If workers and unions start to clamor for higher wages and the pay increases much faster than productivity, a wage-price spiral would result and this would effectively erode Singapore's export competitiveness even further. However, this is a very unlikely situation as in Singapore, union action is seldom taken. This is because unions are government controlled and Singapore's industrial culture hasn't got this practice of strikes. Also, government policy on foreign workers makes most Singaporeans afraid to strike (due to the threat of foreign workers taking over local jobs). Instead, the higher inflation will lead to a higher cost of living which translates into lower real income (affecting those in the lower/lower middle income groups especially) for everyone. Suffering a fall in real income and living standards, Singaporeans will end up working longer hours and may even be forced into taking second jobs - living a miserable life. This is just to make ends meet."
265,"You are an A-Level economics teacher with full knowledge of the A-Level economics syllabus. Your task is to write a sample essay that will obtain top marks according to the A-Level mark scheme on the given essay question.
",The annual inflation rate in Singapore rose from 0.5% in??2003 to 1.7% in 2004.??Explain how monetary factors can cause inflation. ??,"Inflation can be defined as a situation in which there??is a sustained, inordinate and general increase in prices.??The central bank controls money supply in the country??through the monetary policy and in a modem country??the money supply consists of physical coins and notes??and bank deposits. The government carries out the??expansionary monetary policy by buying bonds to??increase supply of cash money in the country or by??lowering the cash ratio to increase money supply or??by relaxing all the regulations on credit (whereby it??becomes easier to qualify as a borrower). All these will??increase money supply. The monetary policy can cause inflation if it is expansionary.  When an expansionary monetary policy is carried out,??interest rates are reduced and hence consumption and??investment increases. With lower interest rates, those??who don't have money will borrow and those who do??have money would rather spend. Furthermore, companies??will also invest and hence the demand for resources??goes up.  As interest rates fall people start consuming and investing??more, thus instead of increasing just up to point??C1 and I1, the consumption and investment function??increases to C2 and I2 respectively.  The price level increases from P to P1, because of??excessive C and I, the demand increases further from??AD to AD2. Hence, higher inflation results. If money??supply was not excessive, the AD would have risen??only to AD1; keeping inflation rate low (P to P2 and??not P to P1)"
